livre;chapitre;verset_de;verset_a;traduction;code;paragraphe
Marc;16;0;0;SKN;63-0114;158
Marc;16;0;0;SKN;63-0114;222
Marc;16;0;0;SKN;63-0127;31
Marc;16;0;0;SKN;63-0319;218
Marc;16;0;0;SKN;63-0630E;229
Marc;16;0;0;SKN;63-0707M;160
Marc;16;0;0;SKN;63-0707M;179
Marc;16;0;0;SKN;63-0714E;31
Marc;16;0;0;SKN;63-0714E;52
Marc;16;0;0;SKN;63-0728;238
Marc;16;0;0;SKN;63-0728;536
Marc;16;0;0;SKN;63-0731;60
Marc;16;0;0;SKN;63-0803B;92
Marc;16;0;0;SKN;63-0803B;209
Marc;16;0;0;SKN;63-0804A;31
Marc;16;0;0;SKN;63-0804E;97
Marc;16;0;0;SKN;63-0825E;106
Marc;16;0;0;SKN;63-0825E;153
Marc;16;0;0;SKN;63-1116B;108
Marc;16;0;0;SKN;63-1229M;246
Marc;16;0;0;SKN;64-0214;104
Marc;16;0;0;SKN;64-0215;74
Marc;16;0;0;SKN;64-0403;25
Marc;16;0;0;SKN;64-0403;47
Marc;16;0;0;SKN;64-0405;19
Marc;16;0;0;SKN;64-0405;21
Marc;16;0;0;SKN;64-0412;59
Marc;16;0;0;SKN;64-0412;60
Marc;16;0;0;SKN;64-0412;246
Marc;16;0;0;SKN;64-0412;252
Marc;16;0;0;SKN;64-0412;265
Marc;16;0;0;SKN;64-0418B;47
Marc;16;0;0;SKN;64-0419;16
Marc;16;0;0;SKN;64-0419;23
Marc;16;0;0;SKN;64-0419;96
Marc;16;0;0;SKN;64-0419;99
Marc;16;0;0;SKN;64-0427;7
Marc;16;0;0;SKN;64-0427;12
Marc;16;0;0;SKN;64-0427;18
Marc;16;0;0;SKN;64-0427;20
Marc;16;0;0;SKN;64-0427;22
Marc;16;0;0;SKN;64-0427;31
Marc;16;0;0;SKN;64-0427;67
Marc;16;0;0;SKN;64-0427;85
Marc;16;0;0;SKN;64-0427;94
Marc;16;0;0;SKN;64-0614M;181
Marc;16;0;0;SKN;64-0617;166
Marc;16;0;0;SKN;64-0617;199
Marc;16;0;0;SKN;64-0621;1
Marc;16;0;0;SKN;64-0621;13
Marc;16;0;0;SKN;64-0621;35
Marc;16;0;0;SKN;64-0621;37
Marc;16;0;0;SKN;64-0621;45
Marc;16;0;0;SKN;64-0621;61
Marc;16;0;0;SKN;64-0621;62
Marc;16;0;0;SKN;64-0621;63
Marc;16;0;0;SKN;64-0621;109
Marc;16;0;0;SKN;64-0621;149
Marc;16;0;0;SKN;64-0621;186
Marc;16;0;0;SKN;64-0621;188
Marc;16;0;0;SKN;64-0621;189
Marc;16;0;0;SKN;64-0621;198
Marc;16;0;0;SKN;64-0816;220
Marc;16;0;0;SKN;64-0823M;215
Marc;16;0;0;SKN;64-0830E;121
Marc;16;0;0;SKN;64-0830E;139
Marc;16;0;0;SKN;64-0830M;207
Marc;16;0;0;SKN;64-1205;42
Marc;16;0;0;SKN;65-0220;126
Marc;16;0;0;SKN;65-0418M;22
Marc;16;0;0;SKN;65-0425;150
Marc;16;0;0;SKN;65-0425;207
Marc;16;0;0;SKN;65-0427;57
Marc;16;0;0;SKN;65-0711;84
Marc;16;0;0;SKN;65-0829;51
Marc;16;0;0;SKN;65-0919;61
Marc;16;0;0;SKN;65-1125;85
Marc;16;0;0;VGR;52-0224;175
Marc;16;0;0;VGR;52-0224;177
Marc;16;0;0;VGR;52-0224;178
Marc;16;0;0;VGR;54-0103M;33
Marc;16;0;0;VGR;54-1212;91
Marc;16;0;0;VGR;54-1219M;46
Marc;16;0;0;VGR;54-1219M;50
Marc;16;0;0;VGR;55-0611;38
Marc;16;0;0;VGR;55-0611;44
Marc;16;0;0;VGR;55-0611;178
Marc;16;0;0;VGR;56-1001;18
Marc;16;0;0;VGR;57-0825M;71
Marc;16;0;0;VGR;59-0329M;40
Marc;16;0;0;VGR;59-0628E;92
Marc;16;0;0;VGR;59-0628M;81
Marc;16;0;0;VGR;60-0308;105
Marc;16;0;0;VGR;60-0417M;34
Marc;16;0;0;VGR;60-0515M;56
Marc;16;0;0;VGR;60-0911E;92
Marc;16;0;0;VGR;60-0911E;117
Marc;16;0;0;VGR;60-0911M;76
Marc;16;0;0;VGR;60-1204E;220
Marc;16;0;0;VGR;60-1204M;147
Marc;16;0;0;VGR;60-1205;43
Marc;16;0;0;VGR;60-1208;21
Marc;16;0;0;VGR;60-1209;144
Marc;16;0;0;VGR;60-1210;44
Marc;16;0;0;VGR;60-1210;46
Marc;16;0;0;VGR;60-1218;373
Marc;16;0;0;VGR;60-1218;422
Marc;16;0;0;VGR;60-1218;469
Marc;16;0;0;VGR;61-0101;255
Marc;16;0;0;VGR;61-0108;338
Marc;16;0;0;VGR;61-0108;354
Marc;16;0;0;VGR;61-0425B;232
Marc;16;0;0;VGR;62-0122;51
Marc;16;0;0;VGR;62-0122;68
Marc;16;0;0;VGR;62-0122;98
Marc;16;0;0;VGR;62-0122;99
Marc;16;0;0;VGR;62-1014E;104
Marc;16;0;0;VGR;62-1111E;65
Marc;16;0;0;VGR;62-1111E;67
Marc;16;0;0;VGR;62-1231;11
Marc;16;0;0;VGR;63-0114;158
Marc;16;0;0;VGR;63-0114;222
Marc;16;0;0;VGR;63-0319;218
Marc;16;0;0;VGR;63-0630E;229
Marc;16;0;0;VGR;63-0707;160
Marc;16;0;0;VGR;63-0707;179
Marc;16;0;0;VGR;63-0707M;160
Marc;16;0;0;VGR;63-0707M;179
Marc;16;0;0;VGR;63-0714E;72
Marc;16;0;0;VGR;63-0714E;102
Marc;16;0;0;VGR;63-0728;238
Marc;16;0;0;VGR;63-0728;536
Marc;16;0;0;VGR;63-0803B;92
Marc;16;0;0;VGR;63-0803B;209
Marc;16;0;0;VGR;63-0804A;31
Marc;16;0;0;VGR;63-0825E;106
Marc;16;0;0;VGR;63-0825E;153
Marc;16;0;0;VGR;63-1229M;246
Marc;16;0;0;VGR;64-0215;74
Marc;16;0;0;VGR;64-0403;71
Marc;16;0;0;VGR;64-0403;93
Marc;16;0;0;VGR;64-0405;58
Marc;16;0;0;VGR;64-0405;61
Marc;16;0;0;VGR;64-0418B;131
Marc;16;0;0;VGR;64-0419;16
Marc;16;0;0;VGR;64-0419;23
Marc;16;0;0;VGR;64-0419;96
Marc;16;0;0;VGR;64-0419;99
Marc;16;0;0;VGR;64-0427;22
Marc;16;0;0;VGR;64-0427;23
Marc;16;0;0;VGR;64-0427;41
Marc;16;0;0;VGR;64-0427;59
Marc;16;0;0;VGR;64-0427;60
Marc;16;0;0;VGR;64-0427;63
Marc;16;0;0;VGR;64-0427;69
Marc;16;0;0;VGR;64-0427;87
Marc;16;0;0;VGR;64-0427;197
Marc;16;0;0;VGR;64-0427;256
Marc;16;0;0;VGR;64-0427;275
Marc;16;0;0;VGR;64-0614M;181
Marc;16;0;0;VGR;64-0617;166
Marc;16;0;0;VGR;64-0617;199
Marc;16;0;0;VGR;64-0816;220
Marc;16;0;0;VGR;64-0823M;215
Marc;16;0;0;VGR;64-0830E;121
Marc;16;0;0;VGR;64-0830E;139
Marc;16;0;0;VGR;64-0830M;300
Marc;16;0;0;VGR;64-1205;83
Marc;16;0;0;VGR;65-0220;126
Marc;16;0;0;VGR;65-0425;150
Marc;16;0;0;VGR;65-0425;207
Marc;16;0;0;VGR;65-0427;114
Marc;16;0;0;VGR;65-0711;160
Marc;16;0;0;VGR;65-0829;83
Marc;16;0;0;VGR;65-0919;61
Marc;16;0;0;VGR;65-1125;109
Marc;16;1;1;SKN;65-0418M;19
Marc;16;1;1;SKN;65-0418M;36
Marc;16;1;1;VGR;65-0418M;19
Marc;16;1;1;VGR;65-0418M;36
Marc;16;15;20;SKN;63-0714E;31
Marc;16;15;20;VGR;63-0714E;72
Marc;16;18;18;SKN;64-0830E;138
Marc;16;18;18;VGR;64-0830E;138
Matthieu;1;0;0;SKN;59-0823;126
Matthieu;1;0;0;SKN;61-0108;338
Matthieu;1;0;0;SKN;63-0804E;44
Matthieu;1;0;0;VGR;61-0108;333
Matthieu;1;0;0;VGR;61-0618;224
Matthieu;1;5;5;SKN;60-1225;17
Matthieu;1;5;5;VGR;60-1225;24
Matthieu;1;18;18;SKN;57-0901E;129
Matthieu;1;18;18;SKN;59-0329M;49
Matthieu;1;18;18;SKN;59-0628E;150
Matthieu;1;18;18;SKN;60-1204M;176
Matthieu;1;18;18;SKN;61-0108;338
Matthieu;1;18;18;SKN;61-0317;29
Matthieu;1;18;18;SKN;61-0425B;200
Matthieu;1;18;18;SKN;65-0429B;99
Matthieu;1;18;18;VGR;57-0901E;129
Matthieu;1;18;18;VGR;59-0329M;58
Matthieu;1;18;18;VGR;59-0628E;150
Matthieu;1;18;18;VGR;60-1204M;172
Matthieu;1;18;18;VGR;61-0108;333
Matthieu;1;18;18;VGR;61-0425B;200
Matthieu;1;18;18;VGR;65-0429B;108
Matthieu;1;23;23;SKN;65-0425;72
Matthieu;1;23;23;SKN;65-1128M;222
Matthieu;1;23;23;VGR;65-0425;72
Matthieu;1;23;23;VGR;65-1128M;222
Matthieu;2;0;0;SKN;53-0606;3
Matthieu;2;0;0;SKN;54-0103M;54
Matthieu;2;0;0;SKN;55-1005;25
Matthieu;2;0;0;SKN;60-1211E;69
Matthieu;2;0;0;SKN;62-0628;41
Matthieu;2;0;0;VGR;54-0103M;54
Matthieu;2;0;0;VGR;60-1211E;69
Matthieu;3;0;0;SKN;55-0220A;11
Matthieu;3;0;0;SKN;57-0908E;440
Matthieu;3;0;0;SKN;57-0908E;442
Matthieu;3;0;0;SKN;57-0908E;443
Matthieu;3;0;0;SKN;58-0503;15
Matthieu;3;0;0;SKN;58-0515;45
Matthieu;3;0;0;SKN;58-0625;27
Matthieu;3;0;0;SKN;61-0112;438
Matthieu;3;0;0;SKN;61-0412;76
Matthieu;3;0;0;SKN;61-0423;9
Matthieu;3;0;0;SKN;61-1112;241
Matthieu;3;0;0;SKN;62-0218;150
Matthieu;3;0;0;SKN;62-0715;62
Matthieu;3;0;0;SKN;62-0724;47
Matthieu;3;0;0;SKN;64-0306;43
Matthieu;3;0;0;SKN;65-0125;19
Matthieu;3;0;0;SKN;65-1128E;30
Matthieu;3;0;0;VGR;57-0908E;440
Matthieu;3;0;0;VGR;57-0908E;442
Matthieu;3;0;0;VGR;57-0908E;443
Matthieu;3;0;0;VGR;61-0112;438
Matthieu;3;0;0;VGR;61-1112;243
Matthieu;3;0;0;VGR;64-0306;43
Matthieu;3;0;0;VGR;65-0125;32
Matthieu;3;0;0;VGR;65-1128E;30
Matthieu;3;16;16;SKN;65-1128E;37
Matthieu;3;16;16;SKN;65-1128E;98
Matthieu;3;16;16;VGR;65-1128E;37
Matthieu;3;16;16;VGR;65-1128E;98
Matthieu;4;0;0;SKN;61-1224;117
Matthieu;4;0;0;SKN;63-0319;280
Matthieu;4;0;0;SKN;63-0321;182
Matthieu;4;0;0;SKN;64-0125;16
Matthieu;4;0;0;VGR;63-0319;280
Matthieu;4;0;0;VGR;63-0321;182
Matthieu;4;0;0;VGR;64-0125;16
Matthieu;4;8;8;SKN;63-0319;268
Matthieu;4;8;8;VGR;63-0319;268
Matthieu;4;11;11;SKN;63-0320;275
Matthieu;4;11;11;VGR;63-0320;275
Matthieu;4;12;17;SKN;60-0210E;5
Matthieu;4;15;16;SKN;64-0125;15
Matthieu;4;15;16;VGR;64-0125;15
Matthieu;5;0;0;SKN;57-0419;6
Matthieu;5;0;0;SKN;60-0710;62
Matthieu;5;0;0;SKN;60-1205;89
Matthieu;5;0;0;SKN;61-0611;126
Matthieu;5;0;0;SKN;61-1015M;170
Matthieu;5;0;0;SKN;62-1124B;64
Matthieu;5;0;0;SKN;63-0126;300
Matthieu;5;0;0;SKN;63-0324M;142
Matthieu;5;0;0;SKN;63-0803B;225
Matthieu;5;0;0;SKN;64-0314;50
Matthieu;5;0;0;SKN;64-1221;103
Matthieu;5;0;0;SKN;65-0221M;157
Matthieu;5;0;0;SKN;65-0919;232
Matthieu;5;0;0;VGR;60-1205;88
Matthieu;5;0;0;VGR;61-0611;125
Matthieu;5;0;0;VGR;61-1015M;170
Matthieu;5;0;0;VGR;62-1124B;123
Matthieu;5;0;0;VGR;63-0324M;142
Matthieu;5;0;0;VGR;63-0803B;225
Matthieu;5;0;0;VGR;64-1221;103
Matthieu;5;0;0;VGR;65-0221M;222
Matthieu;5;0;0;VGR;65-0919;232
Matthieu;5;5;5;SKN;64-0802;193
Matthieu;5;5;5;VGR;64-0802;193
Matthieu;5;8;8;SKN;62-0609B;15
Matthieu;5;24;24;SKN;65-0725M;32
Matthieu;5;24;24;VGR;65-0725M;32
Matthieu;5;28;28;SKN;57-0908E;247
Matthieu;5;28;28;SKN;63-0623E;112
Matthieu;5;28;28;VGR;57-0908E;247
Matthieu;5;28;28;VGR;63-0623E;112
Matthieu;5;32;32;SKN;65-0221M;158
Matthieu;5;32;32;VGR;65-0221M;225
Matthieu;5;45;45;SKN;57-0908E;351
Matthieu;5;45;45;VGR;57-0908E;351
Matthieu;5;48;48;SKN;62-1014M;222
Matthieu;5;48;48;SKN;62-1014M;223
Matthieu;5;48;48;VGR;62-1014M;302
Matthieu;6;0;0;SKN;62-0611;70
Matthieu;6;9;13;SKN;53-0326;189
Matthieu;6;9;13;SKN;63-1110M;412
Matthieu;6;9;13;VGR;61-0730M;25
Matthieu;6;9;13;VGR;63-1110M;412
Matthieu;6;11;11;SKN;63-1112;87
Matthieu;7;6;6;SKN;59-0628E;41
Matthieu;7;6;6;VGR;59-0628E;41
Matthieu;7;21;21;SKN;65-0725M;192
Matthieu;7;21;21;VGR;65-0725M;192
Matthieu;7;21;23;SKN;59-0628E;155
Matthieu;7;21;23;VGR;59-0628E;155
Matthieu;8;0;0;SKN;52-0720E;15
Matthieu;8;0;0;SKN;52-0810E;3
Matthieu;8;0;0;SKN;53-0513;17
Matthieu;8;0;0;SKN;53-0606;31
Matthieu;8;0;0;SKN;56-0213;17
Matthieu;8;0;0;SKN;56-0406;16
Matthieu;8;0;0;SKN;56-0722;6
Matthieu;8;0;0;SKN;56-1209E;22
Matthieu;8;0;0;SKN;57-0115;68
Matthieu;8;0;0;SKN;61-0211;55
Matthieu;8;5;10;SKN;55-0621;1
Matthieu;8;23;23;SKN;63-1103;39
Matthieu;8;23;23;VGR;63-1103;39
Matthieu;9;0;0;SKN;61-1105;24
Matthieu;10;0;0;SKN;50-0711;20
Matthieu;10;0;0;SKN;53-0325;31
Matthieu;10;0;0;SKN;53-0614A;40
Matthieu;10;0;0;SKN;53-0729;279
Matthieu;10;0;0;SKN;53-0902;61
Matthieu;10;0;0;SKN;53-0906E;27
Matthieu;10;0;0;SKN;54-0103E;56
Matthieu;10;0;0;SKN;55-0626E;8
Matthieu;10;0;0;SKN;58-0223;37
Matthieu;10;0;0;SKN;58-0301B;7
Matthieu;10;0;0;SKN;59-0422;31
Matthieu;10;0;0;SKN;59-1127;45
Matthieu;10;0;0;SKN;59-1217;55
Matthieu;10;0;0;SKN;60-0911E;111
Matthieu;10;0;0;SKN;60-1204E;43
Matthieu;10;0;0;SKN;60-1218;421
Matthieu;10;0;0;SKN;61-0108;347
Matthieu;10;0;0;SKN;61-0413;39
Matthieu;10;0;0;SKN;62-0218;53
Matthieu;10;0;0;SKN;63-0318;113
Matthieu;10;0;0;SKN;63-0607;96
Matthieu;10;0;0;SKN;63-1115;109
Matthieu;10;0;0;SKN;63-1124E;101
Matthieu;10;0;0;SKN;64-0206B;239
Matthieu;10;0;0;SKN;64-0412;227
Matthieu;10;0;0;SKN;64-0830M;207
Matthieu;10;0;0;VGR;53-0729;279
Matthieu;10;0;0;VGR;54-0103E;56
Matthieu;10;0;0;VGR;54-0514;151
Matthieu;10;0;0;VGR;59-1217;55
Matthieu;10;0;0;VGR;60-0911E;111
Matthieu;10;0;0;VGR;60-1204E;38
Matthieu;10;0;0;VGR;60-1218;421
Matthieu;10;0;0;VGR;61-0108;339
Matthieu;10;0;0;VGR;63-0318;113
Matthieu;10;0;0;VGR;63-1124E;143
Matthieu;10;0;0;VGR;64-0830M;271
Matthieu;10;1;1;SKN;60-0911E;105
Matthieu;10;1;1;SKN;60-0911E;111
Matthieu;10;1;1;SKN;61-0108;343
Matthieu;10;1;1;SKN;61-0108;347
Matthieu;10;1;1;SKN;61-0108;349
Matthieu;10;1;1;SKN;61-0108;355
Matthieu;10;1;1;VGR;60-0911E;105
Matthieu;10;1;1;VGR;60-0911E;111
Matthieu;10;1;1;VGR;61-0108;336
Matthieu;10;1;1;VGR;61-0108;339
Matthieu;10;1;1;VGR;61-0108;341
Matthieu;10;1;1;VGR;61-0108;347
Matthieu;10;10;10;SKN;58-0112A;39
Matthieu;10;41;41;SKN;64-0823E;219
Matthieu;10;41;41;VGR;64-0823E;219
Matthieu;11;0;0;SKN;55-0311;22
Matthieu;11;0;0;SKN;59-0823;59
Matthieu;11;0;0;SKN;60-1204E;116
Matthieu;11;0;0;SKN;61-0108;366
Matthieu;11;0;0;SKN;61-1112;240
Matthieu;11;0;0;SKN;62-0527;168
Matthieu;11;0;0;SKN;62-0705;56
Matthieu;11;0;0;SKN;63-0324M;256
Matthieu;11;0;0;SKN;64-0206B;112
Matthieu;11;0;0;SKN;64-0318;69
Matthieu;11;0;0;SKN;64-0500;11
Matthieu;11;0;0;SKN;64-0500;12
Matthieu;11;0;0;SKN;64-0618;16
Matthieu;11;0;0;SKN;65-0426;109
Matthieu;11;0;0;SKN;65-1127B;211
Matthieu;11;0;0;SKN;65-1206;207
Matthieu;11;0;0;VGR;60-1204E;105
Matthieu;11;0;0;VGR;61-0108;358
Matthieu;11;0;0;VGR;61-1112;240
Matthieu;11;0;0;VGR;62-0527;168
Matthieu;11;0;0;VGR;63-0324M;256
Matthieu;11;0;0;VGR;64-0318;69
Matthieu;11;0;0;VGR;64-0618;16
Matthieu;11;0;0;VGR;65-0426;142
Matthieu;11;0;0;VGR;65-1127B;211
Matthieu;11;0;0;VGR;65-1206;207
Matthieu;11;6;6;SKN;61-0806;146
Matthieu;11;6;6;SKN;62-0407;39
Matthieu;11;6;6;SKN;62-0520;19
Matthieu;11;6;6;SKN;62-0603;30
Matthieu;11;6;6;SKN;62-0624;56
Matthieu;11;6;6;SKN;62-0712;58
Matthieu;11;6;6;VGR;61-0806;146
Matthieu;11;9;9;SKN;64-0500;11
Matthieu;11;10;10;SKN;63-0317M;299
Matthieu;11;10;10;SKN;63-0317M;363
Matthieu;11;10;10;VGR;63-0317M;299
Matthieu;11;10;10;VGR;63-0317M;363
Matthieu;11;22;22;SKN;63-0628E;20
Matthieu;11;25;25;SKN;63-0412E;54
Matthieu;11;25;25;SKN;63-0728;291
Matthieu;11;25;25;VGR;63-0728;291
Matthieu;11;25;26;SKN;63-0319;78
Matthieu;11;25;26;VGR;63-0319;78
Matthieu;11;27;27;SKN;53-0907A;79
Matthieu;12;0;0;SKN;57-0228;16
Matthieu;12;0;0;SKN;58-0517E;3
Matthieu;12;0;0;SKN;58-0528;86
Matthieu;12;0;0;SKN;58-0613;20
Matthieu;12;0;0;SKN;60-0710;28
Matthieu;12;0;0;SKN;61-0211;55
Matthieu;12;0;0;SKN;61-0318;95
Matthieu;12;0;0;SKN;61-0414;6
Matthieu;12;0;0;SKN;62-0721;20
Matthieu;12;0;0;SKN;64-0306;1
Matthieu;12;0;0;SKN;64-0410;1
Matthieu;12;0;0;SKN;64-0412;48
Matthieu;12;0;0;SKN;64-0823E;148
Matthieu;12;0;0;VGR;64-0306;1
Matthieu;12;0;0;VGR;64-0823E;148
Matthieu;12;15;15;SKN;63-1222;70
Matthieu;12;24;24;SKN;62-0407;105
Matthieu;12;39;39;SKN;55-0626E;6
Matthieu;12;40;40;SKN;64-0823E;204
Matthieu;12;40;40;VGR;64-0823E;204
Matthieu;12;42;42;SKN;57-0517;12
Matthieu;12;42;42;SKN;59-0405E;4
Matthieu;12;42;42;SKN;60-0710;28
Matthieu;12;42;42;SKN;61-0119E;30
Matthieu;12;42;42;SKN;61-0412;46
Matthieu;12;42;42;VGR;56-1001;81
Matthieu;13;0;0;SKN;62-1230E;115
Matthieu;13;0;0;SKN;65-0118;1
Matthieu;13;0;0;VGR;62-1230E;243
Matthieu;13;0;0;VGR;65-0118;1
Matthieu;13;3;15;SKN;62-1230E;117
Matthieu;13;3;50;VGR;62-1230E;245
Matthieu;13;24;24;SKN;62-0407;107
Matthieu;14;0;0;SKN;60-0609;8
Matthieu;14;0;0;SKN;62-0620;17
Matthieu;14;0;0;VGR;63-0320;305
Matthieu;14;25;25;SKN;63-0320;305
Matthieu;14;27;27;SKN;61-0123;18
Matthieu;14;27;27;SKN;61-0212E;21
Matthieu;14;28;28;SKN;54-0302;37
Matthieu;15;21;21;SKN;62-0218;22
Matthieu;15;26;26;SKN;64-0405;9
Matthieu;16;0;0;SKN;54-0829A;30
Matthieu;16;0;0;SKN;58-0202;45
Matthieu;16;0;0;SKN;60-0911E;75
Matthieu;16;0;0;SKN;61-0216;31
Matthieu;16;0;0;SKN;62-0318E;1
Matthieu;16;0;0;VGR;58-0202;58
Matthieu;16;0;0;VGR;62-0318M;403
Matthieu;16;1;1;SKN;54-0718A;23
Matthieu;16;9;9;SKN;61-1015M;192
Matthieu;16;9;9;SKN;61-1015M;193
Matthieu;16;9;9;VGR;61-1015M;192
Matthieu;16;9;9;VGR;61-1015M;193
Matthieu;16;10;10;SKN;61-1015M;193
Matthieu;16;10;10;VGR;61-1015M;193
Matthieu;16;13;13;SKN;60-1231;127
Matthieu;16;13;13;VGR;60-1231;123
Matthieu;16;15;15;SKN;63-0728;214
Matthieu;16;15;15;VGR;63-0728;214
Matthieu;16;16;16;SKN;60-0522E;64
Matthieu;16;16;16;VGR;60-0522E;64
Matthieu;16;17;17;SKN;65-1204;70
Matthieu;16;17;17;VGR;65-1204;70
Matthieu;16;18;18;SKN;60-0911E;10
Matthieu;16;18;18;SKN;60-0911E;72
Matthieu;16;18;18;SKN;60-1204M;132
Matthieu;16;18;18;SKN;60-1210;137
Matthieu;16;18;18;SKN;65-0221M;185
Matthieu;16;18;18;VGR;60-0911E;10
Matthieu;16;18;18;VGR;60-0911E;72
Matthieu;16;18;18;VGR;60-1204M;128
Matthieu;16;18;18;VGR;60-1210;124
Matthieu;16;18;18;VGR;65-0221M;267
Matthieu;16;19;19;SKN;62-0318E;1
Matthieu;16;19;19;VGR;62-0318M;403
Matthieu;16;25;25;SKN;56-0513;1
Matthieu;16;25;25;VGR;56-0513;46
Matthieu;17;0;0;SKN;60-1204E;69
Matthieu;17;0;0;SKN;60-1204E;100
Matthieu;17;0;0;SKN;60-1204E;158
Matthieu;17;0;0;SKN;60-1218;378
Matthieu;17;0;0;SKN;61-0101;135
Matthieu;17;0;0;SKN;61-0108;281
Matthieu;17;0;0;SKN;61-0319;84
Matthieu;17;0;0;VGR;60-1204E;63
Matthieu;17;0;0;VGR;60-1204E;93
Matthieu;17;0;0;VGR;60-1204E;226
Matthieu;17;0;0;VGR;60-1204E;227
Matthieu;17;0;0;VGR;60-1218;378
Matthieu;17;0;0;VGR;61-0101;129
Matthieu;17;0;0;VGR;61-0108;275
Matthieu;17;0;0;VGR;61-0319;87
Matthieu;17;2;2;SKN;60-1218;378
Matthieu;17;4;4;SKN;64-0719E;41
Matthieu;17;4;4;VGR;64-0719E;41
Matthieu;17;9;9;SKN;60-1211E;65
Matthieu;17;9;9;VGR;60-1211E;65
Matthieu;17;10;10;SKN;60-1211E;65
Matthieu;17;10;10;VGR;60-1211E;65
Matthieu;18;10;10;SKN;61-0112;312
Matthieu;18;10;10;SKN;61-0112;316
Matthieu;18;10;10;VGR;61-0112;312
Matthieu;18;10;10;VGR;61-0112;316
Matthieu;18;16;16;SKN;65-1204;166
Matthieu;18;16;16;VGR;65-1204;166
Matthieu;19;9;9;SKN;59-0628E;184
Matthieu;19;9;9;SKN;59-0628E;185
Matthieu;19;9;9;VGR;59-0628E;183
Matthieu;19;9;9;VGR;59-0628E;184
Matthieu;19;18;18;SKN;55-0113;48
Matthieu;19;28;28;SKN;61-0101;288
Matthieu;19;28;28;SKN;64-0802;177
Matthieu;19;28;28;VGR;61-0101;282
Matthieu;19;28;28;VGR;64-0802;177
Matthieu;20;0;0;SKN;57-0901E;152
Matthieu;20;0;0;SKN;65-1205;108
Matthieu;21;0;0;SKN;59-1122;10
Matthieu;21;0;0;SKN;60-1211M;151
Matthieu;21;0;0;SKN;61-0108;367
Matthieu;21;0;0;VGR;60-1211M;145
Matthieu;21;0;0;VGR;61-0108;359
Matthieu;21;1;1;VGR;65-0725E;28
Matthieu;21;1;11;SKN;65-0725E;28
Matthieu;22;0;0;SKN;56-1004;14
Matthieu;22;0;0;SKN;63-0630E;33
Matthieu;22;0;0;SKN;63-0630E;34
Matthieu;22;0;0;VGR;63-0630E;34
Matthieu;22;1;1;VGR;63-0630E;33
Matthieu;22;11;11;SKN;63-0324M;323
Matthieu;22;11;11;VGR;63-0324M;323
Matthieu;22;20;20;SKN;63-0623E;60
Matthieu;22;20;20;VGR;63-0623E;60
Matthieu;23;0;0;SKN;63-1110M;244
Matthieu;23;0;0;SKN;63-1110M;245
Matthieu;23;0;0;VGR;63-1110M;244
Matthieu;23;0;0;VGR;63-1110M;245
Matthieu;23;7;7;SKN;63-1110M;243
Matthieu;23;7;7;VGR;63-1110M;243
Matthieu;24;0;0;SKN;51-0722A;11
Matthieu;24;0;0;SKN;51-0727;15
Matthieu;24;0;0;SKN;53-0325;31
Matthieu;24;0;0;SKN;53-0612;10
Matthieu;24;0;0;SKN;53-0729;241
Matthieu;24;0;0;SKN;53-0729;281
Matthieu;24;0;0;SKN;55-0311;24
Matthieu;24;0;0;SKN;57-0420;34
Matthieu;24;0;0;SKN;57-0804A;49
Matthieu;24;0;0;SKN;57-0804E;18
Matthieu;24;0;0;SKN;57-0821;112
Matthieu;24;0;0;SKN;57-1002;516
Matthieu;24;0;0;SKN;57-1002;517
Matthieu;24;0;0;SKN;57-1211;32
Matthieu;24;0;0;SKN;57-1211;33
Matthieu;24;0;0;SKN;60-1204E;48
Matthieu;24;0;0;SKN;60-1211M;67
Matthieu;24;0;0;SKN;60-1211M;68
Matthieu;24;0;0;SKN;60-1211M;164
Matthieu;24;0;0;SKN;61-0117;57
Matthieu;24;0;0;SKN;61-0216;50
Matthieu;24;0;0;SKN;61-0723E;108
Matthieu;24;0;0;SKN;61-0730E;54
Matthieu;24;0;0;SKN;61-0730M;107
Matthieu;24;0;0;SKN;61-0730M;145
Matthieu;24;0;0;SKN;61-0806;180
Matthieu;24;0;0;SKN;61-0806;182
Matthieu;24;0;0;SKN;62-0311;119
Matthieu;24;0;0;SKN;62-0318E;1
Matthieu;24;0;0;SKN;62-0318M;28
Matthieu;24;0;0;SKN;62-0319;88
Matthieu;24;0;0;SKN;62-0407;46
Matthieu;24;0;0;SKN;62-0407;51
Matthieu;24;0;0;SKN;62-0407;73
Matthieu;24;0;0;SKN;62-0407;110
Matthieu;24;0;0;SKN;62-0603;30
Matthieu;24;0;0;SKN;63-0116;127
Matthieu;24;0;0;SKN;63-0318;135
Matthieu;24;0;0;SKN;63-0319;231
Matthieu;24;0;0;SKN;63-0323;141
Matthieu;24;0;0;SKN;63-0323;158
Matthieu;24;0;0;SKN;63-0323;166
Matthieu;24;0;0;SKN;63-0323;169
Matthieu;24;0;0;SKN;63-0323;185
Matthieu;24;0;0;SKN;63-0323;278
Matthieu;24;0;0;SKN;63-0323;423
Matthieu;24;0;0;SKN;63-0324E;390
Matthieu;24;0;0;SKN;63-0324E;396
Matthieu;24;0;0;SKN;63-0324M;69
Matthieu;24;0;0;SKN;63-0421;54
Matthieu;24;0;0;SKN;63-0623E;52
Matthieu;24;0;0;SKN;63-0628E;30
