livre;chapitre;verset_de;verset_a;traduction;code;paragraphe
Malachie;4;0;0;SKN;63-1214;133
Malachie;4;0;0;SKN;63-1216;164
Malachie;4;0;0;SKN;63-1229E;70
Malachie;4;0;0;SKN;63-1229M;160
Malachie;4;0;0;SKN;64-0121;210
Malachie;4;0;0;SKN;64-0125;81
Malachie;4;0;0;SKN;64-0125;94
Malachie;4;0;0;SKN;64-0125;122
Malachie;4;0;0;SKN;64-0126;89
Malachie;4;0;0;SKN;64-0206B;110
Malachie;4;0;0;SKN;64-0206B;111
Malachie;4;0;0;SKN;64-0206E;89
Malachie;4;0;0;SKN;64-0208;187
Malachie;4;0;0;SKN;64-0209;59
Malachie;4;0;0;SKN;64-0209;63
Malachie;4;0;0;SKN;64-0209;172
Malachie;4;0;0;SKN;64-0212;108
Malachie;4;0;0;SKN;64-0212;126
Malachie;4;0;0;SKN;64-0212;138
Malachie;4;0;0;SKN;64-0214;127
Malachie;4;0;0;SKN;64-0308;108
Malachie;4;0;0;SKN;64-0312;158
Malachie;4;0;0;SKN;64-0313;66
Malachie;4;0;0;SKN;64-0313;78
Malachie;4;0;0;SKN;64-0313;84
Malachie;4;0;0;SKN;64-0313;94
Malachie;4;0;0;SKN;64-0313;106
Malachie;4;0;0;SKN;64-0319;43
Malachie;4;0;0;SKN;64-0320;70
Malachie;4;0;0;SKN;64-0321E;207
Malachie;4;0;0;SKN;64-0321E;214
Malachie;4;0;0;SKN;64-0321E;216
Malachie;4;0;0;SKN;64-0401;195
Malachie;4;0;0;SKN;64-0402;156
Malachie;4;0;0;SKN;64-0403;162
Malachie;4;0;0;SKN;64-0404;142
Malachie;4;0;0;SKN;64-0404;144
Malachie;4;0;0;SKN;64-0405;36
Malachie;4;0;0;SKN;64-0409;117
Malachie;4;0;0;SKN;64-0410;4
Malachie;4;0;0;SKN;64-0410;63
Malachie;4;0;0;SKN;64-0412;136
Malachie;4;0;0;SKN;64-0416;190
Malachie;4;0;0;SKN;64-0419;29
Malachie;4;0;0;SKN;64-0419;63
Malachie;4;0;0;SKN;64-0419;76
Malachie;4;0;0;SKN;64-0419;78
Malachie;4;0;0;SKN;64-0427;76
Malachie;4;0;0;SKN;64-0427;78
Malachie;4;0;0;SKN;64-0500;11
Malachie;4;0;0;SKN;64-0500;12
Malachie;4;0;0;SKN;64-0614M;73
Malachie;4;0;0;SKN;64-0614M;302
Malachie;4;0;0;SKN;64-0614M;321
Malachie;4;0;0;SKN;64-0614M;322
Malachie;4;0;0;SKN;64-0614M;335
Malachie;4;0;0;SKN;64-0617;157
Malachie;4;0;0;SKN;64-0619;197
Malachie;4;0;0;SKN;64-0621;77
Malachie;4;0;0;SKN;64-0621;156
Malachie;4;0;0;SKN;64-0621;164
Malachie;4;0;0;SKN;64-0705;158
Malachie;4;0;0;SKN;64-0705;159
Malachie;4;0;0;SKN;64-0705;166
Malachie;4;0;0;SKN;64-0705;170
Malachie;4;0;0;SKN;64-0719M;47
Malachie;4;0;0;SKN;64-0719M;48
Malachie;4;0;0;SKN;64-0719M;65
Malachie;4;0;0;SKN;64-0719M;67
Malachie;4;0;0;SKN;64-0719M;87
Malachie;4;0;0;SKN;64-0719M;177
Malachie;4;0;0;SKN;64-0719M;204
Malachie;4;0;0;SKN;64-0719M;212
Malachie;4;0;0;SKN;64-0726M;78
Malachie;4;0;0;SKN;64-0726M;119
Malachie;4;0;0;SKN;64-0726M;120
Malachie;4;0;0;SKN;64-0726M;121
Malachie;4;0;0;SKN;64-0816;122
Malachie;4;0;0;SKN;64-0816;221
Malachie;4;0;0;SKN;64-0830E;76
Malachie;4;0;0;SKN;64-0830E;77
Malachie;4;0;0;SKN;64-0830E;153
Malachie;4;0;0;SKN;64-0830E;154
Malachie;4;0;0;SKN;64-0830E;156
Malachie;4;0;0;SKN;64-0830E;158
Malachie;4;0;0;SKN;64-1212;353
Malachie;4;0;0;SKN;65-0117;70
Malachie;4;0;0;SKN;65-0119;103
Malachie;4;0;0;SKN;65-0119;157
Malachie;4;0;0;SKN;65-0124;88
Malachie;4;0;0;SKN;65-0124;90
Malachie;4;0;0;SKN;65-0124;112
Malachie;4;0;0;SKN;65-0124;144
Malachie;4;0;0;SKN;65-0217;132
Malachie;4;0;0;SKN;65-0218;105
Malachie;4;0;0;SKN;65-0219;152
Malachie;4;0;0;SKN;65-0220;108
Malachie;4;0;0;SKN;65-0220;109
Malachie;4;0;0;SKN;65-0221E;158
Malachie;4;0;0;SKN;65-0221E;168
Malachie;4;0;0;SKN;65-0221M;35
Malachie;4;0;0;SKN;65-0418E;145
Malachie;4;0;0;SKN;65-0418M;93
Malachie;4;0;0;SKN;65-0418M;243
Malachie;4;0;0;SKN;65-0425;188
Malachie;4;0;0;SKN;65-0426;107
Malachie;4;0;0;SKN;65-0426;108
Malachie;4;0;0;SKN;65-0426;109
Malachie;4;0;0;SKN;65-0426;145
Malachie;4;0;0;SKN;65-0427;82
Malachie;4;0;0;SKN;65-0429B;112
Malachie;4;0;0;SKN;65-0718E;126
Malachie;4;0;0;SKN;65-0718E;160
Malachie;4;0;0;SKN;65-0718M;147
Malachie;4;0;0;SKN;65-0718M;171
Malachie;4;0;0;SKN;65-0718M;178
Malachie;4;0;0;SKN;65-0725E;107
Malachie;4;0;0;SKN;65-0725M;130
Malachie;4;0;0;SKN;65-0725M;259
Malachie;4;0;0;SKN;65-0801E;129
Malachie;4;0;0;SKN;65-0801M;36
Malachie;4;0;0;SKN;65-0801M;104
Malachie;4;0;0;SKN;65-0801M;174
Malachie;4;0;0;SKN;65-0822E;157
Malachie;4;0;0;SKN;65-0822M;77
Malachie;4;0;0;SKN;65-0822M;154
Malachie;4;0;0;SKN;65-0822M;158
Malachie;4;0;0;SKN;65-0822M;159
Malachie;4;0;0;SKN;65-0829;51
Malachie;4;0;0;SKN;65-0911;126
Malachie;4;0;0;SKN;65-1125;154
Malachie;4;0;0;SKN;65-1125;180
Malachie;4;0;0;SKN;65-1125;236
Malachie;4;0;0;SKN;65-1126;311
Malachie;4;0;0;SKN;65-1127B;210
Malachie;4;0;0;SKN;65-1127B;220
Malachie;4;0;0;SKN;65-1127B;301
Malachie;4;0;0;SKN;65-1127B;322
Malachie;4;0;0;SKN;65-1127E;187
Malachie;4;0;0;SKN;65-1127E;201
Malachie;4;0;0;SKN;65-1127E;211
Malachie;4;0;0;SKN;65-1128M;264
Malachie;4;0;0;SKN;65-1204;132
Malachie;4;0;0;SKN;65-1204;141
Malachie;4;0;0;SKN;65-1206;54
Malachie;4;0;0;SKN;65-1206;211
Malachie;4;0;0;SKN;65-1206;213
Malachie;4;0;0;SKN;65-1206;215
Malachie;4;0;0;SKN;65-1207;38
Malachie;4;0;0;VGR;60-1204E;121
Malachie;4;0;0;VGR;60-1204E;238
Malachie;4;0;0;VGR;60-1211E;68
Malachie;4;0;0;VGR;61-0112;415
Malachie;4;0;0;VGR;61-0319;88
Malachie;4;0;0;VGR;61-0319;89
Malachie;4;0;0;VGR;61-0730M;151
Malachie;4;0;0;VGR;61-0806;146
Malachie;4;0;0;VGR;61-1112;183
Malachie;4;0;0;VGR;61-1112;241
Malachie;4;0;0;VGR;62-0318M;430
Malachie;4;0;0;VGR;62-0318M;439
Malachie;4;0;0;VGR;62-0422;508
Malachie;4;0;0;VGR;62-0422;517
Malachie;4;0;0;VGR;62-0513M;342
Malachie;4;0;0;VGR;62-0527;171
Malachie;4;0;0;VGR;62-0527;172
Malachie;4;0;0;VGR;62-1230E;292
Malachie;4;0;0;VGR;62-1230E;410
Malachie;4;0;0;VGR;62-1230M;240
Malachie;4;0;0;VGR;62-1230M;241
Malachie;4;0;0;VGR;63-0115;251
Malachie;4;0;0;VGR;63-0116;189
Malachie;4;0;0;VGR;63-0116;224
Malachie;4;0;0;VGR;63-0116;226
Malachie;4;0;0;VGR;63-0116;227
Malachie;4;0;0;VGR;63-0116;228
Malachie;4;0;0;VGR;63-0116;230
Malachie;4;0;0;VGR;63-0116;251
Malachie;4;0;0;VGR;63-0123;282
Malachie;4;0;0;VGR;63-0317E;43
Malachie;4;0;0;VGR;63-0317E;218
Malachie;4;0;0;VGR;63-0317M;212
Malachie;4;0;0;VGR;63-0318;206
Malachie;4;0;0;VGR;63-0318;209
Malachie;4;0;0;VGR;63-0318;210
Malachie;4;0;0;VGR;63-0318;214
Malachie;4;0;0;VGR;63-0319;183
Malachie;4;0;0;VGR;63-0320;162
Malachie;4;0;0;VGR;63-0320;177
Malachie;4;0;0;VGR;63-0320;242
Malachie;4;0;0;VGR;63-0321;126
Malachie;4;0;0;VGR;63-0321;275
Malachie;4;0;0;VGR;63-0321;351
Malachie;4;0;0;VGR;63-0321;378
Malachie;4;0;0;VGR;63-0322;320
Malachie;4;0;0;VGR;63-0322;321
Malachie;4;0;0;VGR;63-0322;323
Malachie;4;0;0;VGR;63-0322;325
Malachie;4;0;0;VGR;63-0324M;329
Malachie;4;0;0;VGR;63-0324M;330
Malachie;4;0;0;VGR;63-0630M;255
Malachie;4;0;0;VGR;63-0707;275
Malachie;4;0;0;VGR;63-0707M;275
Malachie;4;0;0;VGR;63-0728;330
Malachie;4;0;0;VGR;63-0728;574
Malachie;4;0;0;VGR;63-0728;577
Malachie;4;0;0;VGR;63-0818;104
Malachie;4;0;0;VGR;63-1124M;86
Malachie;4;0;0;VGR;63-1124M;146
Malachie;4;0;0;VGR;63-1124M;189
Malachie;4;0;0;VGR;63-1129;163
Malachie;4;0;0;VGR;63-1214;133
Malachie;4;0;0;VGR;63-1229E;140
Malachie;4;0;0;VGR;63-1229M;160
Malachie;4;0;0;VGR;64-0125;81
Malachie;4;0;0;VGR;64-0125;94
Malachie;4;0;0;VGR;64-0125;122
Malachie;4;0;0;VGR;64-0126;89
Malachie;4;0;0;VGR;64-0206E;89
Malachie;4;0;0;VGR;64-0208;187
Malachie;4;0;0;VGR;64-0212;108
Malachie;4;0;0;VGR;64-0212;126
Malachie;4;0;0;VGR;64-0212;138
Malachie;4;0;0;VGR;64-0308;108
Malachie;4;0;0;VGR;64-0313;124
Malachie;4;0;0;VGR;64-0313;141
Malachie;4;0;0;VGR;64-0313;143
Malachie;4;0;0;VGR;64-0313;149
Malachie;4;0;0;VGR;64-0313;162
Malachie;4;0;0;VGR;64-0313;182
Malachie;4;0;0;VGR;64-0320;124
Malachie;4;0;0;VGR;64-0321E;161
Malachie;4;0;0;VGR;64-0321E;207
Malachie;4;0;0;VGR;64-0321E;214
Malachie;4;0;0;VGR;64-0321E;216
Malachie;4;0;0;VGR;64-0402;156
Malachie;4;0;0;VGR;64-0403;205
Malachie;4;0;0;VGR;64-0404;210
Malachie;4;0;0;VGR;64-0404;212
Malachie;4;0;0;VGR;64-0405;113
Malachie;4;0;0;VGR;64-0409;189
Malachie;4;0;0;VGR;64-0416;190
Malachie;4;0;0;VGR;64-0419;29
Malachie;4;0;0;VGR;64-0419;63
Malachie;4;0;0;VGR;64-0419;76
Malachie;4;0;0;VGR;64-0419;78
Malachie;4;0;0;VGR;64-0427;232
Malachie;4;0;0;VGR;64-0427;237
Malachie;4;0;0;VGR;64-0614M;73
Malachie;4;0;0;VGR;64-0614M;302
Malachie;4;0;0;VGR;64-0614M;321
Malachie;4;0;0;VGR;64-0614M;322
Malachie;4;0;0;VGR;64-0614M;335
Malachie;4;0;0;VGR;64-0617;157
Malachie;4;0;0;VGR;64-0619;208
Malachie;4;0;0;VGR;64-0705;158
Malachie;4;0;0;VGR;64-0705;159
Malachie;4;0;0;VGR;64-0705;166
Malachie;4;0;0;VGR;64-0705;170
Malachie;4;0;0;VGR;64-0719M;60
Malachie;4;0;0;VGR;64-0719M;62
Malachie;4;0;0;VGR;64-0719M;83
Malachie;4;0;0;VGR;64-0719M;85
Malachie;4;0;0;VGR;64-0719M;107
Malachie;4;0;0;VGR;64-0719M;245
Malachie;4;0;0;VGR;64-0719M;278
Malachie;4;0;0;VGR;64-0719M;290
Malachie;4;0;0;VGR;64-0726M;78
Malachie;4;0;0;VGR;64-0726M;119
Malachie;4;0;0;VGR;64-0726M;120
Malachie;4;0;0;VGR;64-0726M;121
Malachie;4;0;0;VGR;64-0816;122
Malachie;4;0;0;VGR;64-0816;221
Malachie;4;0;0;VGR;64-0830E;76
Malachie;4;0;0;VGR;64-0830E;77
Malachie;4;0;0;VGR;64-0830E;153
Malachie;4;0;0;VGR;64-0830E;154
Malachie;4;0;0;VGR;64-0830E;156
Malachie;4;0;0;VGR;64-0830E;158
Malachie;4;0;0;VGR;65-0119;103
Malachie;4;0;0;VGR;65-0119;157
Malachie;4;0;0;VGR;65-0124;124
Malachie;4;0;0;VGR;65-0124;130
Malachie;4;0;0;VGR;65-0124;171
Malachie;4;0;0;VGR;65-0124;212
Malachie;4;0;0;VGR;65-0217;132
Malachie;4;0;0;VGR;65-0218;105
Malachie;4;0;0;VGR;65-0218;106
Malachie;4;0;0;VGR;65-0218;124
Malachie;4;0;0;VGR;65-0218;152
Malachie;4;0;0;VGR;65-0219;152
Malachie;4;0;0;VGR;65-0220;108
Malachie;4;0;0;VGR;65-0220;109
Malachie;4;0;0;VGR;65-0221E;158
Malachie;4;0;0;VGR;65-0221E;168
Malachie;4;0;0;VGR;65-0221M;49
Malachie;4;0;0;VGR;65-0418E;145
Malachie;4;0;0;VGR;65-0418M;93
Malachie;4;0;0;VGR;65-0418M;243
Malachie;4;0;0;VGR;65-0425;188
Malachie;4;0;0;VGR;65-0426;140
Malachie;4;0;0;VGR;65-0426;141
Malachie;4;0;0;VGR;65-0426;142
Malachie;4;0;0;VGR;65-0426;183
Malachie;4;0;0;VGR;65-0427;169
Malachie;4;0;0;VGR;65-0429B;125
Malachie;4;0;0;VGR;65-0718E;126
Malachie;4;0;0;VGR;65-0718E;160
Malachie;4;0;0;VGR;65-0718M;147
Malachie;4;0;0;VGR;65-0718M;171
Malachie;4;0;0;VGR;65-0718M;178
Malachie;4;0;0;VGR;65-0725E;107
Malachie;4;0;0;VGR;65-0725M;130
Malachie;4;0;0;VGR;65-0725M;259
Malachie;4;0;0;VGR;65-0801E;129
Malachie;4;0;0;VGR;65-0801M;36
Malachie;4;0;0;VGR;65-0801M;104
Malachie;4;0;0;VGR;65-0801M;174
Malachie;4;0;0;VGR;65-0822E;157
Malachie;4;0;0;VGR;65-0822M;77
Malachie;4;0;0;VGR;65-0822M;154
Malachie;4;0;0;VGR;65-0822M;158
Malachie;4;0;0;VGR;65-0822M;159
Malachie;4;0;0;VGR;65-0829;83
Malachie;4;0;0;VGR;65-0911;185
Malachie;4;0;0;VGR;65-1125;202
Malachie;4;0;0;VGR;65-1125;240
Malachie;4;0;0;VGR;65-1125;288
Malachie;4;0;0;VGR;65-1125;308
Malachie;4;0;0;VGR;65-1126;311
Malachie;4;0;0;VGR;65-1127B;210
Malachie;4;0;0;VGR;65-1127B;220
Malachie;4;0;0;VGR;65-1127B;301
Malachie;4;0;0;VGR;65-1127B;322
Malachie;4;0;0;VGR;65-1127E;187
Malachie;4;0;0;VGR;65-1127E;201
Malachie;4;0;0;VGR;65-1127E;211
Malachie;4;0;0;VGR;65-1128M;264
Malachie;4;0;0;VGR;65-1204;132
Malachie;4;0;0;VGR;65-1204;141
Malachie;4;0;0;VGR;65-1206;54
Malachie;4;0;0;VGR;65-1206;211
Malachie;4;0;0;VGR;65-1206;213
Malachie;4;0;0;VGR;65-1206;215
Malachie;4;0;0;VGR;65-1207;123
Malachie;4;5;5;SKN;61-0117;49
Malachie;4;5;5;SKN;63-0324M;369
Malachie;4;5;5;VGR;63-0324M;369
Marc;1;22;22;SKN;62-0318E;1
Marc;1;22;22;VGR;62-0318M;403
Marc;3;6;6;SKN;53-1129A;83
Marc;4;0;0;SKN;64-0427;25
Marc;4;0;0;SKN;64-0816;220
Marc;4;0;0;VGR;64-0427;76
Marc;4;0;0;VGR;64-0816;220
Marc;4;35;35;SKN;63-1103;42
Marc;4;35;35;VGR;63-1103;42
Marc;5;0;0;SKN;58-1004;71
Marc;5;0;0;SKN;64-0816;56
Marc;5;0;0;VGR;64-0816;56
Marc;5;19;19;SKN;55-0621;8
Marc;6;0;0;SKN;59-1120;14
Marc;6;0;0;SKN;64-0427;7
Marc;7;7;7;SKN;65-0718M;27
Marc;7;7;7;SKN;65-1127B;104
Marc;7;7;7;VGR;65-0718M;27
Marc;7;7;7;VGR;65-1127B;104
Marc;7;24;24;SKN;62-0520;8
Marc;8;0;0;SKN;56-0513;1
Marc;8;0;0;VGR;56-0513;51
Marc;8;16;16;SKN;56-0513;1
Marc;8;16;16;VGR;56-0513;51
Marc;9;7;7;SKN;64-0705;72
Marc;9;7;7;SKN;64-1205;53
Marc;9;7;7;VGR;64-0705;72
Marc;9;7;7;VGR;64-1205;106
Marc;10;0;0;SKN;57-0407M;5
Marc;10;0;0;VGR;57-0407M;14
Marc;11;0;0;SKN;53-0513;18
Marc;11;0;0;SKN;54-0720A;29
Marc;11;0;0;SKN;56-0614;6
Marc;11;0;0;SKN;56-1206;72
Marc;11;0;0;SKN;64-0411;40
Marc;11;0;0;SKN;64-0427;22
Marc;11;0;0;SKN;65-1127E;175
Marc;11;0;0;VGR;64-0411;110
Marc;11;0;0;VGR;64-0427;70
Marc;11;0;0;VGR;65-1127E;175
Marc;11;11;11;SKN;62-0128A;31
Marc;11;12;12;SKN;63-1110E;42
Marc;11;12;12;VGR;63-1110E;51
Marc;11;21;21;SKN;61-0108;345
Marc;11;21;21;SKN;61-0108;367
Marc;11;21;21;SKN;61-1210;250
Marc;11;21;21;VGR;61-0108;338
Marc;11;21;21;VGR;61-0108;359
Marc;11;22;22;SKN;60-1127M;7
Marc;11;22;22;SKN;60-1204E;158
Marc;11;22;22;SKN;61-0213;21
Marc;11;22;22;SKN;61-1210;104
Marc;11;22;22;SKN;62-0120;26
Marc;11;22;22;SKN;63-0120M;119
Marc;11;22;22;SKN;63-0304;54
Marc;11;22;22;SKN;63-0317M;419
Marc;11;22;22;SKN;63-0606;51
Marc;11;22;22;SKN;63-1128M;64
Marc;11;22;22;SKN;64-0206B;141
Marc;11;22;22;SKN;64-0402;183
Marc;11;22;22;SKN;64-0405;20
Marc;11;22;22;SKN;64-0412;64
Marc;11;22;22;SKN;64-0418B;34
Marc;11;22;22;SKN;64-0427;22
Marc;11;22;22;SKN;65-0117;32
Marc;11;22;22;SKN;65-0426;92
Marc;11;22;22;VGR;60-1204E;251
Marc;11;22;22;VGR;63-0120M;119
Marc;11;22;22;VGR;63-0304;125
Marc;11;22;22;VGR;63-0317M;419
Marc;11;22;22;VGR;64-0402;183
Marc;11;22;22;VGR;64-0405;60
Marc;11;22;22;VGR;64-0418B;95
Marc;11;22;22;VGR;64-0427;70
Marc;11;22;22;VGR;65-0426;116
Marc;11;23;23;SKN;59-1123;65
Marc;11;23;23;SKN;59-1123;93
Marc;11;23;23;SKN;60-0402;4
Marc;11;23;23;SKN;60-0417M;222
Marc;11;23;23;SKN;61-0219;7
Marc;11;23;23;SKN;63-0628E;20
Marc;11;23;23;SKN;63-0825E;153
Marc;11;23;23;SKN;64-0405;21
Marc;11;23;23;SKN;64-0500;65
Marc;11;23;23;SKN;65-1127E;128
Marc;11;23;23;VGR;60-0402;10
Marc;11;23;23;VGR;60-0417M;222
Marc;11;23;23;VGR;63-0825E;153
Marc;11;23;23;VGR;64-0405;61
Marc;11;23;23;VGR;65-1127E;128
Marc;11;24;24;SKN;50-0810;5
Marc;11;24;24;SKN;51-0720;47
Marc;11;24;24;SKN;52-0725;56
Marc;11;24;24;SKN;52-0900;190
Marc;11;24;24;SKN;52-1027;10
Marc;11;24;24;SKN;53-0216;7
Marc;11;24;24;SKN;53-0507;16
Marc;11;24;24;SKN;53-0513;18
Marc;11;24;24;SKN;53-0513;24
Marc;11;24;24;SKN;53-0611;93
Marc;11;24;24;SKN;53-0829;78
Marc;11;24;24;SKN;53-1111;65
Marc;11;24;24;SKN;54-0221;36
Marc;11;24;24;SKN;54-0228A;71
Marc;11;24;24;SKN;54-0303;25
Marc;11;24;24;SKN;54-0314;40
Marc;11;24;24;SKN;54-0809E;31
Marc;11;24;24;SKN;56-0414;59
Marc;11;24;24;SKN;56-0614;6
Marc;11;24;24;SKN;56-0722;7
Marc;11;24;24;SKN;56-0723;51
Marc;11;24;24;SKN;56-1209E;23
Marc;11;24;24;SKN;57-0126B;22
Marc;11;24;24;SKN;57-0326;94
Marc;11;24;24;SKN;57-1222;10
Marc;11;24;24;SKN;58-0202;13
Marc;11;24;24;SKN;58-0503;21
Marc;11;24;24;SKN;59-0813;15
Marc;11;24;24;SKN;60-0110;77
Marc;11;24;24;SKN;61-0117;19
Marc;11;24;24;SKN;61-0425B;84
Marc;11;24;24;SKN;62-0608;127
Marc;11;24;24;SKN;63-0412E;264
Marc;11;24;24;SKN;63-0714M;288
Marc;11;24;24;SKN;63-0801;66
Marc;11;24;24;VGR;52-0900;190
Marc;11;24;24;VGR;53-0216;12
Marc;11;24;24;VGR;56-0723;96
Marc;11;24;24;VGR;58-0202;15
Marc;11;24;24;VGR;61-0425B;84
Marc;11;24;24;VGR;63-0714M;199
Marc;12;0;0;SKN;63-0628E;26
Marc;13;27;27;SKN;64-0830M;207
Marc;13;27;27;VGR;64-0830M;260
Marc;13;27;27;VGR;64-0830M;261
Marc;14;0;0;SKN;65-1127E;169
Marc;14;0;0;VGR;65-1127E;169
Marc;14;62;62;SKN;57-1002;440
Marc;14;62;62;VGR;57-1002;440
Marc;16;0;0;SKN;50-0405;22
Marc;16;0;0;SKN;50-0409;1
Marc;16;0;0;SKN;50-0711;20
Marc;16;0;0;SKN;50-0716;86
Marc;16;0;0;SKN;50-0815;24
Marc;16;0;0;SKN;51-0727;18
Marc;16;0;0;SKN;52-0224;175
Marc;16;0;0;SKN;52-0224;177
Marc;16;0;0;SKN;52-0224;178
Marc;16;0;0;SKN;53-0513;18
Marc;16;0;0;SKN;53-0513;20
Marc;16;0;0;SKN;53-0513;23
Marc;16;0;0;SKN;53-0513;24
Marc;16;0;0;SKN;53-0513;43
Marc;16;0;0;SKN;53-0608E;37
Marc;16;0;0;SKN;53-0611;91
Marc;16;0;0;SKN;53-0611;92
Marc;16;0;0;SKN;53-0611;93
Marc;16;0;0;SKN;53-0612;10
Marc;16;0;0;SKN;53-0907A;76
Marc;16;0;0;SKN;53-0907A;79
Marc;16;0;0;SKN;53-1111;64
Marc;16;0;0;SKN;53-1115M;85
Marc;16;0;0;SKN;53-1120;10
Marc;16;0;0;SKN;53-1122;31
Marc;16;0;0;SKN;53-1129A;83
Marc;16;0;0;SKN;53-1130;7
Marc;16;0;0;SKN;54-0103M;33
Marc;16;0;0;SKN;54-0228E;25
Marc;16;0;0;SKN;54-0228E;29
Marc;16;0;0;SKN;54-0314;40
Marc;16;0;0;SKN;54-0403;24
Marc;16;0;0;SKN;54-1212;91
Marc;16;0;0;SKN;54-1219M;45
Marc;16;0;0;SKN;54-1219M;50
Marc;16;0;0;SKN;55-0116E;17
Marc;16;0;0;SKN;55-0220A;48
Marc;16;0;0;SKN;55-0221;49
Marc;16;0;0;SKN;55-0228;27
Marc;16;0;0;SKN;55-0611;16
Marc;16;0;0;SKN;55-0611;18
Marc;16;0;0;SKN;55-0611;73
Marc;16;0;0;SKN;55-0621;7
Marc;16;0;0;SKN;55-0626E;9
Marc;16;0;0;SKN;55-0806;58
Marc;16;0;0;SKN;55-1113;33
Marc;16;0;0;SKN;55-1113;34
Marc;16;0;0;SKN;55-1115;66
Marc;16;0;0;SKN;56-0414;57
Marc;16;0;0;SKN;56-0419;47
Marc;16;0;0;SKN;56-0426;24
Marc;16;0;0;SKN;56-0612;48
Marc;16;0;0;SKN;56-0614;6
Marc;16;0;0;SKN;56-1001;8
Marc;16;0;0;SKN;56-1002A;59
Marc;16;0;0;SKN;56-1206;72
Marc;16;0;0;SKN;57-0104;29
Marc;16;0;0;SKN;57-0114;52
Marc;16;0;0;SKN;57-0126B;8
Marc;16;0;0;SKN;57-0126B;13
Marc;16;0;0;SKN;57-0126B;22
Marc;16;0;0;SKN;57-0126B;23
Marc;16;0;0;SKN;57-0126B;26
Marc;16;0;0;SKN;57-0309E;54
Marc;16;0;0;SKN;57-0326;93
Marc;16;0;0;SKN;57-0804E;14
Marc;16;0;0;SKN;57-0825M;71
Marc;16;0;0;SKN;58-0130;11
Marc;16;0;0;SKN;58-0130;12
Marc;16;0;0;SKN;58-0130;15
Marc;16;0;0;SKN;58-0208;16
Marc;16;0;0;SKN;58-0316E;50
Marc;16;0;0;SKN;58-0316E;51
Marc;16;0;0;SKN;58-0330A;22
Marc;16;0;0;SKN;58-0330A;31
Marc;16;0;0;SKN;58-0330A;36
Marc;16;0;0;SKN;58-0330A;37
Marc;16;0;0;SKN;58-0330A;38
Marc;16;0;0;SKN;58-0330A;55
Marc;16;0;0;SKN;58-0501;10
Marc;16;0;0;SKN;58-0613;15
Marc;16;0;0;SKN;59-0329M;30
Marc;16;0;0;SKN;59-0411E;29
Marc;16;0;0;SKN;59-0422;76
Marc;16;0;0;SKN;59-0628E;92
Marc;16;0;0;SKN;59-0628M;81
Marc;16;0;0;SKN;59-1115;85
Marc;16;0;0;SKN;60-0308;105
Marc;16;0;0;SKN;60-0417M;34
Marc;16;0;0;SKN;60-0515M;53
Marc;16;0;0;SKN;60-0711;46
Marc;16;0;0;SKN;60-0720;52
Marc;16;0;0;SKN;60-0911E;92
Marc;16;0;0;SKN;60-0911E;117
Marc;16;0;0;SKN;60-0911M;87
Marc;16;0;0;SKN;60-1204E;158
Marc;16;0;0;SKN;60-1204M;150
Marc;16;0;0;SKN;60-1205;43
Marc;16;0;0;SKN;60-1208;21
Marc;16;0;0;SKN;60-1209;149
Marc;16;0;0;SKN;60-1210;44
Marc;16;0;0;SKN;60-1210;46
Marc;16;0;0;SKN;60-1218;373
Marc;16;0;0;SKN;60-1218;422
Marc;16;0;0;SKN;60-1218;469
Marc;16;0;0;SKN;61-0101;261
Marc;16;0;0;SKN;61-0108;345
Marc;16;0;0;SKN;61-0108;362
Marc;16;0;0;SKN;61-0117;26
Marc;16;0;0;SKN;61-0118;97
Marc;16;0;0;SKN;61-0119E;35
Marc;16;0;0;SKN;61-0219;35
Marc;16;0;0;SKN;61-0312;59
Marc;16;0;0;SKN;61-0315;186
Marc;16;0;0;SKN;61-0315;218
Marc;16;0;0;SKN;61-0402;191
Marc;16;0;0;SKN;61-0412;6
Marc;16;0;0;SKN;61-0424;7
Marc;16;0;0;SKN;61-0424;26
Marc;16;0;0;SKN;61-0425B;231
Marc;16;0;0;SKN;61-0515;21
Marc;16;0;0;SKN;61-1001M;173
Marc;16;0;0;SKN;61-1105;221
Marc;16;0;0;SKN;61-1224;167
Marc;16;0;0;SKN;62-0119;57
Marc;16;0;0;SKN;62-0120;45
Marc;16;0;0;SKN;62-0122;21
Marc;16;0;0;SKN;62-0122;28
Marc;16;0;0;SKN;62-0122;43
Marc;16;0;0;SKN;62-0128A;82
Marc;16;0;0;SKN;62-0129;9
Marc;16;0;0;SKN;62-0218;52
Marc;16;0;0;SKN;62-0218;164
Marc;16;0;0;SKN;62-0218;330
Marc;16;0;0;SKN;62-0407;66
Marc;16;0;0;SKN;62-0408;63
Marc;16;0;0;SKN;62-0518;107
Marc;16;0;0;SKN;62-0603;30
Marc;16;0;0;SKN;62-0607;89
Marc;16;0;0;SKN;62-0609E;48
Marc;16;0;0;SKN;62-0609E;49
Marc;16;0;0;SKN;62-0610M;87
Marc;16;0;0;SKN;62-0704;63
Marc;16;0;0;SKN;62-0714;93
Marc;16;0;0;SKN;62-1014E;104
Marc;16;0;0;SKN;62-1111E;64
Marc;16;0;0;SKN;62-1111E;66
Marc;16;0;0;SKN;62-1122;75
Marc;16;0;0;SKN;62-1231;11
