ref;traduction;code;paragraphe;statut;note;cadre
Jean 5:0;SKN;53-1120;27;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme;CONCEPT
Jean 5:19;SKN;53-1120;26;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14];CONCEPT
Marc 16:0;SKN;53-1120;10;VALIDE;chap->v.18: quelque chose cela imposeront mains ceux;CONCEPT
Jean 5:0;SKN;53-1213E;65;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme;CONCEPT
Jean 5:0;SKN;54-0307E;18;VALIDE;chap->v.19: jesus repondit verite verite dis fils rien lui;CONCEPT
Jean 5:19;SKN;54-0307E;25;EXACT;jesus dis rien lui meme quil chose pere [couverture 9/14];CONCEPT
Jean 5:0;SKN;54-0320;74;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme;CONCEPT
Jean 5:19;SKN;54-0320;74;EXACT;jesus verite dis fils rien lui meme quil [couverture 12/14];CONCEPT
Psaumes 103:3;SKN;54-0320;52;VALIDE;cest lui pardonne tes iniquites;CONCEPT
Jean 5:0;SKN;55-0227E;65;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme;CONCEPT
Jean 11:0;SKN;55-0227E;47;VALIDE;chap->v.25: jesus lui moi suis resurrection vie celui croit;CONCEPT
Jean 5:0;SKN;55-0228;65;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme;CONCEPT
Marc 16:0;SKN;55-0228;27;VALIDE;chap->v.6: lui cherchez jesus nest ici voici mis;CONCEPT
Jean 5:0;SKN;56-0405;34;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme;CONCEPT
Jean 5:19;SKN;56-0405;34;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14];CONCEPT
Jean 5:0;SKN;56-0612;7;VALIDE;chap->v.19: jesus dis fils rien lui meme chose quelque;LECTURE
Jean 5:7;SKN;56-0612;34;VALIDE;malade lui seigneur nai;CONCEPT
Marc 16:0;SKN;56-0612;48;VALIDE;chap->v.16: celui cru baptise sera sauve celui cru sera;CONCEPT
Psaumes 103:0;SKN;56-0612;21;VALIDE;chap->v.1: ame benis moi benisse saint nom;CONCEPT
Jean 5:0;SKN;57-0922M;11;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme;CONCEPT
Jean 5:1;SKN;50-0405;14;VALIDE;choses avait juifs jesus;CONCEPT
Jean 5:19;SKN;50-0405;13;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14];CONCEPT
Marc 16:0;SKN;50-0405;22;VALIDE;chap->v.16: celui aura cru aura sera celui naura cru;CONCEPT
Jean 5:7;SKN;59-0708M;23;VALIDE;lui nai lorsque pendant;CONCEPT
Jean 5:19;SKN;48-0304;31;EXACT;jesus repondit verite dis fils rien lui meme [couverture 7/14];CONCEPT
Jean 5:19;SKN;50-0815;28;EXACT;jesus verite dis fils rien lui meme chose [couverture 6/14];CONCEPT
Marc 16:0;SKN;50-0815;24;VALIDE;chap->v.17: ici signes accompagneront ceux auront cru nom chasseront;CONCEPT
Jean 5:19;SKN;51-0505;21;EXACT;jesus verite dis fils rien lui meme quil [couverture 10/14];CONCEPT
Jean 5:19;SKN;52-0720E;22;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14];CONCEPT
Matthieu 8:0;SKN;52-0720E;15;VALIDE;chap->v.17: fut accompli esaie disant lui meme pris nos;CONCEPT
Jean 5:19;SKN;52-0727;31;EXACT;jesus verite dis fils rien lui meme quil [couverture 6/14];CONCEPT
Jean 5:19;SKN;53-0508;61;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14];CONCEPT
Jean 5:19;SKN;53-0603;33;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14];CONCEPT
Jean 5:19;SKN;53-0605;26;EXACT;jesus verite dis fils rien lui meme quil [couverture 6/14];CONCEPT
Jean 5:19;SKN;53-0905;40;EXACT;jesus verite dis fils rien lui meme quil [couverture 10/14];CONCEPT
Jean 5:19;SKN;54-0306;90;EXACT;jesus verite dis fils lui meme quil chose [couverture 5/14];CONCEPT
Jean 5:19;SKN;54-0401;29;EXACT;jesus dis fils rien lui meme quil chose [couverture 5/14];CONCEPT
Jean 5:19;SKN;54-0411;5;EXACT;jesus dis fils rien lui meme quil voie [couverture 7/14];CONCEPT
Jean 5:19;SKN;54-0411;30;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14];CONCEPT
Jean 5:33;SKN;54-0411;28;EXACT;avez envoye jean rendu temoignage verite [couverture 6/7];CONCEPT
Jean 5:19;SKN;54-0720E;34;VALIDE;jesus verite dis fils rien lui meme quil;CONCEPT
Jean 5:19;SKN;54-0723;46;EXACT;jesus verite dis fils rien lui meme chose [couverture 5/14];CONCEPT
Jean 5:19;SKN;54-0825;20;VALIDE;jesus verite dis fils rien lui meme chose;CONCEPT
Jean 5:19;SKN;54-0829E;1;EXACT;jesus fils rien lui meme quil pere [couverture 7/14];CONCEPT
Jean 5:19;SKN;55-0116E;22;EXACT;jesus dis fils rien lui meme quil chose [couverture 7/14];CONCEPT
Jean 5:19;SKN;55-0116E;31;EXACT;jesus dis lui meme quil voie chose pere [couverture 8/14];CONCEPT
Marc 16:0;SKN;55-0116E;17;VALIDE;chap->v.6: lui jesus ressuscite nest ici;CONCEPT
Jean 5:19;SKN;55-0220A;51;EXACT;jesus verite dis fils rien lui meme quil [couverture 6/14];CONCEPT
Jean 5:24;SKN;55-0220A;28;VALIDE;dis celui parole croit envoye vie eternelle vient;CONCEPT
Marc 16:0;SKN;55-0220A;48;VALIDE;chap->v.6: lui jesus ressuscite nest ici voici mis;CONCEPT
Matthieu 3:0;SKN;55-0220A;11;VALIDE;chap->v.3: cest ici parle prophete disant seigneur;LECTURE
Jean 5:19;SKN;55-0604;33;EXACT;jesus verite dis fils rien lui meme quil [couverture 7/14];CONCEPT
Jean 5:19;SKN;55-0607;73;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14];CONCEPT
Jean 5:19;SKN;55-0611;81;EXACT;jesus verite dis fils rien lui meme voie [couverture 5/14];CONCEPT
Jeremie 1:4;SKN;55-0611;21;PARTIEL;commencé, pas achevé — moi disant;CONCEPT
Marc 16:0;SKN;55-0611;16;VALIDE;chap->v.17: ici accompagneront ceux auront cru nom chasseront demons;CONCEPT
Marc 16:0;SKN;55-0611;18;VALIDE;chap->v.6: lui jesus ressuscite ici mis;CONCEPT
Marc 16:0;SKN;55-0611;73;VALIDE;chap->v.16: baptise sera sauve sera;CONCEPT
Jean 5:19;SKN;55-0818;21;EXACT;jesus verite dis fils rien lui meme chose [couverture 5/14];CONCEPT
Jean 5:19;SKN;55-1114;9;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14];CONCEPT
Jean 5:19;SKN;55-1115;57;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14];CONCEPT
Marc 16:0;SKN;55-1115;66;VALIDE;chap->v.6: lui jesus ressuscite nest ici voici lieu lavait;CONCEPT
Jean 5:19;SKN;56-0401M;64;EXACT;jesus dis fils rien lui meme quil chose [couverture 6/14];CONCEPT
Jean 11:0;SKN;56-0401M;34;VALIDE;chap->v.25: jesus lui moi suis vie celui croit moi;CONCEPT
Jean 14:7;SKN;56-0401M;64;VALIDE;connu pere maintenant;CONCEPT
Jean 5:19;SKN;56-0407;55;EXACT;jesus fils rien lui meme quil chose pere [couverture 5/14];CONCEPT
Luc 18:42;SKN;56-0407;12;VALIDE;jesus lui recouvre vue foi gueri;LECTURE
Jean 5:19;SKN;56-0408E;50;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14];CONCEPT
Jean 5:19;SKN;56-0421;44;EXACT;jesus verite dis rien lui quil pere [couverture 5/14];CONCEPT
Jean 5:19;SKN;56-0422;44;EXACT;jesus verite dis rien lui quil pere [couverture 5/14];CONCEPT
Jean 5:19;SKN;56-0722;27;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14];CONCEPT
Marc 11:24;SKN;56-0722;7;VALIDE;cest priant croyez;CONCEPT
Matthieu 8:0;SKN;56-0722;6;VALIDE;chap->v.17: accompli esaie prophete lui meme pris nos nos;CONCEPT
Jean 5:19;SKN;56-0930E;49;EXACT;jesus dis fils rien lui meme quil chose [couverture 5/14];CONCEPT
Jean 14:0;SKN;56-0930E;17;VALIDE;chap->v.9: jesus lui suis depuis connu celui comment dis;CONCEPT
Jean 5:19;SKN;56-1206;84;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14];CONCEPT
Jean 5:19;SKN;56-1206;85;EXACT;jesus verite dis fils rien lui meme quil [couverture 10/14];CONCEPT
Marc 11:0;SKN;56-1206;72;VALIDE;chap->v.25: ferez avez chose contre lui;CONCEPT
Marc 16:0;SKN;56-1206;72;VALIDE;chap->v.12: apres choses autre forme deux dentre;CONCEPT
Jean 5:19;SKN;56-1215;30;VALIDE;jesus verite dis fils rien lui meme chose;CONCEPT
Jean 5:19;SKN;56-1215;75;EXACT;jesus dis fils rien lui meme chose pere [couverture 6/14];CONCEPT
Jean 5:24;SKN;56-1215;60;VALIDE;dis celui entend parole croit envoye vie eternelle;CONCEPT
Jean 5:19;SKN;57-0228;49;EXACT;jesus rien lui quil chose pere [couverture 6/14];CONCEPT
Matthieu 12:0;SKN;57-0228;16;VALIDE;chap->v.27: cest beelzebul moi chasse demons vos fils chassent;CONCEPT
Jean 5:19;SKN;57-0302;8;VALIDE;jesus dis rien lui quil chose pere quelque;LECTURE
Jean 11:0;SKN;57-0302;5;VALIDE;chap->v.2: cetait marie seigneur dun lui pieds laquelle lazare;LECTURE
Jean 5:19;SKN;57-0310E;59;EXACT;jesus repondit verite dis fils rien lui meme [couverture 7/14];CONCEPT
Jean 14:0;SKN;57-0310E;22;VALIDE;chap->v.10: crois moi pere pere moi moi moi meme;CONCEPT
Jean 5:19;SKN;57-0407E;9;EXACT;jesus dis rien lui meme quil chose pere [couverture 7/14];CONCEPT
Jean 5:19;SKN;57-0805;56;EXACT;jesus verite dis fils lui meme quil chose [couverture 8/14];CONCEPT
Jean 5:19;SKN;57-1215;8;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14];LECTURE
Jean 5:19;SKN;57-1229;29;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14];CONCEPT
Jean 5:19;SKN;58-0107;53;EXACT;jesus dis rien lui meme quil chose pere [couverture 6/14];CONCEPT
Jean 5:19;SKN;58-0110;42;EXACT;jesus dis fils rien lui meme quil chose [couverture 8/14];CONCEPT
Jean 5:19;SKN;58-0530;57;EXACT;jesus dis fils rien lui meme quil chose [couverture 7/14];CONCEPT
Jean 5:19;SKN;59-1127;49;EXACT;jesus dis fils rien lui meme chose pere [couverture 6/14];CONCEPT
Matthieu 10:0;SKN;59-1127;45;VALIDE;chap->v.40: celui recoit recoit celui recoit recoit celui envoye;CONCEPT
Jean 5:19;SKN;60-0210E;66;EXACT;jesus verite dis fils rien lui meme quil [couverture 11/14];CONCEPT
Jean 5:19;SKN;60-0302;61;EXACT;jesus verite dis fils rien meme quil chose [couverture 9/14];CONCEPT
Jean 5:19;SKN;60-0305;30;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14];CONCEPT
Jean 5:19;SKN;60-0305;37;EXACT;jesus dis fils rien lui meme quil chose [couverture 7/14];CONCEPT
Jean 5:19;SKN;60-0326;48;EXACT;jesus verite dis fils rien lui quil chose [couverture 6/14];CONCEPT
Job 23:3;SKN;60-0326;6;VALIDE;savais trouver assis;CONCEPT
Jean 5:19;SKN;60-0402;25;EXACT;jesus repondit verite dis fils rien lui meme [couverture 8/14];CONCEPT
Marc 11:23;SKN;60-0402;4;VALIDE;dis toi mer quil;CONCEPT
Jean 5:19;SKN;60-0722;76;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14];CONCEPT
Jean 5:19;SKN;61-0411;19;EXACT;jesus dis fils rien lui meme quil chose [couverture 6/14];CONCEPT
Jean 6:0;SKN;61-0411;18;VALIDE;chap->v.9: ici petit cinq deux quest cela tant monde;CONCEPT
Jean 5:19;SKN;61-0520;74;VALIDE;jesus verite dis fils rien lui meme quil;CONCEPT
Jean 5:19;SKN;62-0629;74;VALIDE;jesus dis fils lui meme quil chose pere;CONCEPT
Jean 14:12;SKN;62-0629;85;EXACT;verite dis celui croit moi fera lui fais [couverture 6/14];CONCEPT
Jean 5:19;SKN;62-0630B;26;EXACT;jesus dis rien lui meme chose pere quelque [couverture 7/14];CONCEPT
Jean 15:0;SKN;62-0630B;14;VALIDE;chap->v.5: moi suis cep sarments celui moi moi lui;CONCEPT
Jean 5:19;SKN;62-0713;69;EXACT;jesus verite fils rien lui meme quil chose [couverture 9/14];CONCEPT
Josue 1:0;SKN;62-0713;54;VALIDE;chap->v.14: vos vos enfants vos pays moise jourdain;CONCEPT
Jean 5:19;SKN;64-0213;33;EXACT;verite dis fils rien lui quil chose pere [couverture 9/14];CONCEPT
Jean 11:0;SKN;64-0213;81;VALIDE;chap->v.6: quil lazare etait jours etait;CONCEPT
Jean 5:19;VGR;55-0611;198;EXACT;jesus verite dis fils rien lui meme quil [couverture 11/14];CONCEPT
Jeremie 1:4;VGR;55-0611;51;PARTIEL;commencé, pas achevé — moi;CONCEPT
Marc 16:0;VGR;55-0611;38;VALIDE;chap->v.17: accompagneront ceux auront cru nom chasseront demons parleront;CONCEPT
Marc 16:0;VGR;55-0611;44;VALIDE;chap->v.6: lui jesus ressuscite nest ici mis;CONCEPT
Marc 16:0;VGR;55-0611;178;VALIDE;chap->v.11: quil etait quil avait;CONCEPT
Jean 5:19;VGR;56-0401M;148;EXACT;jesus dis fils rien lui meme quil chose [couverture 9/14];CONCEPT
Jean 11:0;VGR;56-0401M;72;VALIDE;chap->v.25: jesus lui moi suis celui croit moi quil;CONCEPT
Jean 14:7;VGR;56-0401M;146;PARTIEL;commencé, pas achevé — pere maintenant;CONCEPT
Jean 5:19;VGR;57-0407E;25;EXACT;jesus rien lui quil pere [couverture 5/14];CONCEPT
Jean 5:19;VGR;57-1229;83;EXACT;jesus verite dis fils rien lui quil chose [couverture 8/14];CONCEPT
Jean 5:19;VGR;60-0402;64;EXACT;jesus verite fils rien lui quil chose pere [couverture 9/14];CONCEPT
Marc 11:23;VGR;60-0402;10;VALIDE;dis mer cur quil;CONCEPT
Jean 5:19;VGR;64-0213;33;EXACT;verite dis fils rien lui quil chose pere [couverture 9/14];CONCEPT
Jean 11:0;VGR;64-0213;81;VALIDE;chap->v.17: quil etait depuis quatre jours sepulcre;CONCEPT
Jean 5:19;VGR;64-0315;306;EXACT;jesus fils rien lui meme quil chose pere [couverture 9/14];CONCEPT
Luc 24:49;VGR;64-0315;198;EXACT;voici promesse pere ville jusqua soyez revetus puissance [couverture 10/13];CONCEPT
Jean 5:24;SKN;54-0221;34;VALIDE;verite dis celui entend parole croit envoye vie;CONCEPT
Marc 11:24;SKN;54-0221;36;VALIDE;cest dis demanderez priant croyez sera;CONCEPT
Psaumes 103:3;SKN;54-0221;42;VALIDE;cest tes guerit;CONCEPT
Jean 5:24;SKN;54-0228A;37;VALIDE;dis celui parole croit envoye vie eternelle vient;CONCEPT
Marc 11:24;SKN;54-0228A;71;VALIDE;cest pourquoi dis demanderez priant croyez;CONCEPT
Jean 5:24;SKN;54-0329;10;EXACT;celui entend parole croit envoye vie eternelle vient [couverture 11/14];CONCEPT
Jean 6:0;SKN;54-0329;11;VALIDE;chap->v.54: celui mange chair boit sang vie eternelle ressusciterai;CONCEPT
Jean 5:24;SKN;54-1203;44;VALIDE;dis celui entend parole croit envoye vie eternelle;CONCEPT
Psaumes 23:0;SKN;54-1203;16;VALIDE;chap->v.4: meme vallee lombre mort moi;CONCEPT
Jean 5:24;SKN;55-0609;26;EXACT;verite dis celui envoye vie eternelle vient passe [couverture 6/14];CONCEPT
Jean 5:24;SKN;56-0101;70;EXACT;verite dis celui entend parole croit envoye vie [couverture 14/14];CONCEPT
Jean 5:24;SKN;56-0304;83;VALIDE;verite dis celui entend parole croit envoye vie;CONCEPT
Jean 5:24;SKN;56-0805;139;EXACT;celui parole croit envoye vie eternelle jugement passe [couverture 9/14];CONCEPT
Romains 8:1;SKN;56-0805;100;EXACT;maintenant aucune condamnation ceux christ jesus [couverture 6/6];CONCEPT
Jean 5:24;SKN;57-0420;34;EXACT;celui entend parole croit envoye vie eternelle jugement [couverture 10/14];CONCEPT
Matthieu 24:0;SKN;57-0420;34;VALIDE;chap->v.30: alors fils ciel alors terre fils;CONCEPT
Matthieu 27:0;SKN;57-0420;99;VALIDE;chap->v.63: disant seigneur pendant etait vie apres jours ressuscite;CONCEPT
Psaumes 22:0;SKN;57-0420;58;VALIDE;chap->v.1: dieu dieu pourquoi abandonne;CONCEPT
Jean 5:24;SKN;57-0818;158;EXACT;dis celui entend parole croit envoye vie eternelle [couverture 11/14];CONCEPT
Jean 5:24;SKN;59-1124;46;EXACT;verite dis celui entend parole croit envoye vie [couverture 6/14];CONCEPT
Jean 5:24;SKN;60-0612;65;EXACT;verite dis celui entend parole croit envoye vie [couverture 5/14];CONCEPT
Jean 5:24;SKN;61-0215;75;VALIDE;verite dis celui entend parole croit envoye vie;CONCEPT
Jean 5:24;SKN;61-0218;69;VALIDE;dis celui parole croit envoye vie eternelle vient;CONCEPT
Jeremie 8:22;SKN;61-0218;24;VALIDE;baume galaad medecin pourquoi fille peuple;CONCEPT
Jean 5:24;SKN;62-0313;14;VALIDE;dis celui entend parole croit envoye vie eternelle;CONCEPT
Jean 5:24;SKN;62-0719B;33;VALIDE;dis celui entend parole croit envoye vie eternelle;CONCEPT
Jean 5:24;SKN;64-0410;61;VALIDE;dis celui parole croit envoye vie eternelle vient;CONCEPT
Luc 17:0;SKN;64-0410;63;VALIDE;chap->v.26: jours ainsi sera jours fils lhomme;CONCEPT
Malachie 3:0;SKN;64-0410;4;VALIDE;chap->v.1: voici jenvoie messager devant moi seigneur;CONCEPT
Malachie 4:0;SKN;64-0410;4;VALIDE;chap->v.5: voici elie prophete grand jour;CONCEPT
Malachie 4:0;SKN;64-0410;63;VALIDE;chap->v.1: jour vient ceux jour vient;CONCEPT
Matthieu 12:0;SKN;64-0410;1;VALIDE;chap->v.42: reine midi levera jugement generation condamnera vint terre;LECTURE
Jean 5:24;SKN;64-0705X;3;VALIDE;dis celui entend parole croit envoye vie eternelle;CONCEPT
Jean 5:24;VGR;54-0329;10;EXACT;celui parole croit envoye vie eternelle vient jugement [couverture 10/14];CONCEPT
Jean 6:0;VGR;54-0329;11;VALIDE;chap->v.54: celui mange chair boit sang vie eternelle ressusciterai;CONCEPT
Jean 5:24;VGR;56-0101;93;EXACT;verite dis celui entend parole croit envoye vie [couverture 14/14];CONCEPT
Jean 5:24;VGR;56-0805;139;EXACT;celui parole croit envoye vie eternelle jugement passe [couverture 9/14];CONCEPT
Romains 8:1;VGR;56-0805;100;EXACT;maintenant aucune condamnation ceux christ jesus [couverture 6/6];CONCEPT
Jean 5:24;VGR;57-0420;34;EXACT;celui parole croit envoye vie eternelle vient jugement [couverture 10/14];CONCEPT
Matthieu 27:0;VGR;57-0420;99;VALIDE;chap->v.63: seigneur pendant quil etait vie apres jours ressuscite;CONCEPT
Psaumes 22:0;VGR;57-0420;58;VALIDE;chap->v.16: ont perce mes mains mes pieds;CONCEPT
Jean 5:24;VGR;57-0818;158;EXACT;dis celui entend parole croit envoye vie eternelle [couverture 12/14];CONCEPT
Jean 5:24;VGR;62-0313;39;EXACT;celui parole croit envoye vie eternelle vient jugement [couverture 10/14];CONCEPT
Jean 5:24;VGR;64-0705X;4;EXACT;dis celui entend parole croit envoye vie eternelle [couverture 5/14];CONCEPT
Jean 6:0;SKN;62-0121E;119;VALIDE;chap->v.26: jesus verite verite dis avez avez avez;CONCEPT
Jean 6:0;SKN;63-0605;280;VALIDE;chap->v.71: cetait lui lui etait;CONCEPT
Jean 14:12;SKN;63-0605;251;EXACT;dis celui croit moi fera lui fais grandes [couverture 6/14];CONCEPT
Jean 6:0;SKN;63-1114;139;VALIDE;chap->v.51: moi suis pain descendu ciel pain pain moi;CONCEPT
Malachie 3:0;SKN;63-1114;150;VALIDE;chap->v.1: voici messager devant moi;CONCEPT
Jean 6:0;VGR;62-0121E;282;VALIDE;chap->v.35: jesus suis vie celui vient jamais celui croit;CONCEPT
Jean 6:0;VGR;63-1114;139;VALIDE;chap->v.41: parce quil avait moi suis pain descendu ciel;CONCEPT
Malachie 3:0;VGR;63-1114;150;VALIDE;chap->v.1: voici jenvoie messager devant moi viendra;CONCEPT
Jean 6:30;SKN;59-0510M;92;VALIDE;lui quel quelle;CONCEPT
Jean 10:0;SKN;56-0129;3;VALIDE;chap->v.11: moi suis bon berger bon berger vie brebis;CONCEPT
Jean 11:0;SKN;53-1122;92;VALIDE;chap->v.2: cetait seigneur dun lui lazare malade etait;CONCEPT
Marc 16:0;SKN;53-1122;31;VALIDE;chap->v.18: auront quelque chose cela imposeront mains ceux;CONCEPT
Jean 11:0;SKN;55-0813;25;VALIDE;chap->v.25: jesus lui moi suis vie moi quil soit;CONCEPT
Jean 11:0;SKN;55-0826;10;VALIDE;chap->v.25: jesus lui moi vie croit moi soit mort;LECTURE
Jean 12:0;SKN;54-1003M;227;VALIDE;chap->v.36: pendant avez lumiere croyez lumiere afin soyez lumiere;CONCEPT
Romains 8:1;SKN;54-1003M;240;EXACT;maintenant aucune condamnation ceux jesus [couverture 5/6];CONCEPT
Jean 12:0;SKN;55-0828E;2;VALIDE;chap->v.48: celui rejette recoit mes paroles juge parole jai;CONCEPT
Jean 12:0;SKN;63-0118;92;VALIDE;chap->v.49: moi parle moi meme pere lui meme parler;CONCEPT
Jean 14:12;SKN;63-0118;92;EXACT;verite dis celui croit moi fera lui fais [couverture 8/14];CONCEPT
Jean 12:0;VGR;54-1003M;227;VALIDE;chap->v.36: pendant avez lumiere croyez lumiere afin soyez lumiere;CONCEPT
Romains 8:1;VGR;54-1003M;240;EXACT;maintenant aucune condamnation ceux jesus [couverture 5/6];CONCEPT
Jean 12:0;VGR;55-0828E;2;VALIDE;chap->v.20: quelques grecs dentre ceux etaient montes adorer pendant;CONCEPT
Jean 12:0;VGR;63-0118;288;VALIDE;chap->v.49: moi nai parle moi meme pere lui meme;CONCEPT
Jean 14:12;VGR;63-0118;288;EXACT;verite dis celui croit moi fera lui uvres [couverture 12/14];CONCEPT
Jean 13:35;SKN;60-0308;103;EXACT;ceci connaitront etes mes disciples avez [couverture 6/7];CONCEPT
Jean 14:7;SKN;60-0308;104;PARTIEL;commencé, pas achevé — pere maintenant;CONCEPT
Marc 16:0;SKN;60-0308;105;VALIDE;chap->v.16: celui baptise sera sauve celui sera condamne;CONCEPT
Psaumes 22:0;SKN;60-0308;72;VALIDE;chap->v.16: ont perce mes mains mes pieds;CONCEPT
Psaumes 23:0;SKN;60-0308;37;VALIDE;chap->v.5: moi mes oint;CONCEPT
Psaumes 105:0;SKN;60-0308;3;VALIDE;chap->v.15: disant touchez mes oints faites mal mes prophetes;LECTURE
Jean 13:35;VGR;60-0308;103;EXACT;ceci connaitront etes mes disciples avez lamour [couverture 7/7];CONCEPT
Jean 14:7;VGR;60-0308;104;PARTIEL;commencé, pas achevé — pere maintenant;CONCEPT
Marc 16:0;VGR;60-0308;105;VALIDE;chap->v.16: celui baptise sera sauve celui sera condamne;CONCEPT
Psaumes 22:0;VGR;60-0308;72;VALIDE;chap->v.16: ont perce mes mains mes pieds;CONCEPT
Psaumes 23:0;VGR;60-0308;37;VALIDE;chap->v.5: moi mes oint;CONCEPT
Psaumes 105:0;VGR;60-0308;3;VALIDE;chap->v.3: glorifiez saint nom cur ceux cherchent leternel rejouisse;LECTURE
Jean 14:0;SKN;50-0115;13;VALIDE;chap->v.10: crois moi suis pere pere moi moi moi;LECTURE
Jean 14:0;SKN;53-0907A;19;VALIDE;chap->v.10: crois moi suis pere pere moi paroles moi;CONCEPT
Jean 14:0;SKN;53-0907A;22;VALIDE;chap->v.12: verite verite dis celui moi fera lui moi;CONCEPT
Job 14:0;SKN;53-0907A;29;VALIDE;chap->v.12: ainsi lhomme jusqua quil cieux;CONCEPT
Marc 16:0;SKN;53-0907A;76;VALIDE;chap->v.18: quelque chose mortel cela mains;CONCEPT
Marc 16:0;SKN;53-0907A;79;VALIDE;chap->v.6: lui nest ici mis;CONCEPT
Matthieu 11:27;SKN;53-0907A;79;VALIDE;mont personne nest;CONCEPT
Jean 14:0;SKN;55-0501A;23;VALIDE;chap->v.10: crois moi suis pere pere moi moi dis;CONCEPT
Jean 14:0;SKN;57-0809;13;VALIDE;chap->v.10: moi pere pere moi moi dis dis moi;CONCEPT
Jean 14:0;SKN;58-0209A;22;VALIDE;chap->v.10: moi suis pere pere moi paroles moi dis;CONCEPT
Jean 14:0;SKN;58-1003;22;VALIDE;chap->v.12: verite verite dis celui moi fera lui moi;CONCEPT
Jean 14:0;SKN;61-1231E;135;VALIDE;chap->v.10: moi moi paroles moi moi meme demeure;CONCEPT
Jean 14:12;SKN;61-1231E;86;EXACT;dis croit moi fera fais parce [couverture 7/14];CONCEPT
Jean 15:0;SKN;61-1231E;135;VALIDE;chap->v.4: demeurez moi moi lui meme demeure meme;CONCEPT
Jean 15:7;SKN;61-1231E;125;EXACT;demeurez moi mes paroles demeurent sera [couverture 6/8];CONCEPT
Jean 15:7;SKN;61-1231E;135;EXACT;demeurez moi mes paroles demeurent sera [couverture 6/8];CONCEPT
Jean 14:0;VGR;55-0501A;41;VALIDE;chap->v.10: crois suis pere pere dis dis pere demeure;CONCEPT
Jean 14:0;VGR;58-1003;41;VALIDE;chap->v.10: moi suis moi moi dis dis moi meme;CONCEPT
Jean 14:7;SKN;57-0629;44;PARTIEL;commencé, pas achevé — maintenant;CONCEPT
Jean 14:7;SKN;59-1004E;29;PARTIEL;commencé, pas achevé — maintenant;CONCEPT
Jean 14:8;SKN;59-0920;8;VALIDE;lui seigneur montre pere cela;LECTURE
Psaumes 1:0;SKN;59-0920;8;VALIDE;chap->v.3: sera arbre plante pres rend fruit saison feuille;LECTURE
Psaumes 80:0;SKN;59-0920;8;VALIDE;chap->v.1: berger prete toi joseph troupeau toi assis cherubins;LECTURE
Psaumes 80:7;SKN;59-0920;8;VALIDE;dieu armees ramene fais face serons sauves;LECTURE
Jean 14:8;VGR;59-0920;167;VALIDE;lui seigneur cela;CONCEPT
Psaumes 1:0;VGR;59-0920;54;VALIDE;chap->v.3: sera arbre plante pres fruit saison feuille quil;CONCEPT
Psaumes 80:0;VGR;59-0920;26;VALIDE;chap->v.1: berger disrael prete loreille toi menes joseph troupeau;CONCEPT
Psaumes 80:7;VGR;59-0920;44;VALIDE;dieu fais luire;CONCEPT
Jean 14:12;SKN;59-0811;32;VALIDE;dis celui croit moi fera lui fais parce;CONCEPT
Jean 14:12;SKN;62-0119;64;EXACT;verite dis celui croit moi fera lui fais [couverture 8/14];CONCEPT
Marc 16:0;SKN;62-0119;57;VALIDE;chap->v.16: celui cru baptise sera celui cru sera;CONCEPT
Jean 14:12;SKN;62-0622E;72;EXACT;verite celui croit moi fera lui fais vais [couverture 5/14];CONCEPT
Jean 14:12;SKN;63-0630E;229;EXACT;dis croit moi fera lui fais [couverture 8/14];CONCEPT
Marc 16:0;SKN;63-0630E;229;VALIDE;chap->v.16: cru sera cru sera condamne;CONCEPT
Matthieu 22:0;SKN;63-0630E;33;VALIDE;chap->v.7: roi irrite envoye troupes meurtriers brula ville;CONCEPT
Matthieu 22:0;SKN;63-0630E;34;VALIDE;chap->v.7: roi envoye troupes meurtriers brula ville;CONCEPT
Jean 14:12;SKN;63-0717;141;EXACT;verite dis celui croit moi fera lui fais [couverture 11/14];CONCEPT
Jean 14:12;SKN;64-0209;61;EXACT;celui croit moi fera lui fais [couverture 8/14];CONCEPT
