ref;traduction;code;paragraphe;statut;note
Jean 16:0;SKN;52-0810E;15;VALIDE;chap->v.27: pere lui meme aime parce aime avez moi
Jean 17:0;SKN;52-0810E;66;VALIDE;chap->v.11: suis monde monde moi viens pere saint nom
Matthieu 8:0;SKN;52-0810E;3;VALIDE;chap->v.9: moi suis homme moi dis lun autre viens
Hebreux 13:8;SKN;53-0215;7;VALIDE;jesus meme hier eternellement
Jean 5:19;SKN;53-0215;9;EXACT;jesus repondit verite dis fils rien lui meme [couverture 7/14]
Hebreux 13:8;SKN;53-1106;52;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:0;SKN;53-1106;49;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
Jean 5:19;SKN;53-1106;50;EXACT;jesus verite dis fils rien lui meme quil [couverture 6/14]
Hebreux 13:8;SKN;54-0217;56;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Hebreux 13:8;SKN;54-0314;36;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:0;SKN;54-0314;45;VALIDE;chap->v.4: ange descendait agitait leau premier entrait apres leau
Jean 5:19;SKN;54-0314;50;EXACT;jesus verite dis fils rien lui meme quil [couverture 7/14]
Jean 5:24;SKN;54-0314;20;EXACT;verite dis celui parole croit envoye vie eternelle [couverture 8/14]
Jeremie 1:4;SKN;54-0314;19;PARTIEL;commencé, pas achevé — parole moi
Marc 11:24;SKN;54-0314;40;VALIDE;cest pourquoi demanderez priant croyez sera
Marc 16:0;SKN;54-0314;40;VALIDE;chap->v.12: apres choses autre forme deux dentre etaient
Hebreux 13:8;SKN;54-0331;42;VALIDE;jesus meme hier eternellement
Jean 5:19;SKN;54-0331;12;EXACT;jesus verite dis fils rien lui meme chose [couverture 5/14]
Hebreux 13:8;SKN;54-0809E;33;VALIDE;jesus meme hier eternellement
Jean 5:19;SKN;54-0809E;14;EXACT;jesus verite dis fils rien lui meme chose [couverture 6/14]
Jean 5:19;SKN;54-0809E;33;EXACT;jesus verite dis fils rien lui meme voie [couverture 6/14]
Marc 11:24;SKN;54-0809E;31;VALIDE;dis demanderez croyez recevez sera
Hebreux 13:8;SKN;54-0824;6;VALIDE;jesus meme hier aujourdhui eternellement
Jean 5:19;SKN;54-0824;25;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14]
Hebreux 13:8;SKN;55-0113;39;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:19;SKN;55-0113;36;EXACT;jesus verite dis lui meme quil chose pere [couverture 8/14]
Jean 14:12;SKN;55-0113;4;VALIDE;verite dis celui croit moi fera uvres fais
Jean 14:12;SKN;55-0113;39;EXACT;verite dis moi fera lui uvres fais grandes [couverture 7/14]
Jean 15:0;SKN;55-0113;25;VALIDE;chap->v.5: moi suis cep sarments celui moi moi lui
Matthieu 19:18;SKN;55-0113;48;PARTIEL;commencé, pas achevé — lui jesus
Matthieu 28:18;SKN;55-0113;48;VALIDE;jesus disant ciel terre
Hebreux 13:8;SKN;56-0426;18;VALIDE;jesus christ meme hier aujourdhui eternellement
Hebreux 13:8;SKN;56-0426;31;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:19;SKN;56-0426;45;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14]
Marc 16:0;SKN;56-0426;24;VALIDE;chap->v.6: lui jesus crucifie ressuscite nest ici voici mis
Hebreux 13:8;SKN;56-0615;53;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:19;SKN;56-0615;50;EXACT;jesus verite dis fils rien lui meme quil [couverture 6/14]
Jean 5:19;SKN;56-0615;52;EXACT;jesus verite dis fils rien lui meme quil [couverture 11/14]
Matthieu 27:0;SKN;56-0615;16;VALIDE;chap->v.57: soir venu arriva homme riche nom etait joseph
Hebreux 13:8;SKN;56-1001;17;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 1:0;SKN;56-1001;23;VALIDE;chap->v.43: jesus jesus simon fils jonas seras appele pierre
Jean 5:0;SKN;56-1001;39;VALIDE;chap->v.3: etaient couches boiteux gens avaient membres mouvement leau
Jean 5:19;SKN;56-1001;43;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14]
Marc 16:0;SKN;56-1001;8;VALIDE;chap->v.16: aura cru aura sauve cru condamne
Hebreux 13:8;SKN;57-0104;26;VALIDE;jesus christ meme hier aujourdhui eternellement
Hebreux 13:8;SKN;57-0104;63;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 3:0;SKN;57-0104;24;VALIDE;chap->v.18: celui croit lui nest celui croit deja parce
Jean 5:0;SKN;57-0104;55;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
Jean 5:19;SKN;57-0104;56;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14]
Jean 6:0;SKN;57-0104;48;VALIDE;chap->v.26: jesus verite verite dis parce avez parce avez
Jean 19:0;SKN;57-0104;56;VALIDE;chap->v.28: apres cela jesus etaient deja lecriture fut jai
Marc 16:0;SKN;57-0104;29;VALIDE;chap->v.16: celui aura cru aura sera celui cru sera
Psaumes 103:3;SKN;57-0104;51;VALIDE;cest lui tes guerit infirmites
Hebreux 13:8;SKN;57-0105;84;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Jean 5:19;SKN;57-0105;88;EXACT;jesus verite dis fils rien lui meme quil [couverture 10/14]
Jean 14:0;SKN;57-0105;37;VALIDE;chap->v.10: suis pere pere dis dis meme pere
Psaumes 103:3;SKN;57-0105;13;VALIDE;cest tes guerit
Hebreux 13:8;SKN;57-0106;55;VALIDE;jesus meme hier aujourdhui eternellement
Jean 5:19;SKN;57-0106;55;EXACT;jesus verite dis fils rien lui meme quil [couverture 6/14]
Hebreux 13:8;SKN;57-0226;13;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 1:0;SKN;57-0226;32;VALIDE;chap->v.47: nathanael lui venir quelque chose bon nazareth philippe
Jean 4:0;SKN;57-0226;42;VALIDE;chap->v.9: femme samaritaine lui toi juif boire moi suis
Jean 5:19;SKN;57-0226;31;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14]
Jean 14:12;SKN;57-0226;21;VALIDE;dis celui croit moi fera lui fais parce
Hebreux 13:8;SKN;57-0323;60;VALIDE;christ meme hier aujourdhui eternellement
Jean 5:19;SKN;57-0323;63;EXACT;jesus dis rien lui meme quil chose pere [couverture 6/14]
Jean 14:0;SKN;57-0323;11;VALIDE;chap->v.9: lui suis longtemps mas connu philippe pere dis
Jean 14:8;SKN;57-0323;11;VALIDE;philippe lui seigneur montre pere cela suffit
Luc 24:49;SKN;57-0323;38;VALIDE;voici moi promesse ville jusqua soyez revetus puissance
Hebreux 13:8;SKN;57-0421E;11;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Jean 4:0;SKN;57-0421E;103;VALIDE;chap->v.9: femme samaritaine lui juif moi femme samaritaine
Jean 5:19;SKN;57-0421E;30;EXACT;jesus verite dis fils rien lui meme quil [couverture 11/14]
Hebreux 13:8;SKN;57-0517;38;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 14:7;SKN;57-0517;38;VALIDE;connu pere maintenant
Matthieu 12:42;SKN;57-0517;12;EXACT;reine midi levera jugement generation condamnera vint terre [couverture 13/14]
Hebreux 13:8;SKN;57-0610;47;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Jean 4:0;SKN;57-0610;71;VALIDE;chap->v.25: femme sais christ sera venu fera choses
Jean 5:0;SKN;57-0610;37;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
Jean 5:19;SKN;57-0610;59;EXACT;jesus verite dis fils rien lui meme quil [couverture 7/14]
Jean 14:7;SKN;57-0610;26;PARTIEL;commencé, pas achevé — maintenant
Hebreux 13:8;SKN;57-0613E;51;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:19;SKN;57-0613E;47;EXACT;jesus repondit dis fils rien lui meme quil [couverture 6/14]
Jean 14:0;SKN;57-0613E;50;VALIDE;chap->v.10: crois moi suis pere pere moi moi dis
Psaumes 63:0;SKN;57-0613E;8;VALIDE;chap->v.1: dieu dieu cherche jour ame soif toi chair
Hebreux 13:8;SKN;57-0614;44;EXACT;jesus christ meme hier eternellement [couverture 5/6]
Jean 5:19;SKN;57-0614;44;EXACT;jesus verite dis fils rien lui meme chose [couverture 8/14]
Jean 5:24;SKN;57-0614;34;EXACT;celui entend parole vie eternelle jugement passe mort [couverture 5/14]
Hebreux 13:8;SKN;57-1211;13;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:0;SKN;57-1211;51;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
Jean 14:0;SKN;57-1211;25;VALIDE;chap->v.10: moi suis pere pere moi moi dis dis
Matthieu 24:0;SKN;57-1211;32;VALIDE;chap->v.21: alors grande telle quil depuis monde jusqua maintenant
Matthieu 24:0;SKN;57-1211;33;VALIDE;chap->v.21: alors telle quil depuis commencement monde maintenant quil
Hebreux 13:8;SKN;57-1212;47;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:19;SKN;57-1212;43;EXACT;jesus verite dis fils rien lui quil chose [couverture 7/14]
Jean 5:19;SKN;57-1212;44;EXACT;jesus verite dis fils rien lui meme quil [couverture 7/14]
Jean 5:24;SKN;57-1212;43;VALIDE;verite dis parole vie passe
Hebreux 13:8;SKN;57-1213;24;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Jean 4:0;SKN;57-1213;71;VALIDE;chap->v.25: femme lui sais appele vient sera venu fera
Jean 4:0;SKN;57-1213;72;VALIDE;chap->v.25: femme lui sais appele vient sera venu fera
Jean 4:0;SKN;57-1213;80;VALIDE;chap->v.25: femme lui sais messie appele vient sera venu
Jean 5:19;SKN;57-1213;13;EXACT;jesus dis fils rien lui meme quil chose [couverture 6/14]
Jean 5:19;SKN;57-1213;72;EXACT;jesus verite dis rien lui meme quil chose [couverture 8/14]
Jean 17:0;SKN;57-1213;5;VALIDE;chap->v.3: cest ici vie seul vrai dieu jesus
Psaumes 103:3;SKN;57-1213;64;VALIDE;cest pardonne tes guerit infirmites
Hebreux 13:8;SKN;58-0105;37;VALIDE;jesus meme hier aujourdhui eternellement
Jean 5:19;SKN;58-0105;37;VALIDE;jesus dis rien lui meme quil voie chose
Jean 14:8;SKN;58-0105;37;VALIDE;philippe lui seigneur montre pere cela
Hebreux 13:8;SKN;58-0208;69;VALIDE;jesus meme hier aujourdhui eternellement
Jean 5:19;SKN;58-0208;57;EXACT;jesus dis fils rien lui quil chose pere [couverture 9/14]
Marc 16:0;SKN;58-0208;16;VALIDE;chap->v.6: lui jesus ressuscite nest ici lieu mis
Hebreux 13:8;SKN;58-0225;12;VALIDE;jesus christ meme hier eternellement
Jean 4:0;SKN;58-0225;3;VALIDE;chap->v.9: femme lui toi juif moi suis femme juifs
Jean 5:0;SKN;58-0225;16;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
Jean 5:19;SKN;58-0225;1;EXACT;jesus verite dis fils rien lui chose pere [couverture 10/14]
Psaumes 32:0;SKN;58-0225;1;VALIDE;chap->v.8: conseillerai ayant toi
Hebreux 13:8;SKN;58-0512;56;VALIDE;jesus christ meme hier aujourdhui eternellement
Psaumes 63:0;SKN;58-0512;5;VALIDE;chap->v.1: dieu dieu cherche ame soif toi apres toi
Hebreux 13:8;SKN;58-0524;59;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 4:0;SKN;58-0524;64;VALIDE;chap->v.9: femme samaritaine lui toi juif boire moi suis
Jean 4:0;SKN;58-0524;65;VALIDE;chap->v.10: jesus lui connaissais don dieu celui donne moi
Jean 5:19;SKN;58-0524;59;EXACT;jesus dis fils rien lui meme quil chose [couverture 7/14]
Jean 11:0;SKN;58-0524;45;VALIDE;chap->v.25: jesus lui moi suis resurrection vie moi quil
Jean 14:8;SKN;58-0524;60;VALIDE;lui seigneur pere cela
Psaumes 103:3;SKN;58-0524;16;VALIDE;cest lui tes guerit
Hebreux 13:8;SKN;58-0619E;10;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 1:0;SKN;58-0619E;25;VALIDE;chap->v.41: andre frere simon pierre etait entendu parler lui
Jean 4:0;SKN;58-0619E;34;VALIDE;chap->v.9: femme samaritaine lui comment toi juif boire moi
Jean 4:0;SKN;58-0619E;59;VALIDE;chap->v.9: femme lui comment toi moi suis femme nont
Jean 5:19;SKN;58-0619E;39;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14]
Jean 5:19;SKN;58-0619E;40;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14]
Jean 6:0;SKN;58-0619E;36;VALIDE;chap->v.35: jesus moi suis vie celui moi jamais celui
Jean 12:0;SKN;58-0619E;23;VALIDE;chap->v.22: philippe vient andre puis andre vient philippe disent
Jean 12:20;SKN;58-0619E;10;VALIDE;avait quelques grecs ceux etaient montes adorer pendant
Hebreux 13:8;SKN;58-0625;71;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 4:0;SKN;58-0625;77;VALIDE;chap->v.9: femme samaritaine lui comment toi juif boire moi
Matthieu 3:0;SKN;58-0625;27;VALIDE;chap->v.3: cest ici celui prophete disant celui preparez seigneur
Hebreux 13:8;SKN;59-0404;13;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 4:0;SKN;59-0404;36;VALIDE;chap->v.10: jesus repondit lui connaissais don dieu celui donne
Jean 5:19;SKN;59-0404;16;VALIDE;jesus verite dis fils rien lui meme quil
Jean 14:12;SKN;59-0404;8;EXACT;verite dis celui croit moi fera fais parce [couverture 7/14]
Hebreux 13:8;SKN;59-0614;36;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 1:0;SKN;59-0614;37;VALIDE;chap->v.30: cest moi apres moi homme avant moi etait
Jean 5:0;SKN;59-0614;44;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
Jean 5:19;SKN;59-0614;45;EXACT;jesus verite dis fils rien lui meme quil [couverture 11/14]
Jeremie 8:22;SKN;59-0614;8;VALIDE;baume galaad medecin pourquoi fille peuple
Hebreux 13:8;SKN;60-0313;62;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Jean 5:19;SKN;60-0313;62;EXACT;jesus dis fils rien lui meme quil pere [couverture 8/14]
Jean 14:0;SKN;60-0313;24;VALIDE;chap->v.10: crois moi pere pere moi moi dis dis
Hebreux 13:8;SKN;60-0401E;61;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Jean 4:0;SKN;60-0401E;72;VALIDE;chap->v.10: jesus lui don dieu celui moi lui demande
Jean 5:19;SKN;60-0401E;61;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14]
Jean 14:0;SKN;60-0401E;54;VALIDE;chap->v.10: moi suis pere pere moi moi dis dis
Hebreux 13:8;SKN;60-0708;16;VALIDE;jesus meme hier aujourdhui eternellement
Jean 1:0;SKN;60-0708;36;VALIDE;chap->v.30: cest celui moi apres moi homme prend avant
Jean 4:0;SKN;60-0708;38;VALIDE;chap->v.50: jesus lui fils vit lhomme parole jesus lui
Jean 5:19;SKN;60-0708;86;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14]
Hebreux 13:8;SKN;60-0711;46;VALIDE;jesus christ meme hier
Jean 14:7;SKN;60-0711;46;PARTIEL;commencé, pas achevé — connu maintenant
Marc 16:0;SKN;60-0711;46;VALIDE;chap->v.17: accompagneront ceux auront cru nom chasseront demons parleront
Hebreux 13:8;SKN;60-0720;9;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:19;SKN;60-0720;56;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14]
Marc 16:0;SKN;60-0720;52;VALIDE;chap->v.6: lui jesus crucifie ressuscite nest ici voici lavait
Hebreux 13:8;SKN;60-0729;10;VALIDE;jesus christ meme hier eternellement
Jean 5:24;SKN;60-0729;26;VALIDE;celui parole croit envoye vie eternelle vient jugement
Jean 14:7;SKN;60-0729;20;VALIDE;pere maintenant connaissez
Psaumes 103:3;SKN;60-0729;86;VALIDE;lui tes guerit
Hebreux 13:8;SKN;61-0119E;134;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Jean 5:19;SKN;61-0119E;138;EXACT;jesus verite dis fils rien lui meme quil [couverture 10/14]
Malachie 3:0;SKN;61-0119E;67;VALIDE;chap->v.18: alors ferez juste mechant celui celui
Malachie 4:0;SKN;61-0119E;67;VALIDE;chap->v.1: voici jour vient jour vient brulera
Marc 16:0;SKN;61-0119E;35;VALIDE;chap->v.16: celui cru sera celui cru sera
Matthieu 12:42;SKN;61-0119E;30;EXACT;reine midi levera jugement generation condamnera terre entendre [couverture 6/14]
Hebreux 13:8;SKN;61-0123;17;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 14:12;SKN;61-0123;17;VALIDE;moi fera lui fais parce vais
Matthieu 14:27;SKN;61-0123;18;VALIDE;jesus aussitot bon cest moi nayez peur
Hebreux 13:8;SKN;61-0219;20;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 4:0;SKN;61-0219;85;VALIDE;chap->v.50: jesus lui fils parole jesus lui avait dite
Jean 5:0;SKN;61-0219;86;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
Jean 5:19;SKN;61-0219;86;EXACT;jesus verite dis fils rien lui meme quil [couverture 6/14]
Jean 5:24;SKN;61-0219;76;VALIDE;dis celui parole croit envoye vie eternelle vient
Marc 11:23;SKN;61-0219;7;VALIDE;dis montagne ote quil
Marc 16:0;SKN;61-0219;35;VALIDE;chap->v.17: ici signes accompagneront ceux auront cru demons langues
Hebreux 13:8;SKN;62-0611;51;VALIDE;jesus christ meme hier eternellement
Jean 5:24;SKN;62-0611;19;VALIDE;dis celui parole croit envoye vie eternelle jugement
Jean 14:12;SKN;62-0611;51;EXACT;dis celui croit moi fera fais celles [couverture 5/14]
Matthieu 6:0;SKN;62-0611;70;VALIDE;chap->v.6: toi prie pere demeure pere
Hebreux 13:8;SKN;62-0701;145;VALIDE;jesus christ meme
Jean 14:12;SKN;62-0701;120;EXACT;celui croit moi fera lui fais [couverture 8/14]
Josue 1:0;SKN;62-0701;32;VALIDE;chap->v.3: lieu foulera plante pied lai donne jai
Malachie 4:0;SKN;62-0701;81;VALIDE;chap->v.6: retourner peres peres pays
Matthieu 28:0;SKN;62-0701;116;VALIDE;chap->v.15: ayant parole sest parmi jusqua aujourdhui
Matthieu 28:0;SKN;62-0701;121;VALIDE;chap->v.15: eux ayant pris parole jusqua
Hebreux 13:8;SKN;62-0720;88;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:24;SKN;62-0720;81;VALIDE;dis celui entend parole croit envoye vie eternelle
Hebreux 13:8;SKN;62-0726;94;VALIDE;jesus meme hier aujourdhui eternellement
Jean 5:24;SKN;62-0726;85;VALIDE;dis celui entend parole croit envoye vie eternelle
Hebreux 13:8;SKN;62-1209;55;VALIDE;jesus christ meme hier eternellement
Jean 3:16;SKN;62-1209;43;EXACT;dieu tant aime monde donne fils unique afin [couverture 12/14]
Hebreux 13:8;SKN;63-0114;155;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Hebreux 13:8;SKN;63-0114;165;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Jean 5:24;SKN;63-0114;213;EXACT;celui parole croit envoye vie eternelle jugement passe [couverture 9/14]
Jean 14:13;SKN;63-0114;139;PARTIEL;commencé, pas achevé — soit fils
Joel 2:28;SKN;63-0114;219;EXACT;arrivera cela repandrai esprit chair vos fils filles [couverture 11/14]
Luc 24:49;SKN;63-0114;215;EXACT;voici promesse pere ville jusqua soyez revetus puissance [couverture 8/13]
Marc 16:0;SKN;63-0114;158;VALIDE;chap->v.11: ceux quil etait quil avait
Marc 16:0;SKN;63-0114;222;VALIDE;chap->v.17: ici accompagneront ceux auront cru nom chasseront demons
Matthieu 24:35;SKN;63-0114;76;PARTIEL;commencé, pas achevé — terre passeront
Hebreux 13:8;SKN;63-0117;160;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Hebreux 13:8;SKN;63-0117;191;VALIDE;meme hier aujourdhui eternellement
Hebreux 13:8;SKN;63-0117;200;VALIDE;meme hier aujourdhui eternellement
Jean 14:12;SKN;63-0117;207;EXACT;dis celui croit moi fera fais [couverture 7/14]
Hebreux 13:8;SKN;63-0121;42;VALIDE;jesus christ meme hier eternellement
Luc 19:0;SKN;63-0121;21;VALIDE;chap->v.3: cherchait voir jesus quel etait pouvait cause foule
Hebreux 13:8;SKN;63-0428;41;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Jean 3:14;SKN;63-0428;155;EXACT;moise eleva serpent desert ainsi faut fils lhomme [couverture 10/10]
Jean 6:0;SKN;63-0428;244;VALIDE;chap->v.35: jesus moi suis pain vie celui moi celui
Jean 14:12;SKN;63-0428;156;EXACT;dis croit moi lui fais [couverture 6/14]
Jean 16:0;SKN;63-0428;244;VALIDE;chap->v.15: qua moi quil quil
Romains 4:0;SKN;63-0428;100;VALIDE;chap->v.23: lui seul quil cela lui
Hebreux 13:8;SKN;63-1110E;42;VALIDE;jesus christ meme hier eternellement
Jean 4:4;SKN;63-1110E;42;PARTIEL;commencé, pas achevé — fallait traverse
Jean 14:12;SKN;63-1110E;42;VALIDE;verite dis celui croit moi fera lui fais
Marc 11:12;SKN;63-1110E;42;VALIDE;lendemain bethanie eut faim
Matthieu 24:0;SKN;63-1110E;42;VALIDE;chap->v.2: lui voyez choses verite dis sera laisse ici
Matthieu 28:20;SKN;63-1110E;42;VALIDE;garder choses voici moi suis jours
Hebreux 13:8;SKN;64-0212;104;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Jean 4:0;SKN;64-0212;149;VALIDE;chap->v.10: jesus lui connaissais dieu lui
Jean 14:12;SKN;64-0212;105;EXACT;verite dis celui croit moi fera fais [couverture 10/14]
Joel 2:28;SKN;64-0212;106;VALIDE;arrivera cela fils
Luc 17:0;SKN;64-0212;108;VALIDE;chap->v.15: lun eux quil etait dieu
Luc 17:0;SKN;64-0212;137;VALIDE;chap->v.30: sera meme fils lhomme sera
Luc 17:26;SKN;64-0212;108;EXACT;arriva noe ainsi fils lhomme [couverture 5/8]
Luc 24:0;SKN;64-0212;5;VALIDE;chap->v.13: voici deux dentre eux etaient meme jour chemin
Malachie 3:0;SKN;64-0212;108;VALIDE;chap->v.16: alors leternel ont lun lautre leternel livre
Malachie 3:0;SKN;64-0212;138;VALIDE;chap->v.14: cest dieu quel quil
Malachie 4:0;SKN;64-0212;108;VALIDE;chap->v.6: fera peres fils fils peres
Malachie 4:0;SKN;64-0212;126;VALIDE;chap->v.6: fera peres fils fils peres
Malachie 4:0;SKN;64-0212;138;VALIDE;chap->v.6: peres fils fils peres vienne
Hebreux 13:8;SKN;64-0318;6;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Hebreux 13:8;SKN;64-0318;20;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Jean 4:0;SKN;64-0318;208;VALIDE;chap->v.15: femme lui seigneur donne afin vienne ici
Jean 6:0;SKN;64-0318;127;VALIDE;chap->v.22: etait cote quil avait celui
Malachie 3:0;SKN;64-0318;34;VALIDE;chap->v.14: cest dieu quel quil
Matthieu 11:0;SKN;64-0318;69;VALIDE;chap->v.10: cest ici celui ecrit moi jenvoie messager devant
