ref;traduction;code;paragraphe;statut;note
Hebreux 13:8;SKN;62-0218;35;VALIDE;jesus meme hier aujourdhui eternellement
Hebreux 13:8;SKN;62-0218;245;VALIDE;jesus christ meme aujourdhui
Jean 1:0;SKN;62-0218;167;VALIDE;chap->v.1: commencement etait parole parole etait dieu parole etait
Jean 4:0;SKN;62-0218;273;VALIDE;chap->v.9: femme lui toi juif suis femme juifs
Jean 5:18;SKN;62-0218;201;VALIDE;cela quil dieu etait
Jean 5:19;SKN;62-0218;201;EXACT;jesus dis rien lui meme quil chose celui [couverture 6/14]
Jean 14:12;SKN;62-0218;38;EXACT;verite celui croit moi fera fais grandes [couverture 9/14]
Jean 15:0;SKN;62-0218;75;VALIDE;chap->v.4: demeurez moi moi meme quil demeure cep meme
Marc 16:0;SKN;62-0218;52;VALIDE;chap->v.17: ici signes accompagneront ceux auront cru nom chasseront
Marc 16:0;SKN;62-0218;164;VALIDE;chap->v.6: jesus nest ici mis
Marc 16:0;SKN;62-0218;330;VALIDE;chap->v.18: auront quelque chose mortel cela imposeront mains infirmes
Matthieu 3:0;SKN;62-0218;150;VALIDE;chap->v.3: cest ici celui parle prophete celui desert seigneur
Matthieu 10:0;SKN;62-0218;53;VALIDE;chap->v.8: morts lepreux demons avez recu gratuitement donnez gratuitement
Matthieu 15:21;SKN;62-0218;22;VALIDE;jesus retira tyr sidon
Hebreux 3:0;SKN;64-0305;212;VALIDE;chap->v.10: jai jai connu
Hebreux 4:12;SKN;64-0305;67;EXACT;parole dieu epee deux tranchants [couverture 5/14]
Jean 1:0;SKN;64-0305;63;VALIDE;chap->v.1: commencement etait parole parole etait dieu parole etait
Jean 5:19;SKN;64-0305;238;EXACT;jesus verite dis fils rien lui meme quil [couverture 12/14]
Jean 14:12;SKN;64-0305;214;EXACT;verite dis celui croit moi fera lui fais [couverture 11/14]
Luc 17:15;SKN;64-0305;70;VALIDE;quil etait dieu
Hebreux 4:12;VGR;64-0305;67;EXACT;parole dieu epee deux tranchants [couverture 5/14]
Jean 1:0;VGR;64-0305;63;VALIDE;chap->v.1: commencement etait parole parole etait dieu parole etait
Jean 5:19;VGR;64-0305;238;EXACT;jesus verite dis fils rien lui meme quil [couverture 12/14]
Jean 14:12;VGR;64-0305;214;EXACT;verite dis celui croit moi fera lui uvres [couverture 12/14]
Luc 17:15;VGR;64-0305;70;VALIDE;quil etait dieu
Hebreux 3:1;SKN;50-0711;54;VALIDE;cest souverain sacrificateur confession jesus
Marc 16:0;SKN;50-0711;20;VALIDE;chap->v.17: ici signes accompagneront ceux auront cru nom chasseront
Matthieu 10:0;SKN;50-0711;20;VALIDE;chap->v.8: guerissez ressuscitez morts lepreux demons avez recu gratuitement
Hebreux 3:1;SKN;52-0817E;12;EXACT;cest pourquoi souverain sacrificateur confession jesus [couverture 6/13]
Hebreux 11:2;SKN;52-0817E;15;VALIDE;cest ont temoignage
Hebreux 13:8;SKN;52-0817E;11;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:0;SKN;52-0817E;7;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
Jean 5:0;SKN;52-0817E;38;VALIDE;chap->v.19: jesus repondit dis lui meme quil voie chose
Jean 5:19;SKN;52-0817E;9;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14]
Hebreux 3:1;SKN;53-0219;10;VALIDE;souverain sacrificateur confession jesus
Hebreux 3:1;SKN;53-0511;22;EXACT;cest pourquoi souverain sacrificateur confession jesus [couverture 5/13]
Jean 5:19;SKN;53-0511;16;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14]
Hebreux 3:1;SKN;53-0601;11;EXACT;cest pourquoi souverain sacrificateur confession jesus [couverture 6/13]
Hebreux 3:1;SKN;54-0228E;7;VALIDE;cest souverain sacrificateur confession jesus
Hebreux 13:8;SKN;54-0228E;31;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Jean 5:19;SKN;54-0228E;37;VALIDE;jesus verite dis fils rien lui meme quil
Jean 5:19;SKN;54-0228E;44;EXACT;jesus verite dis fils rien lui quil voie [couverture 8/14]
Jean 14:7;SKN;54-0228E;29;VALIDE;connu pere maintenant lavez
Luc 20:0;SKN;54-0228E;29;VALIDE;chap->v.8: jesus moi dis quelle fais choses
Marc 16:0;SKN;54-0228E;25;VALIDE;chap->v.6: lui jesus ressuscite nest ici voici mis
Marc 16:0;SKN;54-0228E;29;VALIDE;chap->v.6: lui jesus crucifie ressuscite nest ici voici mis
Psaumes 103:3;SKN;54-0228E;11;VALIDE;cest lui tes guerit
Hebreux 3:1;SKN;54-0302;9;VALIDE;cest pourquoi souverain sacrificateur confession jesus
Hebreux 13:8;SKN;54-0302;35;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:19;SKN;54-0302;37;EXACT;jesus verite dis fils rien lui meme quil [couverture 5/14]
Matthieu 14:28;SKN;54-0302;37;VALIDE;pierre lui seigneur cest toi moi eaux
Hebreux 3:1;SKN;58-0515;19;VALIDE;cest souverain sacrificateur confession jesus
Hebreux 13:8;SKN;58-0515;10;VALIDE;jesus meme hier aujourdhui eternellement
Jean 1:0;SKN;58-0515;20;VALIDE;chap->v.42: trouve propre frere simon lui avons trouve christ
Jean 1:0;SKN;58-0515;21;VALIDE;chap->v.42: celui trouve propre frere simon lui avons trouve
Jean 4:0;SKN;58-0515;55;VALIDE;chap->v.50: jesus lui fils vit lhomme parole jesus lui
Jean 5:0;SKN;58-0515;32;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
Jean 5:19;SKN;58-0515;32;EXACT;jesus verite dis fils rien lui meme quil [couverture 10/14]
Jean 5:19;SKN;58-0515;33;EXACT;jesus verite dis fils rien lui meme quil [couverture 12/14]
Jean 5:19;SKN;58-0515;40;EXACT;jesus verite dis fils rien lui meme quil [couverture 8/14]
Jean 6:0;SKN;58-0515;34;VALIDE;chap->v.35: jesus moi suis vie celui moi jamais celui
Jean 12:0;SKN;58-0515;10;VALIDE;chap->v.27: maintenant ame dirai pere moi heure cest cela
Jean 12:0;SKN;58-0515;20;VALIDE;chap->v.27: maintenant ame pere heure cest cela suis venu
Matthieu 3:0;SKN;58-0515;45;VALIDE;chap->v.11: moi baptise celui apres moi puissant moi suis
Hebreux 4:0;SKN;56-0212;41;VALIDE;chap->v.12: parole dieu penetrante epee deux tranchants jusqua lesprit
Psaumes 103:3;SKN;56-0212;5;VALIDE;cest tes guerit
Hebreux 4:0;SKN;57-0811E;53;VALIDE;chap->v.2: avons meme ceux parole quils servit foi ceux
Jean 5:19;SKN;57-0811E;14;EXACT;jesus repondit dis fils lui meme quil chose [couverture 6/14]
Hebreux 4:0;SKN;58-0519;57;VALIDE;chap->v.12: parole dieu epee deux tranchants jusqua
Jean 5:19;SKN;58-0519;20;EXACT;jesus verite dis fils rien lui meme quil [couverture 13/14]
Psaumes 63:0;SKN;58-0519;32;VALIDE;chap->v.1: dieu dieu cherche ame soif toi apres toi
Hebreux 4:0;SKN;61-0305;2;VALIDE;chap->v.2: meme parole rien foi
Hebreux 4:0;SKN;61-0412;52;VALIDE;chap->v.8: avait parle apres cela dun autre jour
Jean 1:0;SKN;61-0412;52;VALIDE;chap->v.30: cest moi apres moi vient homme avant moi
Jean 5:19;SKN;61-0412;101;VALIDE;jesus verite dis fils rien lui meme quil
Jean 5:24;SKN;61-0412;63;VALIDE;dis celui parole croit envoye vie eternelle vient
Marc 16:0;SKN;61-0412;6;VALIDE;chap->v.12: apres choses autre deux dentre eux etaient
Matthieu 3:0;SKN;61-0412;76;VALIDE;chap->v.3: cest ici parle prophete desert seigneur
Matthieu 12:42;SKN;61-0412;46;VALIDE;reine midi levera jugement generation condamnera vint terre
Hebreux 4:0;SKN;62-0128A;96;VALIDE;chap->v.8: avait donne parle cela dun autre jour
Jean 14:12;SKN;62-0128A;82;VALIDE;celui croit moi fera lui fais grandes parce
Josue 10:12;SKN;62-0128A;10;EXACT;alors josue parla leternel jour livra amoreens disrael [couverture 12/14]
Luc 24:49;SKN;62-0128A;77;EXACT;voici pere ville jusqua soyez revetus puissance den [couverture 7/13]
Marc 11:11;SKN;62-0128A;31;PARTIEL;commencé, pas achevé — apres deja
Marc 16:0;SKN;62-0128A;82;VALIDE;chap->v.16: celui aura cru aura sera celui cru sera
Hebreux 4:0;SKN;62-0520;42;VALIDE;chap->v.13: aucune soit devant lui choses yeux celui avons
Hebreux 4:12;SKN;62-0520;82;PARTIEL;commencé, pas achevé — parole dieu
Marc 7:24;SKN;62-0520;8;VALIDE;sen alla tyr sidon etant maison voulait personne
Matthieu 11:6;SKN;62-0520;19;PARTIEL;commencé, pas achevé — moi
Hebreux 4:0;SKN;62-0531;253;VALIDE;chap->v.12: parole dieu vivante epee deux tranchants
Jean 5:24;SKN;62-0531;143;EXACT;dis celui parole croit envoye vie eternelle vient [couverture 10/14]
Josue 24:0;SKN;62-0531;52;VALIDE;chap->v.14: maintenant craignez servez integrite dieux vos peres servis
Josue 24:14;SKN;62-0531;52;EXACT;maintenant craignez servez integrite dieux vos peres servis [couverture 9/14]
Luc 7:27;SKN;62-0531;132;PARTIEL;commencé, pas achevé — ici
Luc 17:27;SKN;62-0531;132;VALIDE;mariage jour noe
Hebreux 4:0;SKN;62-0628;116;VALIDE;chap->v.12: parole dieu vivante epee deux tranchants
Jean 14:12;SKN;62-0628;34;VALIDE;celui croit moi fera lui fais grandes parce
Matthieu 2:0;SKN;62-0628;41;VALIDE;chap->v.15: fut jusqua mort fut seigneur avait prophete jai
Hebreux 4:0;SKN;64-0120;144;VALIDE;chap->v.12: parole dieu penetrante epee deux tranchants
Hebreux 4:0;VGR;61-0305;3;VALIDE;chap->v.12: parole dieu epee deux tranchants jusqua lesprit
Hebreux 4:0;VGR;62-0531;253;VALIDE;chap->v.12: parole dieu vivante epee deux tranchants jusqua
Jean 5:24;VGR;62-0531;143;EXACT;dis celui parole croit envoye vie eternelle vient [couverture 11/14]
Josue 24:0;VGR;62-0531;52;VALIDE;chap->v.14: maintenant craignez leternel servez integrite dieux vos peres
Josue 24:14;VGR;62-0531;52;EXACT;maintenant craignez leternel servez integrite dieux vos peres [couverture 11/14]
Luc 7:27;VGR;62-0531;132;PARTIEL;commencé, pas achevé — cest ici
Luc 17:27;VGR;62-0531;132;VALIDE;mariage jour noe
Hebreux 4:12;SKN;62-0608;38;VALIDE;parole dieu penetrante epee jusqua lesprit
Hebreux 13:8;SKN;62-0608;99;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 14:12;SKN;62-0608;100;VALIDE;verite dis moi fera lui fais grandes vais
Malachie 4:0;SKN;62-0608;107;VALIDE;chap->v.5: voici avant grand jour leternel
Marc 11:24;SKN;62-0608;127;VALIDE;cest dis croyez sera
Hebreux 4:12;SKN;62-0727;33;VALIDE;parole dieu vivante penetrante epee deux tranchants jusqua
Hebreux 13:8;SKN;62-0727;21;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Hebreux 13:8;SKN;62-0727;24;VALIDE;jesus meme hier aujourdhui eternellement
Jean 4:0;SKN;62-0727;92;VALIDE;chap->v.9: femme samaritaine lui juif moi suis femme samaritaine
Jean 4:0;SKN;62-0727;93;VALIDE;chap->v.9: femme samaritaine lui juif moi suis femme samaritaine
Jean 5:19;SKN;62-0727;38;EXACT;jesus verite dis fils rien lui meme quil [couverture 7/14]
Jean 6:0;SKN;62-0727;60;VALIDE;chap->v.35: jesus moi suis vie celui moi celui croit
Jean 12:20;SKN;62-0727;21;PARTIEL;commencé, pas achevé — quelques pendant
Jean 14:12;SKN;62-0727;55;EXACT;dis celui croit moi fera lui fais parce [couverture 9/14]
Hebreux 4:12;SKN;63-0802;107;EXACT;parole dieu epee deux tranchants [couverture 5/14]
Malachie 3:0;SKN;63-0802;33;VALIDE;chap->v.16: alors ceux ont lautre livre ecrit
Hebreux 4:12;SKN;63-1116E;142;PARTIEL;commencé, pas achevé — parole epee
Hebreux 13:18;SKN;63-1116E;280;PARTIEL;commencé, pas achevé — priez croyons
Jean 5:19;SKN;63-1116E;280;EXACT;jesus dis rien meme chose pere quelque celui [couverture 7/14]
Jean 14:12;SKN;63-1116E;280;EXACT;dis celui croit moi fera fais parce [couverture 8/14]
Hebreux 4:12;SKN;64-0619;83;EXACT;parole dieu epee deux tranchants [couverture 5/14]
Malachie 4:0;SKN;64-0619;197;VALIDE;chap->v.1: voici jour vient jour vient
Hebreux 4:12;SKN;65-0426;125;VALIDE;parole dieu epee
Hebreux 12:0;SKN;65-0426;125;VALIDE;chap->v.2: jesus etait devant lui
Hebreux 13:8;SKN;65-0426;131;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 3:16;SKN;65-0426;212;EXACT;dieu monde quil donne lui [couverture 5/14]
Malachie 3:0;SKN;65-0426;109;VALIDE;chap->v.18: juste mechant celui dieu celui
Malachie 4:0;SKN;65-0426;107;VALIDE;chap->v.6: peres fils fils peres
Malachie 4:0;SKN;65-0426;108;VALIDE;chap->v.6: fera peres fils fils peres
Malachie 4:0;SKN;65-0426;109;VALIDE;chap->v.1: voici jour jour
Malachie 4:0;SKN;65-0426;145;VALIDE;chap->v.3: vos jour ferai
Marc 11:22;SKN;65-0426;92;VALIDE;jesus foi dieu
Matthieu 11:0;SKN;65-0426;109;VALIDE;chap->v.10: cest celui ecrit voici jenvoie messager devant face
Hebreux 4:12;VGR;64-0619;96;EXACT;parole dieu epee deux tranchants [couverture 5/14]
Malachie 4:0;VGR;64-0619;208;VALIDE;chap->v.1: voici jour vient jour vient
Hebreux 4:12;VGR;65-0426;157;EXACT;parole dieu vivante epee deux tranchants [couverture 6/14]
Hebreux 13:8;VGR;65-0426;171;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Jean 3:16;VGR;65-0426;356;VALIDE;dieu monde quil
Jean 14:12;VGR;65-0426;172;EXACT;celui croit moi fera uvres fais parce men [couverture 8/14]
Luc 17:30;VGR;65-0426;183;EXACT;sera meme jour fils lhomme [couverture 6/7]
Malachie 3:0;VGR;65-0426;142;VALIDE;chap->v.18: juste mechant celui dieu celui
Malachie 4:0;VGR;65-0426;140;VALIDE;chap->v.6: peres fils fils peres
Malachie 4:0;VGR;65-0426;141;VALIDE;chap->v.1: voici jour jour
Malachie 4:0;VGR;65-0426;142;VALIDE;chap->v.1: voici jour jour
Malachie 4:0;VGR;65-0426;183;VALIDE;chap->v.6: fera fils fils vienne pays
Marc 11:22;VGR;65-0426;116;PARTIEL;commencé, pas achevé — jesus dieu
Matthieu 11:0;VGR;65-0426;142;VALIDE;chap->v.10: cest celui ecrit voici jenvoie messager devant face
Matthieu 28:0;VGR;65-0426;173;VALIDE;chap->v.10: alors jesus mes
Hebreux 4:15;SKN;60-0609;49;VALIDE;navons souverain sacrificateur nos infirmites choses part
Jean 4:0;SKN;60-0609;65;VALIDE;chap->v.10: jesus lui don dieu donne moi toi lui
Jean 4:0;SKN;60-0609;66;VALIDE;chap->v.10: jesus lui don dieu donne moi toi lui
Matthieu 14:0;SKN;60-0609;8;VALIDE;chap->v.23: eut renvoye monta montagne lecart prier soir venu
Hebreux 6:0;SKN;51-0414;6;VALIDE;chap->v.4: impossible ceux ont fois eclaires ont goute don
Jean 5:0;SKN;51-0414;13;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
Hebreux 6:0;SKN;51-0501;14;VALIDE;chap->v.7: terre pluie souvent ceux dieu benediction
Hebreux 11:2;SKN;51-0501;32;PARTIEL;commencé, pas achevé — cest temoignage
Hebreux 6:0;SKN;53-0609A;61;VALIDE;chap->v.7: terre pluie souvent herbes dieu
Matthieu 27:0;SKN;53-0609A;209;VALIDE;chap->v.43: sest dieu lui suis fils dieu
Hebreux 6:0;SKN;54-0620E;51;VALIDE;chap->v.4: impossible ceux ont fois ont don saint
Hebreux 10:0;SKN;54-0620E;52;VALIDE;chap->v.26: volontairement apres recu connaissance verite reste sacrifice
Jean 5:19;SKN;54-0620E;48;EXACT;jesus verite dis fils rien lui meme quil [couverture 7/14]
Jeremie 1:4;SKN;54-0620E;46;PARTIEL;commencé, pas achevé — parole moi
Hebreux 6:0;SKN;62-0623;32;VALIDE;chap->v.13: dieu personne grand lui meme
Hebreux 6:0;SKN;64-0417;101;VALIDE;chap->v.18: choses etait impossible dieu sommes
Jean 3:16;SKN;64-0417;32;EXACT;dieu tant aime monde quil donne fils lui [couverture 9/14]
Jean 4:0;SKN;64-0417;227;VALIDE;chap->v.25: femme lui messie vient sera venu fera choses
Jean 5:19;SKN;64-0417;30;EXACT;jesus verite dis fils rien lui quil chose [couverture 10/14]
Jean 11:0;SKN;64-0417;18;VALIDE;chap->v.2: cetait marie seigneur dun lui lazare etait
Jean 11:0;SKN;64-0417;227;VALIDE;chap->v.25: jesus lui moi suis vie moi quil
Hebreux 6:0;VGR;53-0609A;61;VALIDE;chap->v.7: terre pluie souvent herbes dieu
Matthieu 27:0;VGR;53-0609A;209;VALIDE;chap->v.43: sest dieu lui suis fils dieu
Hebreux 6:0;VGR;64-0417;101;VALIDE;chap->v.13: lorsque dieu lui meme
Jean 3:16;VGR;64-0417;32;EXACT;dieu tant aime monde quil fils lui ait [couverture 8/14]
Jean 4:0;VGR;64-0417;227;VALIDE;chap->v.10: jesus lui don dieu moi lui
Jean 5:19;VGR;64-0417;30;EXACT;jesus verite dis fils rien lui meme quil [couverture 10/14]
Jean 11:0;VGR;64-0417;18;VALIDE;chap->v.13: jesus avait parle eux quil avait parle
Jean 11:0;VGR;64-0417;227;VALIDE;chap->v.25: jesus lui moi suis vie moi quil
Hebreux 7:0;SKN;57-0418;51;VALIDE;chap->v.1: roi salem sacrificateur dieu haut alla devant dabraham
Hebreux 7:0;SKN;64-0402;85;VALIDE;chap->v.2: abraham donna part dime roi justice roi salem
Jean 15:0;SKN;64-0402;129;VALIDE;chap->v.2: sarment moi porte fruit sarment porte fruit porte
Malachie 4:0;SKN;64-0402;156;VALIDE;chap->v.1: jour vient jour vient
Marc 11:22;SKN;64-0402;183;VALIDE;jesus ayez foi dieu
Hebreux 7:0;VGR;57-0418;57;VALIDE;chap->v.1: roi salem sacrificateur dieu alla dabraham lorsquil revenait
Hebreux 7:0;VGR;64-0402;85;VALIDE;chap->v.2: abraham part dime roi justice roi salem cest
Jean 15:0;VGR;64-0402;129;VALIDE;chap->v.2: sarment moi porte fruit sarment porte fruit afin
Malachie 4:0;VGR;64-0402;156;VALIDE;chap->v.1: jour vient jour vient
Marc 11:22;VGR;64-0402;183;VALIDE;jesus ayez foi dieu
Hebreux 9:0;SKN;55-0403;16;VALIDE;chap->v.11: christ venu souverain sacrificateur biens venir tabernacle grand
Jean 14:0;SKN;55-0403;30;VALIDE;chap->v.10: crois moi pere pere moi moi dis dis
Hebreux 9:0;VGR;55-0403;60;VALIDE;chap->v.11: christ venu souverain sacrificateur biens venir tabernacle grand
Jean 14:0;VGR;55-0403;98;VALIDE;chap->v.10: crois pere pere dis dis meme pere demeure
Hebreux 10:0;SKN;54-1114;26;VALIDE;chap->v.26: volontairement apres recu connaissance verite reste sacrifice
Jean 3:0;SKN;54-1114;15;VALIDE;chap->v.16: dieu aime monde quil donne fils afin quiconque
Jean 3:0;SKN;54-1114;16;VALIDE;chap->v.18: celui croit lui nest juge celui croit deja
Nombres 21:0;SKN;54-1114;23;VALIDE;chap->v.9: moise fit serpent dairain serpent avait homme quil
Psaumes 70:0;SKN;54-1114;14;VALIDE;chap->v.5: moi suis pauvre dieu hate toi moi celui
Hebreux 10:0;SKN;55-0220E;60;VALIDE;chap->v.26: pechons volontairement apres recu connaissance verite reste sacrifice
Hebreux 13:0;SKN;55-0220E;22;VALIDE;chap->v.12: cest jesus afin quil sanctifie peuple propre sang
Hebreux 13:8;SKN;55-0220E;51;VALIDE;jesus meme hier aujourdhui eternellement
Jean 5:0;SKN;55-0220E;43;VALIDE;chap->v.19: jesus dis fils rien lui meme quil chose
Jean 5:19;SKN;55-0220E;49;EXACT;jesus verite dis fils rien lui meme quil [couverture 10/14]
Luc 16:16;SKN;55-0220E;20;VALIDE;loi prophetes ont jusqua jean lors royaume dieu
Psaumes 103:3;SKN;55-0220E;7;VALIDE;cest lui pardonne tes iniquites guerit
Hebreux 10:0;SKN;55-0223;33;VALIDE;chap->v.10: cest sanctifies loffrande corps jesus christ faite fois
Psaumes 23:0;SKN;55-0223;20;VALIDE;chap->v.4: meme vallee lombre mort moi eux
Hebreux 10:0;SKN;55-0605;49;VALIDE;chap->v.1: ayant venir meme choses jamais lon
Job 14:0;SKN;55-0605;31;VALIDE;chap->v.22: lui meme ame mene lui meme
Hebreux 10:0;SKN;55-1119;47;VALIDE;chap->v.29: dune pensez sera juge celui pieds dieu
Hebreux 13:8;SKN;55-1119;67;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:19;SKN;55-1119;66;EXACT;jesus verite dis fils rien lui meme quil [couverture 10/14]
Jean 5:19;SKN;55-1119;67;EXACT;jesus verite dis fils rien lui meme quil [couverture 12/14]
Job 19:25;SKN;55-1119;20;VALIDE;moi sais redempteur vivant dernier sera debout terre
Hebreux 10:0;SKN;56-0610;1;VALIDE;chap->v.2: autrement nauraient cesse detre puisque ceux rendent culte
Hebreux 10:14;SKN;56-0610;1;VALIDE;seule offrande rendu ceux sanctifies
Psaumes 23:0;SKN;56-0610;1;VALIDE;chap->v.4: meme vallee lombre mort aucun mal moi eux
Hebreux 10:0;SKN;57-0922E;311;VALIDE;chap->v.26: pechons volontairement apres recu connaissance verite
Hebreux 10:0;VGR;54-1114;82;VALIDE;chap->v.26: volontairement apres recu connaissance verite reste sacrifice
Jean 3:0;VGR;54-1114;49;VALIDE;chap->v.27: jean rien quil lui soit donne ciel
Jean 3:0;VGR;54-1114;53;VALIDE;chap->v.13: personne nest monte ciel celui descendu ciel fils
Nombres 21:0;VGR;54-1114;74;VALIDE;chap->v.9: moise serpent dairain serpent quil
Psaumes 70:0;VGR;54-1114;45;VALIDE;chap->v.5: moi suis pauvre dieu hate toi moi celui
Hebreux 10:0;VGR;57-0908M;169;VALIDE;chap->v.25: memes quelques ont lun lautre cela voyez jour
Romains 8:1;VGR;57-0908M;109;EXACT;maintenant aucune condamnation ceux christ jesus [couverture 6/6]
Hebreux 10:0;VGR;57-0922E;311;VALIDE;chap->v.26: pechons volontairement apres recu connaissance verite
Hebreux 10:14;VGR;56-0610;142;VALIDE;seule offrande ceux sanctifies
Psaumes 23:0;VGR;56-0610;64;VALIDE;chap->v.6: jours vie sera maison jours
hebreux 10:12;SKN;54-0718E;40;CORRIGE;annoncé Hebreux 10:47
Hebreux 13:8;SKN;54-0718E;9;VALIDE;jesus meme hier aujourdhui eternellement
Jean 5:0;SKN;54-0718E;45;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
Hebreux 11:0;SKN;55-0109M;129;VALIDE;chap->v.8: foi abraham appele aller alla
Hebreux 12:1;SKN;55-0109M;136;VALIDE;ayant fardeau peche courons
Hebreux 11:0;SKN;58-0125;35;VALIDE;chap->v.16: maintenant meilleure cest cest dieu deux savoir dieu
Jean 1:0;SKN;58-0125;51;VALIDE;chap->v.23: moi suis voix celui crie desert faites seigneur
Hebreux 11:0;SKN;58-0313;78;VALIDE;chap->v.5: foi quil voie mort trouve dieu
Jean 5:19;SKN;58-0313;52;VALIDE;jesus verite dis fils rien lui meme quil
Jean 14:7;SKN;58-0313;47;VALIDE;connu pere maintenant
Hebreux 11:0;SKN;58-1004;64;VALIDE;chap->v.8: foi etant sen sen alla
Marc 5:0;SKN;58-1004;71;VALIDE;chap->v.7: moi jesus fils dieu dieu
Hebreux 11:0;SKN;59-1227E;45;VALIDE;chap->v.4: foi offrit dieu excellent sacrifice cain sacrifice recu
Jean 5:24;SKN;59-1227E;60;EXACT;celui entend parole croit envoye vie eternelle vient [couverture 9/14]
Hebreux 11:0;SKN;60-0611E;131;VALIDE;chap->v.5: foi enoch fut enleve voie fut dieu enleve
Hebreux 11:0;SKN;62-0621E;22;VALIDE;chap->v.6: foi impossible lui faut celui dieu dieu quil
Jean 5:19;SKN;62-0621E;29;EXACT;jesus verite dis fils rien lui quil chose [couverture 11/14]
Hebreux 11:0;SKN;62-1125E;13;VALIDE;chap->v.12: cest pourquoi dun dun homme deja nes ciel
Hebreux 13:0;SKN;62-1125E;49;VALIDE;chap->v.8: jesus christ meme hier aujourdhui eternellement
Hebreux 11:0;VGR;55-0109M;129;VALIDE;chap->v.8: foi abraham appele lieu quil alla
Hebreux 12:1;VGR;55-0109M;136;EXACT;cest ayant fardeau peche enveloppe courons [couverture 6/14]
Hebreux 11:0;VGR;59-1227E;45;VALIDE;chap->v.6: foi impossible lui faut celui sapproche dieu croie
Jean 5:24;VGR;59-1227E;60;EXACT;celui entend parole croit envoye vie eternelle vient [couverture 9/14]
Hebreux 11:1;SKN;58-0517E;43;PARTIEL;commencé, pas achevé — foi choses
Jean 5:19;SKN;58-0517E;39;EXACT;jesus dis fils rien lui meme chose pere [couverture 6/14]
Matthieu 12:0;SKN;58-0517E;3;VALIDE;chap->v.42: reine midi levera jugement generation condamnera vint terre
Hebreux 11:1;SKN;60-0108;21;PARTIEL;commencé, pas achevé — foi choses
Jean 5:24;SKN;60-0108;44;VALIDE;dis celui parole croit envoye vie eternelle vient
Hebreux 11:2;SKN;53-0614;14;VALIDE;anciens recu temoignage
Hebreux 11:2;SKN;54-0304;64;PARTIEL;commencé, pas achevé — temoignage
Jean 3:16;SKN;54-0304;46;VALIDE;dieu tant aime monde donne fils unique afin
Hebreux 11:2;SKN;54-0900;5;VALIDE;cest ont temoignage
Jean 5:0;SKN;54-0900;29;VALIDE;chap->v.19: jesus dis fils rien lui meme quil chose
Jean 5:19;SKN;54-0900;29;VALIDE;jesus dis fils rien lui meme quil chose
Hebreux 11:10;SKN;50-0818;21;PARTIEL;commencé, pas achevé — laquelle dieu
Jean 5:24;SKN;50-0818;5;VALIDE;dis celui entend parole croit envoye vie jugement
Hebreux 12:0;SKN;56-0128;62;VALIDE;chap->v.3: considerez celui telle part lui meme afin soyez
Hebreux 12:0;SKN;56-1002E;12;VALIDE;chap->v.3: telle part lui meme etant
Hebreux 12:0;VGR;56-1002E;23;VALIDE;chap->v.28: cest royaume dieu dune maniere lui soit
Hebreux 13:0;SKN;54-0404M;21;VALIDE;chap->v.12: jesus afin sanctifie peuple propre sang souffert hors
Hebreux 13:12;SKN;54-0404M;21;VALIDE;jesus afin sanctifie peuple propre sang souffert hors
Luc 24:49;SKN;54-0404M;21;VALIDE;voici moi pere ville soyez puissance haut
Hebreux 13:0;SKN;56-0200;12;VALIDE;chap->v.20: dieu grand puissance eternelle seigneur jesus
Hebreux 13:0;SKN;61-0124;19;VALIDE;chap->v.14: navons ici cite permanente celle venir
Jean 5:19;SKN;61-0124;47;EXACT;jesus dis fils lui meme quil chose pere [couverture 7/14]
Psaumes 22:0;SKN;61-0124;77;VALIDE;chap->v.9: cest toi mas porte mas donne
Hebreux 13:8;SKN;51-0929;22;VALIDE;jesus meme hier aujourdhui eternellement
Jean 5:0;SKN;51-0929;21;VALIDE;chap->v.20: pere aime fils lui montre choses quil lui
Jean 5:19;SKN;51-0929;21;EXACT;jesus verite dis fils rien lui meme quil [couverture 6/14]
Hebreux 13:8;SKN;52-0809;13;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 14:12;SKN;52-0809;13;VALIDE;dis celui moi lui fais grandes men vais
Psaumes 103:3;SKN;52-0809;16;VALIDE;cest lui pardonne tes iniquites guerit
Hebreux 13:8;SKN;52-0810E;15;VALIDE;jesus meme hier aujourdhui eternellement
Jean 5:0;SKN;52-0810E;23;VALIDE;chap->v.10: juifs dirent celui avait gueri cest jour sabbat
