ref;traduction;code;paragraphe;statut;cadre;note
Romains 5:1;SKN;63-1028;16;VALIDE;CONCEPT;foi dieu jesus christ
Romains 8:28;SKN;63-1028;12;VALIDE;LECTURE;savons choses ceux aiment dieu appeles selon
Esaie 1:11;VGR;63-1028;101;VALIDE;CONCEPT;chapitre résolu v11 (3 mots: beliers graisse sacrifices)
Esaie 53:5;VGR;63-1028;162;EXACT;CONCEPT;blesse nos meurtri chatiment paix lui meurtrissures sommes [couverture 10/12]
Hebreux 9:11;VGR;63-1028;171;PARTIEL;CONCEPT;commencé, pas achevé — cest
Hebreux 13:8;VGR;63-1028;64;EXACT;CONCEPT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Jean 12:14;VGR;63-1028;149;PARTIEL;CONCEPT;commencé, pas achevé — jesus quil
Romains 5:1;VGR;63-1028;35;VALIDE;CONCEPT;ayant foi dieu jesus christ
Romains 8:28;VGR;63-1028;24;EXACT;CONCEPT;savons choses travaillent ceux aiment dieu appeles selon [couverture 9/11]
Esaie 1:8;SKN;60-0806;38;PARTIEL;CONCEPT;commencé, pas achevé — fille
Esaie 4:1;VGR;54-0103E;92;EXACT;CONCEPT;sept femmes saisiront seul homme jour disant mangerons [couverture 12/14]
Exode 4:24;VGR;54-0103E;79;VALIDE;CONCEPT;leternel lui mourir
Genese 44:49;VGR;54-0103E;165;LAPSUS;CONCEPT;annoncé — dit en réalité genese 44:10
genese 44:10;VGR;54-0103E;165;LAPSUS-LU;CONCEPT;lu — annoncé sous Genese 44:49
Jean 17:17;VGR;54-0103E;56;PARTIEL;CONCEPT;commencé, pas achevé — sanctifie
Jean 5:19;SKN;53-0507;2;EXACT;CONCEPT;jesus dis fils lui meme quil voie chose [couverture 10/14]
Marc 11:24;SKN;53-0507;16;VALIDE;CONCEPT;cest dis priant croyez sera
Matthieu 27:64;SKN;53-0507;20;VALIDE;CONCEPT;chapitre résolu v64 (4 mots: dernier disciples jusquau peur)
Esaie 9:5;SKN;59-1126;20;PARTIEL;CONCEPT;commencé, pas achevé — roule
Esaie 9:6;SKN;59-1126;20;VALIDE;CONCEPT;enfant fils donne epaule conseiller dieu fort pere
Jean 5:19;SKN;59-1126;55;EXACT;CONCEPT;jesus verite dis fils rien lui meme chose [couverture 6/14]
Esaie 9:5;SKN;61-0121;14;PARTIEL;CONCEPT;commencé, pas achevé — roule seront
Esaie 9:6;SKN;61-0121;14;EXACT;CONCEPT;enfant fils donne sera epaule conseiller dieu pere [couverture 7/14]
Esaie 9:6;SKN;61-0121;22;VALIDE;CONCEPT;enfant donne sera epaule dieu pere
Hebreux 4:12;SKN;61-0121;30;VALIDE;CONCEPT;chapitre résolu v12 (4 mots: epee penetrante pensees tranchants)
Esaie 9:5;SKN;61-0207;52;VALIDE;CONCEPT;quon roule feu
Esaie 9:6;SKN;61-0207;57;VALIDE;CONCEPT;enfant fils nom dieu pere
Esaie 35:8;SKN;61-0207;45;VALIDE;CONCEPT;chapitre résolu v8 (4 mots: aura chemin route saintete)
Hebreux 4:12;SKN;61-0207;24;VALIDE;CONCEPT;chapitre résolu v12 (3 mots: epee pensees tranchants)
Esaie 9:6;SKN;53-1121;14;EXACT;CONCEPT;enfant fils donne sera epaule nom conseiller dieu [couverture 5/14]
Hebreux 13:8;SKN;53-1121;26;VALIDE;CONCEPT;jesus meme hier aujourdhui eternellement
Jean 5:19;SKN;53-1121;27;EXACT;CONCEPT;jesus verite dis fils rien lui meme quil [couverture 7/14]
Jean 5:19;SKN;53-1121;28;EXACT;CONCEPT;jesus verite dis fils rien lui meme quil [couverture 6/14]
Esaie 9:6;SKN;57-0301;29;VALIDE;CONCEPT;enfant fils donne sera merveilleux dieu
Luc 18:40;SKN;57-0301;6;EXACT;LECTURE;jesus setant arrete ordonna quon lui amene veux [couverture 5/10] [plage 40-43 éclatée]
Luc 18:41;SKN;57-0301;6;EXACT;LECTURE;jesus setant arrete ordonna quon lui amene veux [couverture 5/10] [plage 40-43 éclatée]
Luc 18:42;SKN;57-0301;6;EXACT;LECTURE;jesus setant arrete ordonna quon lui amene veux [couverture 5/10] [plage 40-43 éclatée]
Luc 18:43;SKN;57-0301;6;EXACT;LECTURE;jesus setant arrete ordonna quon lui amene veux [couverture 5/10] [plage 40-43 éclatée]
Esaie 9:6;SKN;59-0409;8;VALIDE;CONCEPT;enfant fils donne sera epaule dieu pere
Esaie 9:6;SKN;59-0417;48;EXACT;CONCEPT;enfant fils donne sera nom dieu fort pere [couverture 5/14]
Jean 5:14;SKN;59-0417;9;VALIDE;CONCEPT;jesus lui gueri peche
Esaie 9:6;SKN;60-0311;12;VALIDE;CONCEPT;enfant fils donne sera epaule merveilleux conseiller dieu
Esaie 9:6;SKN;60-0331;18;VALIDE;CONCEPT;enfant fils donne sera appellera nom merveilleux dieu
Esaie 9:6;SKN;60-0716;119;EXACT;CONCEPT;fils donne sera nom dieu pere [couverture 5/14]
Hebreux 13:8;SKN;60-0716;121;VALIDE;CONCEPT;jesus christ meme hier aujourdhui eternellement
Jean 5:19;SKN;60-0716;125;EXACT;CONCEPT;jesus verite dis fils rien lui meme quil [couverture 6/14]
Esaie 9:6;SKN;61-0308;82;VALIDE;CONCEPT;enfant fils donne sera epaule nom conseiller dieu
Hebreux 3:1;SKN;61-0308;7;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: confession sacrificateur souverain)
Psaumes 103:3;SKN;61-0308;2;VALIDE;CONCEPT;lui tes guerit
Esaie 9:6;SKN;62-0715;55;VALIDE;CONCEPT;fils donne sera nom dieu pere
Jean 5:19;SKN;62-0715;46;VALIDE;CONCEPT;jesus dis rien lui meme quil chose pere
Esaie 21:11;SKN;60-0303;11;VALIDE;LECTURE;chapitre résolu v11 (4 mots: crie duma nuit sentinelle)
Esaie 21:12;SKN;60-0303;11;VALIDE;LECTURE;chapitre résolu v12 (5 mots: enquerez enquerir nuit revenez sentinelle)
Esaie 21:11;SKN;60-0303;11;EXACT;LECTURE;duma crie sentinelle nuit [couverture 6/9]
Zacharie 14:6;SKN;60-0303;10;EXACT;LECTURE;arrivera jour aura lumiere luminaires seront obscurcis [couverture 7/8]
Esaie 28:18;SKN;61-1001E;170;PARTIEL;CONCEPT;commencé, pas achevé — sera
Jean 14:12;SKN;61-1001E;41;VALIDE;CONCEPT;chapitre résolu v12 (3 mots: croit grandes men)
Jean 14:15;SKN;61-1001E;41;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: commandements gardez maimez)
Jean 14:16;SKN;61-1001E;41;VALIDE;CONCEPT;chapitre résolu v16 (4 mots: consolateur donnera eternellement prierai)
Jean 14:17;SKN;61-1001E;41;VALIDE;CONCEPT;chapitre résolu v17 (5 mots: connaissez connait demeure recevoir voit)
Esaie 28:8;SKN;65-1212;35;VALIDE;CONCEPT;chapitre résolu v8 (3 mots: pleines sorte tables)
Galates 1:8;SKN;65-1212;24;VALIDE;CONCEPT;ange ciel soit anatheme
Galates 1:8;SKN;65-1212;67;EXACT;CONCEPT;memes ange venu ciel avons soit anatheme [couverture 7/11]
Galates 1:8;VGR;65-1212;24;EXACT;CONCEPT;ange venu ciel quil soit anatheme [couverture 6/11]
Galates 1:8;VGR;65-1212;67;EXACT;CONCEPT;ange ciel avons quil soit anatheme [couverture 6/11]
Esaie 28:18;SKN;54-0720A;66;PARTIEL;CONCEPT;commencé, pas achevé — lui
Esaie 28:18;SKN;62-0128M;36;PARTIEL;CONCEPT;commencé, pas achevé — sera
Galates 1:8;SKN;62-0128M;29;VALIDE;CONCEPT;memes ange avons soit anatheme
Joel 2:28;SKN;62-0128M;36;VALIDE;CONCEPT;apres cela repandrai esprit chair vos fils filles
Esaie 28:19;SKN;62-0521;99;VALIDE;CONCEPT;quil jour sera
Hebreux 4:12;SKN;62-0521;19;VALIDE;CONCEPT;parole dieu epee lame
Hebreux 13:8;SKN;62-0521;90;EXACT;CONCEPT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Joel 2:28;SKN;62-0521;100;EXACT;CONCEPT;cela repandrai esprit chair vos fils filles prophetiseront [couverture 11/14]
Esaie 32:2;SKN;62-0513E;25;EXACT;CONCEPT;sera contre vent abri deau lieu sec lombre [couverture 9/14]
Proverbes 18:10;SKN;62-0513E;25;EXACT;CONCEPT;nom leternel forte tour juste trouve [couverture 6/9]
Esaie 32:2;SKN;62-0518;13;VALIDE;LECTURE;homme sera contre vent abri deau lieu lombre
Marc 16:17;SKN;62-0518;107;VALIDE;CONCEPT;chapitre résolu v17 (4 mots: accompagneront auront cru nouvelles)
Esaie 32:2;SKN;62-0622B;21;VALIDE;CONCEPT;homme sera abri dun
Esaie 32:2;SKN;63-0113M;16;VALIDE;CONCEPT;sera contre vent abri deau lieu sec lombre
Esaie 32:2;VGR;63-0113M;37;EXACT;CONCEPT;sera contre vent abri deau lieu lombre dun [couverture 8/14]
Hebreux 11:2;SKN;53-0607E;1;VALIDE;LECTURE;cest ont temoignage
Marc 11:24;SKN;63-0412E;264;VALIDE;CONCEPT;cest pourquoi dis croyez
Matthieu 11:25;SKN;63-0412E;54;EXACT;CONCEPT;temps jesus loue pere seigneur ciel terre cache [couverture 5/14]
Jean 3:16;SKN;63-0606;11;EXACT;CONCEPT;dieu quil donne fils afin lui [couverture 5/14]
Jean 14:8;SKN;63-0606;64;VALIDE;CONCEPT;lui pere cela
Jean 14:12;SKN;63-0606;83;EXACT;CONCEPT;verite dis celui croit moi fera lui fais [couverture 8/14]
Marc 11:22;SKN;63-0606;51;PARTIEL;CONCEPT;commencé, pas achevé — jesus dieu
Esaie 38:1;SKN;63-0724;27;VALIDE;CONCEPT;chapitre résolu v1 (9 mots: esaie ezechias fut malade mourir ordres vas vint)
Esaie 38:2;SKN;63-0724;27;VALIDE;CONCEPT;chapitre résolu v2 (3 mots: ezechias face tourna)
Esaie 38:3;SKN;63-0724;27;VALIDE;CONCEPT;chapitre résolu v3 (6 mots: eternel ezechias larmes marche souviens tes)
Esaie 38:5;SKN;63-0724;27;VALIDE;CONCEPT;chapitre résolu v5 (5 mots: annees david ezechias larmes tes)
Jean 5:24;SKN;63-0724;173;EXACT;CONCEPT;dis celui entend parole envoye vie eternelle jugement [couverture 8/14]
Matthieu 28:16;SKN;63-0724;19;PARTIEL;CONCEPT;commencé, pas achevé — sen
Esaie 38:1;VGR;63-0724;27;VALIDE;CONCEPT;chapitre résolu v1 (11 mots: damots esaie ezechias fut leternel malade mourir ordres)
Esaie 38:2;VGR;63-0724;27;VALIDE;CONCEPT;chapitre résolu v2 (4 mots: ezechias face leternel tourna)
Esaie 38:3;VGR;63-0724;27;VALIDE;CONCEPT;chapitre résolu v3 (6 mots: eternel ezechias larmes marche souviens tes)
Esaie 38:4;VGR;63-0724;27;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: esaie leternel vint)
Esaie 38:5;VGR;63-0724;27;VALIDE;CONCEPT;chapitre résolu v5 (7 mots: annees david ezechias jajouterai larmes leternel tes)
Jean 5:24;VGR;63-0724;174;EXACT;CONCEPT;dis celui entend parole envoye vie eternelle jugement [couverture 7/14]
Matthieu 28:16;VGR;63-0724;19;PARTIEL;CONCEPT;commencé, pas achevé — sen rendre
Esaie 40:9;SKN;50-0409;3;VALIDE;LECTURE;chapitre résolu v9 (3 mots: monte nouvelles voix)
Marc 16:16;SKN;50-0409;1;VALIDE;CONCEPT;chapitre résolu v16 (3 mots: baptise condamne cru)
Marc 16:17;SKN;50-0409;1;VALIDE;CONCEPT;chapitre résolu v17 (8 mots: accompagneront auront chasseront cru demons langues nouvelles parleront)
Marc 16:18;SKN;50-0409;1;VALIDE;CONCEPT;chapitre résolu v18 (3 mots: auront mortel serpents)
Marc 16:19;SKN;50-0409;1;VALIDE;CONCEPT;chapitre résolu v19 (3 mots: droite fut sassit)
Marc 11:22;SKN;63-0120M;119;PARTIEL;CONCEPT;commencé, pas achevé — jesus dieu
Genese 15:9;SKN;64-0404;138;VALIDE;CONCEPT;chapitre résolu v9 (3 mots: belier chevre genisse)
Jean 14:12;SKN;64-0404;143;PARTIEL;CONCEPT;commencé, pas achevé — lui fais
Marc 11:22;VGR;63-0120M;119;VALIDE;CONCEPT;jesus foi dieu
Esaie 42:1;SKN;61-1224;43;VALIDE;CONCEPT;chapitre résolu v1 (5 mots: ame elu nations plaisir serviteur)
Esaie 42:2;SKN;61-1224;43;VALIDE;CONCEPT;chapitre résolu v2 (4 mots: criera entendre rue voix)
Esaie 42:3;SKN;61-1224;43;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: brisera brule roseau)
Esaie 42:4;SKN;61-1224;43;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: etabli iles loi)
Esaie 42:5;SKN;61-1224;43;VALIDE;CONCEPT;chapitre résolu v5 (6 mots: cieux cree deployes etendu marchent respiration)
Esaie 42:6;SKN;61-1224;43;VALIDE;CONCEPT;chapitre résolu v6 (5 mots: alliance appele garderai justice nations)
Esaie 42:7;SKN;61-1224;43;VALIDE;CONCEPT;chapitre résolu v7 (5 mots: aveugles cachot ouvrir prison tenebres)
Esaie 42:21;SKN;61-1224;43;VALIDE;CONCEPT;chapitre résolu v21 (3 mots: justice loi plaisir)
Jean 14:12;SKN;61-1224;95;EXACT;CONCEPT;dis croit moi fera lui fais [couverture 8/14]
Marc 16:16;SKN;61-1224;167;VALIDE;CONCEPT;chapitre résolu v16 (4 mots: baptise condamne cru sauve)
Marc 16:17;SKN;61-1224;167;VALIDE;CONCEPT;chapitre résolu v17 (3 mots: accompagneront auront cru)
Matthieu 4:16;SKN;61-1224;117;VALIDE;CONCEPT;chapitre résolu v16 (3 mots: levee region tenebres)
Esaie 45:23;SKN;64-0122;2;VALIDE;LECTURE;chapitre résolu v23 (4 mots: bouche genou jure langue)
Esaie 45:23;SKN;64-0122;4;VALIDE;LECTURE;chapitre résolu v23 (4 mots: bouche genou jure langue)
Hebreux 13:8;SKN;64-0122;94;EXACT;CONCEPT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Jean 5:19;SKN;64-0122;178;EXACT;CONCEPT;jesus verite dis fils rien lui meme quil [couverture 13/14]
Jean 14:12;SKN;64-0122;166;EXACT;CONCEPT;dis celui croit moi fera lui fais [couverture 9/14]
Esaie 53:1;SKN;50-0824;11;VALIDE;LECTURE;chapitre résolu v1 (3 mots: bras cru revele)
Esaie 53:4;SKN;50-0824;11;VALIDE;LECTURE;chapitre résolu v4 (3 mots: charge douleurs frappe)
Esaie 53:5;SKN;50-0824;11;VALIDE;LECTURE;chapitre résolu v5 (6 mots: blesse chatiment gueris iniquites meurtrissures paix)
Esaie 53:6;SKN;50-0824;11;VALIDE;LECTURE;chapitre résolu v6 (3 mots: brebis errants propre)
Esaie 53:11;SKN;50-0824;11;VALIDE;LECTURE;chapitre résolu v11 (3 mots: iniquites plusieurs serviteur)
Esaie 53:12;SKN;50-0824;11;VALIDE;LECTURE;chapitre résolu v12 (3 mots: compte grands plusieurs)
Esaie 53:1;SKN;51-0503;29;VALIDE;CONCEPT;chapitre résolu v1 (4 mots: bras cru leternel revele)
Hebreux 3:1;SKN;51-0503;12;VALIDE;CONCEPT;cest souverain sacrificateur confession jesus
Esaie 53:1;SKN;53-0403;36;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: bras cru leternel)
Esaie 53:4;SKN;53-0403;36;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: charge frappe lavons)
Esaie 53:5;SKN;53-0403;36;VALIDE;CONCEPT;chapitre résolu v5 (5 mots: blesse chatiment gueris meurtrissures paix)
Esaie 53:6;SKN;53-0403;36;VALIDE;CONCEPT;chapitre résolu v6 (5 mots: brebis errants leternel liniquite propre)
Esaie 53:7;SKN;53-0403;36;VALIDE;CONCEPT;chapitre résolu v7 (8 mots: agneau bouche boucherie brebis muette opprime ouvert tondent)
Esaie 53:8;SKN;53-0403;36;VALIDE;CONCEPT;chapitre résolu v8 (6 mots: frappe generation jugement langoisse retranche vivants)
Esaie 53:9;SKN;53-0403;36;VALIDE;CONCEPT;chapitre résolu v9 (7 mots: bouche fraude mechants navait riche sepulcre violence)
Esaie 53:10;SKN;53-0403;36;VALIDE;CONCEPT;chapitre résolu v10 (6 mots: leternel prolongera prosperera sacrifice souffrance verra)
Genese 1:21;SKN;53-0403;49;VALIDE;CONCEPT;chapitre résolu v21 (3 mots: animaux eaux grands)
Genese 1:26;SKN;53-0403;49;VALIDE;CONCEPT;chapitre résolu v26 (3 mots: faisons image ressemblance)
Esaie 53:1;VGR;51-0503;84;VALIDE;CONCEPT;chapitre résolu v1 (4 mots: bras cru leternel revele)
Hebreux 3:1;VGR;51-0503;34;EXACT;CONCEPT;cest souverain sacrificateur confession jesus [couverture 5/13]
Esaie 53:1;VGR;53-0403;36;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: bras cru leternel)
Esaie 53:3;VGR;53-0403;36;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: face meprise navons)
Esaie 53:4;VGR;53-0403;36;VALIDE;CONCEPT;chapitre résolu v4 (4 mots: afflige charge frappe lavons)
Esaie 53:5;VGR;53-0403;36;VALIDE;CONCEPT;chapitre résolu v5 (5 mots: blesse chatiment gueris meurtrissures paix)
Esaie 53:6;VGR;53-0403;36;VALIDE;CONCEPT;chapitre résolu v6 (5 mots: brebis errants leternel liniquite propre)
Esaie 53:7;VGR;53-0403;36;VALIDE;CONCEPT;chapitre résolu v7 (9 mots: afflige agneau bouche boucherie brebis muette opprime ouvert)
Esaie 53:8;VGR;53-0403;36;VALIDE;CONCEPT;chapitre résolu v8 (6 mots: frappe generation jugement langoisse retranche vivants)
Esaie 53:9;VGR;53-0403;36;VALIDE;CONCEPT;chapitre résolu v9 (7 mots: bouche fraude mechants navait riche sepulcre violence)
Esaie 53:10;VGR;53-0403;36;VALIDE;CONCEPT;chapitre résolu v10 (6 mots: leternel prolongera prosperera sacrifice souffrance verra)
Esaie 53:2;VGR;65-0429E;180;EXACT;CONCEPT;devant lui dune voyons [couverture 5/14]
Hebreux 13:8;VGR;65-0429E;185;VALIDE;CONCEPT;jesus christ meme
Esaie 53:5;SKN;62-1223;69;EXACT;CONCEPT;blesse nos meurtri iniquites lui meurtrissures [couverture 6/12]
Hebreux 13:8;SKN;62-1223;196;VALIDE;CONCEPT;jesus meme hier eternellement
Psaumes 89:50;SKN;62-1223;48;VALIDE;CONCEPT;chapitre résolu v50 (5 mots: peuples sein serviteurs souviens tes)
Psaumes 89:51;SKN;62-1223;48;VALIDE;CONCEPT;chapitre résolu v51 (4 mots: ennemis eternel oint tes)
Esaie 53:5;VGR;62-1223;97;EXACT;CONCEPT;blesse nos meurtri meurtrissures [couverture 5/12]
Hebreux 13:8;VGR;62-1223;292;EXACT;CONCEPT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Esaie 53:6;SKN;64-1221;176;VALIDE;CONCEPT;brebis sommes propre lui
Jean 10:4;SKN;64-1221;126;VALIDE;CONCEPT;chapitre résolu v4 (4 mots: brebis connaissent suivent voix)
Jean 10:5;SKN;64-1221;126;VALIDE;CONCEPT;chapitre résolu v5 (5 mots: connaissent etranger etrangers suivront voix)
Jean 10:27;SKN;64-1221;126;VALIDE;CONCEPT;chapitre résolu v27 (3 mots: brebis suivent voix)
Jean 14:12;SKN;64-1221;81;EXACT;CONCEPT;verite dis celui croit moi fera lui fais [couverture 12/14]
Job 38:7;SKN;64-1221;92;EXACT;CONCEPT;etoiles matin chantaient ensemble fils dieu joie [couverture 7/8]
Joel 2:28;SKN;64-1221;40;EXACT;CONCEPT;cela esprit chair vos fils filles prophetiseront vieillards [couverture 10/14]
Luc 1:52;SKN;64-1221;104;PARTIEL;CONCEPT;commencé, pas achevé — eleve
Matthieu 5:3;SKN;64-1221;103;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: cieux pauvres royaume)
Matthieu 24:24;SKN;64-1221;255;VALIDE;CONCEPT;possible meme elus
Zacharie 14:7;SKN;64-1221;164;EXACT;CONCEPT;jour temps soir lumiere [couverture 5/10]
Esaie 53:6;VGR;64-1221;176;EXACT;CONCEPT;brebis sommes propre chemin lui [couverture 5/12]
Jean 10:4;VGR;64-1221;126;VALIDE;CONCEPT;chapitre résolu v4 (4 mots: brebis connaissent suivent voix)
Jean 10:5;VGR;64-1221;126;VALIDE;CONCEPT;chapitre résolu v5 (5 mots: connaissent etranger etrangers suivront voix)
Jean 10:16;VGR;64-1221;126;VALIDE;CONCEPT;chapitre résolu v16 (3 mots: berger brebis voix)
Jean 10:25;VGR;64-1221;126;VALIDE;CONCEPT;chapitre résolu v25 (3 mots: rendent temoignage uvres)
Jean 10:27;VGR;64-1221;126;VALIDE;CONCEPT;chapitre résolu v27 (3 mots: brebis suivent voix)
Jean 14:12;VGR;64-1221;81;EXACT;CONCEPT;verite dis celui croit moi fera lui uvres [couverture 12/14]
Job 38:7;VGR;64-1221;92;EXACT;CONCEPT;etoiles matin fils dieu eclataient joie [couverture 6/8]
Joel 2:28;VGR;64-1221;40;EXACT;CONCEPT;cela repandrai esprit chair vos fils filles prophetiseront [couverture 11/14]
Luc 1:52;VGR;64-1221;104;PARTIEL;CONCEPT;commencé, pas achevé — eleve
Matthieu 5:3;VGR;64-1221;103;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: cieux pauvres royaume)
Matthieu 24:24;VGR;64-1221;255;VALIDE;CONCEPT;possible meme elus
Zacharie 14:7;VGR;64-1221;164;VALIDE;CONCEPT;temps soir lumiere
Esaie 61:1;SKN;55-0410M;37;VALIDE;CONCEPT;chapitre résolu v1 (7 mots: apporter bonnes captifs envoye liberte oint prison)
Galates 1:8;SKN;55-0410M;87;VALIDE;CONCEPT;ange venu soit anatheme
Jean 21:3;SKN;55-0410M;5;VALIDE;CONCEPT;chapitre résolu v3 (6 mots: monterent nuit pecher prirent simon sortirent)
Jean 21:4;SKN;55-0410M;5;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: disciples rivage savaient)
Jean 21:8;SKN;55-0410M;5;VALIDE;CONCEPT;chapitre résolu v8 (3 mots: disciples loin vinrent)
Esaie 61:1;SKN;65-0125;23;VALIDE;CONCEPT;chapitre résolu v1 (4 mots: apporter brise oint panser)
Esaie 61:1;SKN;65-0125;24;EXACT;CONCEPT;seigneur moi parce panser ceux ont [couverture 5/14]
Jean 16:21;SKN;65-0125;12;VALIDE;CONCEPT;femme donne lui
Luc 17:30;SKN;65-0125;26;VALIDE;CONCEPT;sera meme jour fils
Esaie 61:1;VGR;55-0410M;37;VALIDE;CONCEPT;chapitre résolu v1 (7 mots: bonnes captifs envoye liberte nouvelles oint prison)
Galates 1:8;VGR;55-0410M;87;EXACT;CONCEPT;ange venu avons quil soit anatheme [couverture 6/11]
Jean 21:3;VGR;55-0410M;5;VALIDE;CONCEPT;chapitre résolu v3 (6 mots: monterent nuit pecher prirent simon sortirent)
Jean 21:4;VGR;55-0410M;5;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: disciples rivage savaient)
Jean 21:8;VGR;55-0410M;5;VALIDE;CONCEPT;chapitre résolu v8 (3 mots: disciples loin vinrent)
Esaie 61:1;VGR;65-0125;39;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: brise oint panser)
Luc 17:30;VGR;65-0125;43;EXACT;CONCEPT;sera meme jour fils lhomme [couverture 6/7]
Jean 5:19;SKN;55-0807E;15;EXACT;CONCEPT;jesus verite dis fils rien lui meme quil [couverture 7/14]
Luc 2:22;SKN;55-0807E;2;VALIDE;LECTURE;chapitre résolu v22 (3 mots: jerusalem loi selon)
Luc 2:23;SKN;55-0807E;2;VALIDE;LECTURE;chapitre résolu v23 (4 mots: appele ecrit loi selon)
Luc 2:25;SKN;55-0807E;2;VALIDE;LECTURE;chapitre résolu v25 (6 mots: attendait consolation disrael jerusalem pieux simeon)
Luc 2:27;SKN;55-0807E;2;VALIDE;LECTURE;chapitre résolu v27 (6 mots: apportaient egard loi selon temple vint)
Luc 2:29;SKN;55-0807E;2;VALIDE;LECTURE;chapitre résolu v29 (3 mots: laisses paix selon)
Luc 2:34;SKN;55-0807E;2;VALIDE;LECTURE;chapitre résolu v34 (3 mots: benit plusieurs simeon)
Luc 2:39;SKN;55-0807E;2;VALIDE;LECTURE;chapitre résolu v39 (3 mots: loi selon sen)
Genese 1:26;SKN;61-0429E;63;VALIDE;CONCEPT;dieu homme selon mer oiseaux
Jean 5:19;SKN;61-0429E;69;EXACT;CONCEPT;jesus dis fils rien lui meme quil voie [couverture 6/14]
Exode 13:31;SKN;63-0801;130;LAPSUS;CONCEPT;annoncé — dit en réalité exode 13:21
exode 13:21;SKN;63-0801;130;LAPSUS-LU;CONCEPT;lu — annoncé sous Exode 13:31
Jean 8:58;SKN;63-0801;130;EXACT;CONCEPT;jesus verite dis avant quabraham fut suis [couverture 8/8]
Jean 14:12;SKN;63-0801;166;EXACT;CONCEPT;celui croit moi fera lui fais [couverture 8/14]
Marc 11:24;SKN;63-0801;66;VALIDE;CONCEPT;cest pourquoi croyez sera
Jean 14:2;SKN;47-1123;5;VALIDE;LECTURE;chapitre résolu v2 (3 mots: demeures plusieurs preparer)
Jean 14:3;SKN;47-1123;5;VALIDE;LECTURE;chapitre résolu v3 (3 mots: aupres prendrai reviendrai)
Jean 14:5;SKN;47-1123;5;VALIDE;LECTURE;chapitre résolu v5 (3 mots: chemin pouvons vas)
Jean 14:12;SKN;47-1123;5;VALIDE;LECTURE;chapitre résolu v12 (4 mots: celles croit grandes uvres)
Jean 14:16;SKN;47-1123;5;VALIDE;LECTURE;chapitre résolu v16 (3 mots: consolateur donnera prierai)
Jean 14:24;SKN;47-1123;5;VALIDE;LECTURE;chapitre résolu v24 (4 mots: entendez envoye garde paroles)
Jean 14:27;SKN;47-1123;5;VALIDE;LECTURE;chapitre résolu v27 (3 mots: laisse paix trouble)
Matthieu 12:38;SKN;62-0721;20;VALIDE;CONCEPT;chapitre résolu v38 (4 mots: maitre pharisiens scribes uns)
Matthieu 12:39;SKN;62-0721;20;VALIDE;CONCEPT;chapitre résolu v39 (4 mots: adultere generation jonas mechante)
Matthieu 12:40;SKN;62-0721;20;VALIDE;CONCEPT;chapitre résolu v40 (5 mots: fut jonas nuits sein ventre)
Matthieu 12:41;SKN;62-0721;20;VALIDE;CONCEPT;chapitre résolu v41 (7 mots: condamneront generation jonas jugement leveront ninive predication)
Matthieu 12:42;SKN;62-0721;20;VALIDE;CONCEPT;chapitre résolu v42 (10 mots: condamnera entendre generation jugement levera midi reine sagesse)
Matthieu 12:45;SKN;62-0721;20;VALIDE;CONCEPT;chapitre résolu v45 (3 mots: etant generation mechante)
Jean 5:24;SKN;62-0708;186;VALIDE;CONCEPT;dis celui parole croit envoye vie eternelle passe
Galates 5:22;SKN;57-0417;59;VALIDE;CONCEPT;chapitre résolu v22 (5 mots: bienveillance bonte joie longanimite paix)
Hebreux 4:12;SKN;63-1103;72;VALIDE;CONCEPT;chapitre résolu v12 (7 mots: discerne epee jointures moelles penetrante pensees tranchants)
Hebreux 13:8;SKN;63-1103;121;EXACT;CONCEPT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Hebreux 13:8;SKN;63-1103;168;EXACT;CONCEPT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Hebreux 13:8;SKN;63-1103;195;EXACT;CONCEPT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Jean 5:24;SKN;63-1103;297;EXACT;CONCEPT;dis celui parole croit envoye vie eternelle jugement [couverture 8/14]
Jean 14:12;SKN;63-1103;188;EXACT;CONCEPT;dis celui croit moi fera fais parce [couverture 8/14]
Jean 14:12;SKN;63-1103;196;EXACT;CONCEPT;dis celui croit moi fera fais vais [couverture 8/14]
Marc 4:35;SKN;63-1103;42;PARTIEL;CONCEPT;commencé, pas achevé — jour etant
