ref;traduction;code;paragraphe;statut;cadre;note
Matthieu 28:19;SKN;57-0925;114;PARTIEL;CONCEPT;commencé, pas achevé — fils
Matthieu 28:19;SKN;57-0925;146;EXACT;CONCEPT;faites disciples nations baptisant nom pere fils saint [couverture 8/10]
Matthieu 28:19;SKN;57-0925;176;VALIDE;CONCEPT;disciples nom saint
Deuteronome 32:1;SKN;58-0316A;2;PARTIEL;LECTURE;commencé, pas achevé — bouche [plage 1-12 éclatée]
Deuteronome 32:2;SKN;58-0316A;2;PARTIEL;LECTURE;commencé, pas achevé — bouche [plage 1-12 éclatée]
Deuteronome 32:3;SKN;58-0316A;2;PARTIEL;LECTURE;commencé, pas achevé — bouche [plage 1-12 éclatée]
Deuteronome 32:4;SKN;58-0316A;2;PARTIEL;LECTURE;commencé, pas achevé — bouche [plage 1-12 éclatée]
Deuteronome 32:5;SKN;58-0316A;2;PARTIEL;LECTURE;commencé, pas achevé — bouche [plage 1-12 éclatée]
Deuteronome 32:6;SKN;58-0316A;2;PARTIEL;LECTURE;commencé, pas achevé — bouche [plage 1-12 éclatée]
Deuteronome 32:7;SKN;58-0316A;2;PARTIEL;LECTURE;commencé, pas achevé — bouche [plage 1-12 éclatée]
Deuteronome 32:8;SKN;58-0316A;2;PARTIEL;LECTURE;commencé, pas achevé — bouche [plage 1-12 éclatée]
Deuteronome 32:9;SKN;58-0316A;2;PARTIEL;LECTURE;commencé, pas achevé — bouche [plage 1-12 éclatée]
Deuteronome 32:10;SKN;58-0316A;2;PARTIEL;LECTURE;commencé, pas achevé — bouche [plage 1-12 éclatée]
Deuteronome 32:11;SKN;58-0316A;2;PARTIEL;LECTURE;commencé, pas achevé — bouche [plage 1-12 éclatée]
Deuteronome 32:12;SKN;58-0316A;2;PARTIEL;LECTURE;commencé, pas achevé — bouche [plage 1-12 éclatée]
Jean 3:16;SKN;58-0316A;79;VALIDE;CONCEPT;dieu tant aime monde quil donne fils unique
Actes 10:49;SKN;58-0523;38;LAPSUS;CONCEPT;annoncé — dit en réalité actes 10:48
actes 10:48;SKN;58-0523;38;LAPSUS-LU;CONCEPT;lu — annoncé sous Actes 10:49
Hebreux 13:8;SKN;58-0523;10;VALIDE;LECTURE;jesus meme hier aujourdhui eternellement
Jean 5:19;SKN;58-0523;21;EXACT;CONCEPT;jesus verite dis fils rien lui meme quil [couverture 5/14]
Jean 6:22;SKN;58-0523;24;VALIDE;CONCEPT;chapitre résolu v22 (3 mots: foule lequel sen)
Jean 12:20;SKN;58-0523;10;VALIDE;LECTURE;avait quelques grecs dentre ceux etaient montes adorer
Psaumes 103:3;SKN;58-0523;13;EXACT;CONCEPT;cest lui pardonne iniquites guerit [couverture 5/8]
Actes 2:2;SKN;58-0927;187;VALIDE;CONCEPT;chapitre résolu v2 (4 mots: coup fit impetueux remplit)
Actes 2:2;SKN;58-0927;188;VALIDE;CONCEPT;chapitre résolu v2 (4 mots: coup fit impetueux remplit)
Apocalypse 1:12;SKN;58-0927;180;VALIDE;CONCEPT;chapitre résolu v12 (3 mots: dor retourne sept)
Apocalypse 1:13;SKN;58-0927;180;VALIDE;CONCEPT;chapitre résolu v13 (4 mots: dor milieu sept vetu)
Apocalypse 2:20;SKN;58-0927;179;VALIDE;CONCEPT;jai contre toi laisses femme prophetesse enseigne mes
Apocalypse 13:1;SKN;58-0927;38;VALIDE;CONCEPT;chapitre résolu v1 (4 mots: bete cornes mer vis)
Apocalypse 13:2;SKN;58-0927;38;VALIDE;CONCEPT;chapitre résolu v2 (4 mots: bete donna dragon vis)
Apocalypse 13:11;SKN;58-0927;38;VALIDE;CONCEPT;chapitre résolu v11 (5 mots: agneau bete cornes dragon vis)
Apocalypse 13:1;SKN;58-0927;60;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: bete sept tetes)
Apocalypse 13:3;SKN;58-0927;60;VALIDE;CONCEPT;chapitre résolu v3 (4 mots: bete guerie lune tetes)
Apocalypse 13:18;SKN;58-0927;60;VALIDE;CONCEPT;chapitre résolu v18 (4 mots: bete lintelligence nombre sagesse)
Apocalypse 17:1;SKN;58-0927;31;VALIDE;CONCEPT;chapitre résolu v1 (9 mots: anges assise coupes eaux montrerai prostituee sept viens)
Apocalypse 17:15;SKN;58-0927;31;VALIDE;CONCEPT;chapitre résolu v15 (8 mots: assise eaux foules langues nations peuples prostituee vues)
Apocalypse 19:2;SKN;58-0927;110;EXACT;CONCEPT;jugements veritables justes juge grande prostituee corrompait terre [couverture 11/14]
Deuteronome 23:2;SKN;58-0927;74;VALIDE;CONCEPT;chapitre résolu v2 (4 mots: generation illegitime leternel nentrera)
Deuteronome 23:3;SKN;58-0927;74;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: generation leternel nentrera)
Galates 1:8;SKN;58-0927;160;EXACT;CONCEPT;ange ciel quil soit anatheme [couverture 5/11]
Genese 3:16;SKN;58-0927;150;VALIDE;CONCEPT;femme tes desir mari
Genese 3:16;SKN;58-0927;152;VALIDE;CONCEPT;femme tes desir mari lui
Romains 8:28;SKN;58-0927;224;VALIDE;CONCEPT;chapitre résolu v28 (3 mots: aiment appeles selon)
Romains 8:29;SKN;58-0927;224;VALIDE;CONCEPT;chapitre résolu v29 (3 mots: limage predestines premier)
Romains 8:30;SKN;58-0927;224;VALIDE;CONCEPT;chapitre résolu v30 (4 mots: appeles glorifies justifies predestines)
Actes 2:4;SKN;59-0418;35;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: dautres langues remplis)
Jean 4:9;SKN;59-0418;69;VALIDE;CONCEPT;chapitre résolu v9 (4 mots: juif juifs nont samaritains)
Actes 2:22;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v22 (6 mots: aupres milieu miracles paroles prodiges signes)
Actes 2:28;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v28 (4 mots: connaitre joie mas rempliras)
Actes 2:29;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v29 (6 mots: david enseveli milieu patriarche permis sepulcre)
Actes 2:30;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v30 (4 mots: asseoir sachant serment trone)
Actes 2:31;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v31 (3 mots: chair corruption resurrection)
Actes 2:34;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v34 (4 mots: assieds david droite monte)
Actes 2:35;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v35 (3 mots: ennemis marchepied tes)
Actes 2:36;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v36 (3 mots: crucifie disrael sache)
Actes 2:37;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v37 (4 mots: apotres dirent eurent ferons)
Actes 2:38;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v38 (5 mots: baptise don peches recevrez repentez)
Actes 2:40;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v40 (7 mots: conjurait exhortait generation paroles perverse plusieurs sauvez)
Actes 2:41;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v41 (3 mots: ames baptises furent)
Actes 2:42;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v42 (6 mots: apotres communion fraction pain perseveraient prieres)
Actes 2:43;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v43 (4 mots: apotres crainte miracles prodiges)
Actes 2:45;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v45 (3 mots: biens selon vendaient)
Actes 2:46;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v46 (9 mots: commun joie maisons nourriture pain perseveraient prenaient simplicite)
Actes 2:47;SKN;59-1115;93;VALIDE;CONCEPT;chapitre résolu v47 (3 mots: ajoutait louant sauves)
Marc 16:17;SKN;59-1115;85;VALIDE;CONCEPT;chapitre résolu v17 (9 mots: accompagneront auront chasseront cru demons langues nouvelles parleront)
Marc 16:18;SKN;59-1115;85;VALIDE;CONCEPT;chapitre résolu v18 (3 mots: auront mortel serpents)
Actes 2:22;SKN;60-0724;49;VALIDE;CONCEPT;chapitre résolu v22 (3 mots: miracles paroles prodiges)
Actes 2:31;SKN;60-0724;49;VALIDE;CONCEPT;chapitre résolu v31 (3 mots: chair laisse resurrection)
Actes 2:43;SKN;60-0724;49;VALIDE;CONCEPT;chapitre résolu v43 (3 mots: faisaient miracles prodiges)
Esaie 9:6;SKN;60-0724;36;VALIDE;CONCEPT;enfant fils donne sera epaule nom conseiller dieu
Hebreux 4:12;SKN;60-0724;95;VALIDE;CONCEPT;chapitre résolu v12 (4 mots: epee penetrante pensees tranchants)
Hebreux 4:15;SKN;60-0724;95;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: infirmites sacrificateur souverain)
Jean 5:19;SKN;60-0724;95;VALIDE;CONCEPT;jesus dis rien lui meme quil voie chose
Matthieu 24:35;SKN;60-0724;27;VALIDE;CONCEPT;ciel terre passeront mes paroles
Actes 2:4;SKN;60-0807;13;VALIDE;CONCEPT;chapitre résolu v4 (5 mots: donnait furent langues remplis selon)
Actes 2:5;SKN;60-0807;13;VALIDE;CONCEPT;chapitre résolu v5 (3 mots: jerusalem juifs pieux)
Actes 2:6;SKN;60-0807;13;VALIDE;CONCEPT;chapitre résolu v6 (3 mots: bruit entendait propre)
Actes 2:6;SKN;60-0807;19;VALIDE;CONCEPT;chapitre résolu v6 (3 mots: entendait fut propre)
Actes 2:11;SKN;60-0807;19;VALIDE;CONCEPT;chapitre résolu v11 (4 mots: entendons juifs langues proselytes)
Actes 2:4;SKN;60-0807;9;VALIDE;CONCEPT;furent remplis saint parler langues selon donnait
Actes 2:4;SKN;60-0807;15;EXACT;CONCEPT;furent remplis saint parler langues selon donnait [couverture 7/12]
Actes 2:4;SKN;60-0807;19;VALIDE;CONCEPT;saint parler langues
Actes 2:4;SKN;60-0807;25;VALIDE;CONCEPT;remplis saint parler langues
Actes 2:38;SKN;60-0807;2;EXACT;CONCEPT;repentez chacun soit baptise nom jesus peches recevrez [couverture 11/14]
Actes 10:44;SKN;60-0807;9;VALIDE;CONCEPT;pierre prononcait mots saint ceux parole
Actes 10:49;SKN;60-0807;9;LAPSUS;CONCEPT;annoncé — dit en réalité actes 10:44
actes 10:44;SKN;60-0807;9;LAPSUS-LU;CONCEPT;lu — annoncé sous Actes 10:49
Actes 10:49;SKN;60-0807;19;LAPSUS;CONCEPT;annoncé — dit en réalité actes 10:46
actes 10:46;SKN;60-0807;19;LAPSUS-LU;CONCEPT;lu — annoncé sous Actes 10:49
Actes 19:5;SKN;60-0807;9;VALIDE;CONCEPT;choses furent jesus
Actes 19:6;SKN;60-0807;9;VALIDE;CONCEPT;paul impose mains saint vint eux langues
Actes 2:4;SKN;60-1125;52;VALIDE;CONCEPT;chapitre résolu v4 (6 mots: dautres donnait furent langues remplis selon)
Actes 2:13;SKN;60-1125;52;VALIDE;CONCEPT;chapitre résolu v13 (4 mots: dautres disaient doux vin)
Actes 2:15;SKN;60-1125;52;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: heure ivres troisieme)
Actes 2:17;SKN;60-1125;52;VALIDE;CONCEPT;chapitre résolu v17 (5 mots: chair derniers filles prophetiseront repandrai)
Actes 2:22;SKN;60-1125;52;VALIDE;CONCEPT;chapitre résolu v22 (3 mots: milieu miracles prodiges)
Actes 2:26;SKN;60-1125;52;VALIDE;CONCEPT;chapitre résolu v26 (3 mots: chair langue reposera)
Actes 2:27;SKN;60-1125;52;VALIDE;CONCEPT;chapitre résolu v27 (3 mots: ame corruption voie)
Actes 2:29;SKN;60-1125;52;VALIDE;CONCEPT;chapitre résolu v29 (6 mots: david enseveli milieu patriarche permis sepulcre)
Actes 2:34;SKN;60-1125;52;VALIDE;CONCEPT;chapitre résolu v34 (3 mots: assieds david droite)
Actes 2:38;SKN;60-1125;52;VALIDE;CONCEPT;chapitre résolu v38 (5 mots: baptise don peches recevrez repentez)
Actes 2:43;SKN;60-1125;52;VALIDE;CONCEPT;chapitre résolu v43 (3 mots: ame miracles prodiges)
Actes 4:24;SKN;60-1125;56;VALIDE;CONCEPT;chapitre résolu v24 (3 mots: accord commun mer)
Actes 4:25;SKN;60-1125;56;VALIDE;CONCEPT;chapitre résolu v25 (3 mots: nations peuples vaines)
Actes 4:27;SKN;60-1125;56;VALIDE;CONCEPT;chapitre résolu v27 (3 mots: disrael nations peuples)
Exode 19:21;SKN;60-1125;33;VALIDE;CONCEPT;chapitre résolu v21 (3 mots: descends leternel nombre)
Job 7:27;SKN;60-1125;55;LAPSUS;CONCEPT;annoncé — dit en réalité job 7:4
job 7:4;SKN;60-1125;55;LAPSUS-LU;CONCEPT;lu — annoncé sous Job 7:27
Joel 2:28;SKN;60-1125;50;VALIDE;CONCEPT;apres cela repandrai esprit chair vos fils filles
Genese 1:1;SKN;60-1127M;16;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: cieux commencement crea)
Genese 1:11;SKN;60-1127M;16;VALIDE;CONCEPT;chapitre résolu v11 (3 mots: espece selon semence)
Genese 1:12;SKN;60-1127M;16;VALIDE;CONCEPT;chapitre résolu v12 (3 mots: espece selon semence)
Genese 1:21;SKN;60-1127M;16;VALIDE;CONCEPT;chapitre résolu v21 (3 mots: crea espece selon)
Genese 1:25;SKN;60-1127M;16;VALIDE;CONCEPT;chapitre résolu v25 (3 mots: espece fit selon)
Marc 11:22;SKN;60-1127M;7;PARTIEL;CONCEPT;commencé, pas achevé — jesus dieu
Actes 19:4;SKN;60-1205;103;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: bapteme croient paul)
Actes 19:29;SKN;60-1205;103;VALIDE;CONCEPT;chapitre résolu v29 (3 mots: fut paul voyage)
Galates 1:8;SKN;60-1205;203;VALIDE;CONCEPT;ange ciel soit anatheme
Hebreux 6:7;SKN;60-1205;236;VALIDE;CONCEPT;chapitre résolu v7 (3 mots: herbes pluie souvent)
Hebreux 6:8;SKN;60-1205;236;VALIDE;CONCEPT;chapitre résolu v8 (3 mots: chardons epines pres)
Hebreux 11:37;SKN;60-1205;41;VALIDE;CONCEPT;chapitre résolu v37 (5 mots: brebis chevres maltraites peaux vetus)
Hebreux 13:8;SKN;60-1205;121;VALIDE;CONCEPT;jesus meme hier
Marc 16:9;SKN;60-1205;43;VALIDE;CONCEPT;chapitre résolu v9 (3 mots: etant premier sept)
Marc 16:17;SKN;60-1205;43;VALIDE;CONCEPT;chapitre résolu v17 (3 mots: accompagneront auront cru)
Matthieu 5:12;SKN;60-1205;89;VALIDE;CONCEPT;chapitre résolu v12 (3 mots: persecute prophetes rejouissez)
Matthieu 5:44;SKN;60-1205;89;VALIDE;CONCEPT;chapitre résolu v44 (3 mots: aimez font maudissent)
Actes 2:23;SKN;61-0209;33;VALIDE;CONCEPT;chapitre résolu v23 (3 mots: ayant cloue croix)
Exode 19:5;SKN;61-0209;29;VALIDE;CONCEPT;chapitre résolu v5 (3 mots: alliance gardez propre)
Galates 3:19;SKN;61-0209;22;VALIDE;CONCEPT;chapitre résolu v19 (3 mots: ayant faite loi)
Jean 15:7;SKN;61-0209;46;VALIDE;CONCEPT;chapitre résolu v7 (4 mots: demanderez demeurent demeurez paroles)
Actes 19:4;SKN;61-0210;189;VALIDE;CONCEPT;chapitre résolu v4 (5 mots: bapteme baptise paul repentance venait)
Actes 19:6;SKN;61-0210;189;VALIDE;CONCEPT;chapitre résolu v6 (3 mots: impose langues paul)
Daniel 12:3;SKN;61-0210;78;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: brilleront etoiles perpetuite)
Ephesiens 4:30;SKN;61-0210;191;EXACT;CONCEPT;nattristez saint dieu lequel avez scelles jour redemption [couverture 5/9]
Galates 1:8;SKN;61-0210;189;EXACT;CONCEPT;ange ciel avons quil soit anatheme [couverture 6/11]
Genese 1:26;SKN;61-0210;105;PARTIEL;CONCEPT;commencé, pas achevé — dieu selon
Genese 13:14;SKN;61-0210;201;VALIDE;CONCEPT;apres separe lui tes
Genese 13:16;SKN;61-0210;57;EXACT;CONCEPT;semence sera poussiere terre compter [couverture 9/13]
Genese 15:5;SKN;61-0210;58;EXACT;CONCEPT;dehors regarde compte etoiles peux compter lui ainsi [couverture 9/13]
Genese 17:1;SKN;61-0210;201;VALIDE;CONCEPT;etait lui suis dieu
Genese 22:14;SKN;61-0210;200;PARTIEL;CONCEPT;commencé, pas achevé — abraham sera
Apocalypse 1:3;SKN;61-0318;39;PARTIEL;CONCEPT;commencé, pas achevé — choses temps
Actes 2:38;SKN;61-0319;89;VALIDE;CONCEPT;pierre jesus saint
Apocalypse 2:20;SKN;61-0319;59;PARTIEL;CONCEPT;commencé, pas achevé — femme prophetesse
Apocalypse 13:5;SKN;61-0319;31;VALIDE;CONCEPT;chapitre résolu v5 (3 mots: fut grandes pouvoir)
Apocalypse 13:7;SKN;61-0319;31;VALIDE;CONCEPT;chapitre résolu v7 (3 mots: fut nation pouvoir)
Apocalypse 13:11;SKN;61-0319;31;VALIDE;CONCEPT;chapitre résolu v11 (3 mots: agneau cornes dragon)
Apocalypse 17:17;SKN;61-0319;31;VALIDE;CONCEPT;dieu meme donner bete
Malachie 3:1;SKN;61-0319;85;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: chemin messager viendra)
Matthieu 17:10;SKN;61-0319;84;VALIDE;CONCEPT;chapitre résolu v10 (3 mots: disent premierement scribes)
Actes 2:22;SKN;61-0410;37;VALIDE;CONCEPT;chapitre résolu v22 (3 mots: memes prodiges signes)
Esaie 1:18;SKN;61-0410;8;VALIDE;LECTURE;venez plaidons leternel vos peches cramoisi deviendront blancs
Galates 1:8;SKN;61-0410;61;VALIDE;CONCEPT;memes ange ciel quil soit anatheme
Joel 2:25;SKN;61-0410;83;VALIDE;CONCEPT;chapitre résolu v25 (3 mots: annees qua rendrai)
Luc 24:49;SKN;61-0410;74;EXACT;CONCEPT;moi pere ville jusqua den haut [couverture 5/13]
Apocalypse 7:4;SKN;61-0808;71;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: disrael nombre scelles)
Jean 5:24;SKN;61-0808;59;EXACT;CONCEPT;celui parole croit envoye vie eternelle vient jugement [couverture 10/14]
Actes 2:38;SKN;61-0813;16;VALIDE;CONCEPT;chapitre résolu v38 (3 mots: don peches recevrez)
Actes 2:4;SKN;61-0813;23;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: langues remplis selon)
Jacques 5:14;SKN;61-0813;13;EXACT;CONCEPT;quelquun parmi malade quil appelle anciens quils prient [couverture 10/14]
Apocalypse 3:1;SKN;62-0407;93;VALIDE;CONCEPT;voici sept dieu [plage 1-3 éclatée]
Apocalypse 3:2;SKN;62-0407;93;VALIDE;CONCEPT;voici sept dieu [plage 1-3 éclatée]
Apocalypse 3:3;SKN;62-0407;93;VALIDE;CONCEPT;voici sept dieu [plage 1-3 éclatée]
Apocalypse 13:2;SKN;62-0407;100;VALIDE;CONCEPT;chapitre résolu v2 (3 mots: bete dragon trone)
Apocalypse 13:4;SKN;62-0407;100;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: bete combattre dragon)
Apocalypse 13:11;SKN;62-0407;100;VALIDE;CONCEPT;chapitre résolu v11 (3 mots: bete dragon parlait)
Apocalypse 13:14;SKN;62-0407;100;VALIDE;CONCEPT;chapitre résolu v14 (3 mots: bete fut image)
Apocalypse 13:15;SKN;62-0407;100;VALIDE;CONCEPT;chapitre résolu v15 (4 mots: bete donner fut limage)
Deuteronome 18:22;SKN;62-0407;44;EXACT;CONCEPT;prophete parlera leternel chose cest parole dite [couverture 6/14]
Genese 1:11;SKN;62-0407;36;VALIDE;CONCEPT;dieu terre semence selon espece
Hebreux 2:4;SKN;62-0407;37;EXACT;CONCEPT;dieu temoignage eux signes prodiges divers miracles saint [couverture 6/14]
Hebreux 2:4;SKN;62-0407;66;VALIDE;CONCEPT;dieu temoignage signes prodiges lesprit saint selon
Jean 15:4;SKN;62-0407;98;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: cep fruit sarment)
Jean 15:5;SKN;62-0407;98;VALIDE;CONCEPT;chapitre résolu v5 (3 mots: cep fruit sarments)
Malachie 3:1;SKN;62-0407;43;VALIDE;CONCEPT;chapitre résolu v1 (5 mots: chemin jenvoie leternel messager prenez)
Malachie 3:1;SKN;62-0407;83;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: jenvoie leternel messager)
Malachie 3:7;SKN;62-0407;83;VALIDE;CONCEPT;chapitre résolu v7 (3 mots: detournes leternel peres)
Matthieu 11:6;SKN;62-0407;39;LAPSUS;CONCEPT;annoncé — dit en réalité Genese 1:11
Genese 1:11;SKN;62-0407;39;LAPSUS-LU;CONCEPT;lu — annoncé sous Matthieu 11:6
Matthieu 12:24;SKN;62-0407;105;PARTIEL;CONCEPT;commencé, pas achevé — cela
Matthieu 13:24;SKN;62-0407;107;VALIDE;CONCEPT;disant homme bonne
Matthieu 24:24;SKN;62-0407;46;VALIDE;CONCEPT;chapitre résolu v24 (7 mots: elus faux maniere possible prodiges prophetes signes)
Matthieu 24:24;SKN;62-0407;73;VALIDE;CONCEPT;chapitre résolu v24 (5 mots: faux grands possible prodiges signes)
Zacharie 14:7;SKN;62-0407;115;VALIDE;CONCEPT;sera jour leternel nuit temps soir aura lumiere
Genese 22:16;SKN;62-0624;42;VALIDE;CONCEPT;jai moi leternel parce chose fils
Malachie 3:1;SKN;62-0624;57;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: jenvoie leternel messager)
Malachie 4:5;SKN;62-0624;55;VALIDE;CONCEPT;chapitre résolu v5 (3 mots: elie leternel vienne)
Malachie 4:5;SKN;62-0624;57;VALIDE;CONCEPT;chapitre résolu v5 (3 mots: elie leternel vienne)
Matthieu 11:6;SKN;62-0624;56;PARTIEL;CONCEPT;commencé, pas achevé — moi
Actes 2:38;SKN;63-0123;208;VALIDE;CONCEPT;chapitre résolu v38 (4 mots: don peches recevrez repentez)
Galates 1:8;SKN;63-0123;227;EXACT;CONCEPT;ange ciel quil soit anatheme [couverture 5/11]
Hebreux 13:8;SKN;63-0123;293;PARTIEL;CONCEPT;commencé, pas achevé — jesus meme
Jean 3:16;SKN;63-0123;48;EXACT;CONCEPT;dieu tant aime monde quil donne fils unique [couverture 14/14]
Jean 3:16;SKN;63-0123;86;VALIDE;CONCEPT;dieu quil lui
Jean 5:19;SKN;63-0123;291;EXACT;CONCEPT;jesus verite dis fils rien lui meme quil [couverture 9/14]
Jean 14:12;SKN;63-0123;242;EXACT;CONCEPT;celui croit moi fera lui fais [couverture 8/14]
Philippiens 2:5;SKN;63-0123;32;VALIDE;CONCEPT;quil christ jesus
Actes 4:25;SKN;63-0608;90;VALIDE;CONCEPT;chapitre résolu v25 (4 mots: bouche nations peuples vaines)
Actes 4:27;SKN;63-0608;90;VALIDE;CONCEPT;chapitre résolu v27 (3 mots: nations oint peuples)
Actes 10:49;SKN;63-0608;82;LAPSUS;CONCEPT;annoncé — dit en réalité actes 10:44
actes 10:44;SKN;63-0608;82;LAPSUS-LU;CONCEPT;lu — annoncé sous Actes 10:49
Actes 19:1;SKN;63-0608;82;VALIDE;CONCEPT;chapitre résolu v1 (4 mots: ayant disciples paul vint)
Actes 19:5;SKN;63-0608;82;VALIDE;CONCEPT;chapitre résolu v5 (3 mots: ayant baptises furent)
Actes 19:6;SKN;63-0608;82;VALIDE;CONCEPT;chapitre résolu v6 (5 mots: ayant impose langues paul vint)
Actes 2:2;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v2 (3 mots: coup fit souffle)
Actes 2:4;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v4 (5 mots: dautres furent langues remplis selon)
Actes 2:6;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v6 (4 mots: entendait fut propre repandu)
Actes 2:8;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v8 (3 mots: lequel nes propre)
Actes 2:13;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v13 (3 mots: dautres disaient moquant)
Actes 2:14;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v14 (3 mots: leve paroles voix)
Actes 2:15;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: heure ivres pensez)
Actes 2:17;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v17 (4 mots: arrivera chair derniers visions)
Actes 2:20;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v20 (5 mots: change journee lune soleil vienne)
Actes 2:21;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v21 (3 mots: arrivera quiconque sauve)
Actes 2:22;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v22 (5 mots: memes milieu miracles paroles signes)
Actes 2:23;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v23 (5 mots: ayant conseil croix dhommes lavez)
Actes 2:24;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v24 (5 mots: ayant delie lequel possible ressuscite)
Actes 2:26;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v26 (4 mots: chair esperance langue rejoui)
Actes 2:28;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v28 (3 mots: connaitre face regard)
Actes 2:30;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v30 (5 mots: etant ferait fruit jure sachant)
Actes 2:31;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v31 (3 mots: chair laisse resurrection)
Actes 2:33;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v33 (3 mots: ayant droite repandu)
Actes 2:34;SKN;63-0628E;78;VALIDE;CONCEPT;chapitre résolu v34 (3 mots: cieux droite monte)
